GO	[-6.38 -0.56]	[-0.56 -0.44]	[-0.44 -0.20]	[-0.20 -0.09]	[-0.09 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.15]	[0.15 0.32]	[0.32 0.85]	[0.85 8.56]
GOMF_HORMONE_ACTIVITY GOMF_HORMONE_ACTIVITY	3.240	1.064	-0.496	-3.124	-3.946	10.648	0.850	-3.946	-1.958	-2.478	0.252
GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY GOMF_LIGAND_GATED_ION_CHANNEL_ACTIVITY	2.460	2.796	-0.301	-4.602	-3.727	0.301	-1.253	-3.029	-0.566	1.099	3.519
GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOMF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	4.846	1.712	-0.435	-1.235	-3.463	0.284	-1.544	-1.544	-3.463	1.018	2.911
GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	3.055	4.057	-0.325	-1.592	-3.152	0.597	-1.908	-3.152	-1.908	1.068	1.925
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	2.528	1.460	-0.385	-2.865	-3.423	-0.385	-0.661	-1.624	-1.064	-0.284	6.837
GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOMF_SODIUM_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	2.836	3.557	-0.502	-1.757	-2.174	0.339	-2.669	-1.407	-1.757	-0.266	3.935
GOMF_POTASSIUM_CHANNEL_ACTIVITY GOMF_POTASSIUM_CHANNEL_ACTIVITY	4.641	0.893	-0.866	-1.483	-2.415	0.530	-1.142	-1.483	-3.054	0.893	3.337
GOMF_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY GOMF_VOLTAGE_GATED_CATION_CHANNEL_ACTIVITY	2.796	3.528	-0.751	-0.978	-2.457	0.301	-1.584	-2.457	-1.584	0.894	2.138
GOMF_SODIUM_CHANNEL_ACTIVITY GOMF_SODIUM_CHANNEL_ACTIVITY	2.899	0.716	-0.354	-1.782	-1.057	0.716	-1.057	-1.782	-1.057	-0.624	3.485
GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY	4.088	1.607	-1.420	-0.730	-1.420	-0.338	-1.420	-1.420	-1.934	1.025	1.941
GOMF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY GOMF_VOLTAGE_GATED_SODIUM_CHANNEL_ACTIVITY	4.850	1.283	0.200	-0.953	-0.434	0.457	-0.434	-0.953	-0.953	-0.434	-0.954
GOMF_CARGO_RECEPTOR_ACTIVITY GOMF_CARGO_RECEPTOR_ACTIVITY	3.486	-0.753	-0.753	-0.505	-0.505	-0.505	-1.091	-2.180	0.277	0.851	2.145
GOMF_SCAVENGER_RECEPTOR_ACTIVITY GOMF_SCAVENGER_RECEPTOR_ACTIVITY	3.106	-0.242	-0.729	-0.431	-1.191	-0.431	-0.431	-1.948	-0.431	0.370	2.559
