GO	[-4.16 -0.17]	[-0.17 -0.11]	[-0.11 -0.07]	[-0.07 -0.04]	[-0.04 -0.02]	[-0.02 0.00]	[0.00 0.03]	[0.03 0.06]	[0.06 0.10]	[0.10 0.18]	[0.18 2.76]
GOBP_NOTCH_SIGNALING_PATHWAY GOBP_NOTCH_SIGNALING_PATHWAY	0.426	0.426	-1.419	-1.419	-0.771	1.083	-1.419	0.214	2.027	-0.771	1.558
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_PROLIFERATION	0.490	-0.916	-0.916	0.215	-0.408	-0.408	-0.916	1.942	0.490	-0.916	1.978
GOBP_STEROL_BIOSYNTHETIC_PROCESS GOBP_STEROL_BIOSYNTHETIC_PROCESS	-0.791	-0.791	-0.791	0.278	0.278	-0.326	-0.791	-0.326	-0.326	1.618	3.083
GOBP_STEROID_BIOSYNTHETIC_PROCESS GOBP_STEROID_BIOSYNTHETIC_PROCESS	-1.251	-0.645	-0.645	-0.322	0.281	-0.645	0.281	-0.645	-0.322	0.882	4.564
GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS GOBP_REGULATION_OF_STEROID_BIOSYNTHETIC_PROCESS	-0.874	-0.874	-0.874	-0.380	0.234	-0.380	0.234	-0.380	0.234	0.526	4.450
GOBP_T_CELL_PROLIFERATION GOBP_T_CELL_PROLIFERATION	-1.126	-0.553	-0.553	0.644	0.345	-0.261	-1.126	2.065	0.345	-1.126	1.543
GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS GOBP_REGULATION_OF_STEROID_METABOLIC_PROCESS	-0.916	-0.916	-0.916	-0.408	0.215	-0.408	0.215	0.215	0.215	0.490	4.257
GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION GOBP_POSITIVE_REGULATION_OF_MITOCHONDRION_ORGANIZATION	-0.408	0.215	-0.916	0.215	4.195	0.490	-0.916	-0.916	0.215	0.215	-0.397
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	-0.791	-0.791	-0.791	0.278	-0.326	-0.326	-0.326	-0.326	-0.326	1.058	3.939
GOBP_STRESS_FIBER_ASSEMBLY GOBP_STRESS_FIBER_ASSEMBLY	-0.242	-1.084	-0.523	1.586	1.091	-0.242	-1.084	-1.084	0.370	1.586	-0.510
GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION	-0.540	-0.540	-0.540	-0.177	-0.540	-0.177	-0.540	1.606	0.476	-0.540	2.411
GOBP_MITOCHONDRION_LOCALIZATION GOBP_MITOCHONDRION_LOCALIZATION	-0.224	-0.624	-0.624	2.076	-0.224	2.076	-0.624	0.395	-0.624	-0.224	-0.612
GOBP_REGULATION_OF_BONE_REMODELING GOBP_REGULATION_OF_BONE_REMODELING	0.578	0.186	1.148	-0.457	-0.457	-0.457	-0.457	2.757	-0.457	-0.457	-0.449
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	-0.582	-0.582	-0.582	2.219	0.892	0.433	-0.582	-0.582	0.892	-0.200	-0.571
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	-0.665	-0.665	-0.665	-0.248	0.361	-0.248	-0.665	-0.248	-0.248	0.762	3.625
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	-0.624	-0.624	-0.624	-0.224	-0.224	-0.224	-0.624	-0.224	-0.224	0.823	3.841
GOBP_HISTONE_MONOUBIQUITINATION GOBP_HISTONE_MONOUBIQUITINATION	-0.457	0.578	1.879	1.148	0.578	-0.457	-0.457	-0.457	-0.457	-0.457	-0.449
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS GOBP_NEGATIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	-0.457	-0.457	-0.457	-0.457	1.148	0.186	0.186	2.757	-0.457	-0.457	0.191
