GO	[-2.86 -0.23]	[-0.23 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.233	1.377	3.860	0.722	-0.318	0.284	-2.179	-2.179	-2.179	-0.874	-2.139
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.104	1.285	3.105	0.950	-0.351	-0.351	-0.931	-1.449	-2.264	-0.931	-2.223
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	1.711	1.711	3.081	1.011	-0.475	-0.475	-1.137	-1.699	-2.561	-0.747	-1.105
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	2.217	0.719	3.498	0.360	0.360	0.360	-2.073	-0.381	-1.123	-2.073	-2.018
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	3.702	0.403	2.781	1.035	-0.512	-0.341	-0.743	-1.048	-1.447	-1.447	-1.919
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.659	1.107	3.665	0.387	-0.593	-0.378	-0.897	-0.897	-1.321	-1.321	-1.874
GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS GOBP_RIBOSOMAL_SMALL_SUBUNIT_BIOGENESIS	-0.791	0.278	4.820	0.608	-0.791	-0.791	-0.326	-0.791	0.278	0.278	-0.776
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	3.749	0.597	1.635	-0.736	-0.243	0.597	-1.204	-0.435	-1.204	-1.204	-1.175
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	3.697	0.255	0.992	-0.833	-0.833	-0.352	-0.833	-0.833	-0.833	0.255	0.580
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	2.219	0.892	-0.582	-0.200	-0.582	-0.582	-0.200	1.491	-0.582	-0.582	-0.571
GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS GOBP_REGULATION_OF_PLASMA_LIPOPROTEIN_PARTICLE_LEVELS	-0.540	0.968	-0.540	-0.540	1.606	1.606	-0.177	-0.177	-0.540	-0.540	-0.530
GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT GOBP_ENDOPLASMIC_RETICULUM_TO_CYTOSOL_TRANSPORT	-0.415	2.987	-0.415	-0.415	0.211	0.640	-0.415	0.640	-0.415	-0.415	-0.408
GOBP_REGULATION_OF_HISTONE_H4_ACETYLATION GOBP_REGULATION_OF_HISTONE_H4_ACETYLATION	0.312	-0.291	-0.291	-0.291	-0.291	-0.291	0.312	3.966	-0.291	-0.291	-0.285
GOBP_ENERGY_HOMEOSTASIS GOBP_ENERGY_HOMEOSTASIS	-0.249	-0.249	-0.249	-0.249	-0.249	1.917	-0.249	-0.249	-0.249	-0.249	1.938
GOBP_RESPONSE_TO_AMINE GOBP_RESPONSE_TO_AMINE	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	1.917	1.917	-0.249	-0.244
GOBP_REGULATION_OF_COAGULATION GOBP_REGULATION_OF_COAGULATION	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	0.894	-0.291	0.312	-0.291	2.755
