GO	[-25.09 -0.57]	[-0.57 -0.25]	[-0.25 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.02]	[0.02 0.09]	[0.09 0.18]	[0.18 0.33]	[0.33 0.67]	[0.67 5.36]
KONDO_PROSTATE_CANCER_WITH_H3K27ME3 KONDO_PROSTATE_CANCER_WITH_H3K27ME3	2.263	0.370	-3.939	-5.448	5.383	7.150	-4.631	-3.345	-2.385	0.753	0.603
MIKKELSEN_MEF_ICP_WITH_H3K27ME3 MIKKELSEN_MEF_ICP_WITH_H3K27ME3	7.750	0.426	-1.769	-2.118	-0.370	2.665	-4.104	-2.975	-1.769	0.678	1.604
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	4.063	-0.596	-2.464	-2.464	0.707	6.494	-3.438	-1.426	-1.725	0.447	1.031
NABA_ECM_AFFILIATED NABA_ECM_AFFILIATED	2.793	-0.939	-1.467	-3.833	-0.430	2.793	-1.803	-1.181	-3.196	1.905	4.209
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	3.621	0.326	-2.975	-2.118	-1.466	0.831	-0.978	-2.118	-0.621	-0.278	7.727
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3 MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	10.214	0.530	-0.644	-2.413	0.272	0.893	-2.413	-1.482	-1.142	-0.332	-0.335
MIKKELSEN_IPS_WITH_HCP_H3K27ME3 MIKKELSEN_IPS_WITH_HCP_H3K27ME3	3.057	-0.398	-1.433	-2.466	-0.398	1.948	-1.888	-2.466	-0.790	0.477	3.911
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3 MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	5.628	0.362	-1.439	-2.831	0.256	1.495	-0.655	-2.276	-1.818	0.491	1.241
RICKMAN_HEAD_AND_NECK_CANCER_E RICKMAN_HEAD_AND_NECK_CANCER_E	4.114	-0.595	-1.707	-1.225	-0.255	3.139	-1.707	-2.362	-0.864	0.353	1.239
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN SENGUPTA_NASOPHARYNGEAL_CARCINOMA_WITH_LMP1_DN	2.066	0.897	-1.683	-2.064	-0.377	1.793	-2.064	-1.359	-1.359	0.724	2.659
ZWANG_EGF_INTERVAL_UP ZWANG_EGF_INTERVAL_UP	2.132	3.403	0.884	-0.934	-1.803	1.441	-0.934	-1.307	-0.652	-1.803	-0.444
SU_LIVER SU_LIVER	2.476	0.638	-0.600	-1.466	0.416	2.017	-0.365	-2.280	-2.280	0.416	0.244
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	3.594	-1.740	-1.023	-0.336	0.749	1.479	-1.740	-0.599	-1.023	0.749	-0.337
KEGG_CELL_ADHESION_MOLECULES_CAMS KEGG_CELL_ADHESION_MOLECULES_CAMS	2.331	0.527	-0.685	-2.101	-0.929	-0.929	-1.237	-0.685	-0.345	0.527	4.368
REACTOME_SEROTONIN_RECEPTORS REACTOME_SEROTONIN_RECEPTORS	4.575	-0.497	-0.497	0.167	-0.497	0.167	-0.497	-0.497	-0.497	1.052	-0.498
REACTOME_POTASSIUM_CHANNELS REACTOME_POTASSIUM_CHANNELS	4.124	-0.521	-1.354	-0.733	-1.354	0.524	-0.521	-1.354	-0.360	0.524	1.736
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3 MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	5.556	0.231	-0.733	-1.367	0.453	0.453	-0.385	-0.733	-0.385	-0.733	-0.386
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	3.190	-0.434	-0.952	-0.952	0.200	0.457	-0.434	-0.952	-0.434	-0.434	1.832
CORRE_MULTIPLE_MYELOMA_UP CORRE_MULTIPLE_MYELOMA_UP	2.067	0.764	-0.251	-0.626	-0.626	-0.935	-0.405	-1.362	-1.362	-0.405	3.423
AIGNER_ZEB1_TARGETS AIGNER_ZEB1_TARGETS	2.671	0.754	0.453	-1.367	-0.385	0.231	-1.367	-1.367	0.453	0.453	-0.386
MAHADEVAN_IMATINIB_RESISTANCE_UP MAHADEVAN_IMATINIB_RESISTANCE_UP	2.727	0.527	-0.870	-0.870	-0.378	1.436	-0.870	-0.870	0.236	-0.378	0.235
CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP CHIANG_LIVER_CANCER_SUBCLASS_CTNNB1_UP	2.198	0.677	-0.394	-1.341	0.310	-0.521	-1.341	-2.413	-0.293	0.535	2.188
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	2.696	-0.864	-0.397	-0.864	1.904	0.520	-1.707	-0.864	-0.595	-0.595	0.962
MIKKELSEN_ES_ICP_WITH_H3K27ME3 MIKKELSEN_ES_ICP_WITH_H3K27ME3	2.601	-0.549	-0.300	-0.549	-0.549	0.528	-1.657	-0.958	0.302	-0.549	2.066
WEBER_METHYLATED_IN_COLON_CANCER WEBER_METHYLATED_IN_COLON_CANCER	3.184	-0.745	0.304	-0.298	-0.745	-0.298	-0.298	-0.745	-0.745	0.304	1.127
