GO	[-6.10 -0.97]	[-0.97 -0.61]	[-0.61 -0.38]	[-0.38 -0.21]	[-0.21 -0.04]	[-0.04 0.06]	[0.06 0.31]	[0.31 0.70]	[0.70 1.25]	[1.25 2.26]	[2.26 10.00]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	10.011	17.458	15.434	-0.747	-0.932	-4.495	-5.230	-7.131	-8.474	-8.474	-8.564
HALLMARK_E2F_TARGETS HALLMARK_E2F_TARGETS	-0.459	8.431	3.362	2.727	6.971	-2.014	-0.459	-3.304	-7.131	-8.474	-7.216
HALLMARK_OXIDATIVE_PHOSPHORYLATION HALLMARK_OXIDATIVE_PHOSPHORYLATION	1.431	10.011	8.944	0.859	-0.263	-1.685	-0.591	-1.685	-6.091	-7.131	-7.216
HALLMARK_MYC_TARGETS_V2 HALLMARK_MYC_TARGETS_V2	24.477	2.778	-0.669	-0.669	-1.038	-2.415	-2.415	-2.415	-2.415	-2.415	-2.440
HALLMARK_G2M_CHECKPOINT HALLMARK_G2M_CHECKPOINT	-1.397	2.434	3.036	3.702	6.512	-0.932	0.343	-0.932	-4.495	-7.131	-6.172
HALLMARK_TNFA_SIGNALING_VIA_NFKB HALLMARK_TNFA_SIGNALING_VIA_NFKB	-2.845	-3.334	-2.415	-2.038	-2.038	-2.845	-0.948	1.630	3.659	3.321	9.773
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.932	-3.859	-4.495	-1.148	-2.389	1.223	-1.685	1.656	0.446	3.702	6.846
HALLMARK_DNA_REPAIR HALLMARK_DNA_REPAIR	-0.930	3.125	3.125	3.888	0.424	-0.403	1.325	-1.493	-4.144	-3.408	-5.119
HALLMARK_INFLAMMATORY_RESPONSE HALLMARK_INFLAMMATORY_RESPONSE	-0.932	-3.304	-2.817	-0.932	-0.932	-0.932	-0.932	-0.263	0.566	5.219	8.290
HALLMARK_MITOTIC_SPINDLE HALLMARK_MITOTIC_SPINDLE	-3.273	-3.273	0.719	3.402	1.454	-1.378	3.746	1.051	0.352	-2.363	-1.707
HALLMARK_KRAS_SIGNALING_DN HALLMARK_KRAS_SIGNALING_DN	-1.148	-2.389	-3.859	-0.747	-0.932	6.971	-1.397	-0.459	1.032	1.032	2.658
HALLMARK_IL6_JAK_STAT3_SIGNALING HALLMARK_IL6_JAK_STAT3_SIGNALING	-2.640	-1.429	-1.035	-3.635	-0.734	1.971	-0.338	0.580	1.625	1.034	2.305
HALLMARK_MYOGENESIS HALLMARK_MYOGENESIS	0.704	-2.817	-2.817	-1.148	-2.389	1.431	-0.459	-0.591	1.656	1.656	3.282
HALLMARK_MTORC1_SIGNALING HALLMARK_MTORC1_SIGNALING	1.013	4.382	2.999	0.554	-0.360	-2.038	-0.603	-0.603	-0.761	-0.948	-3.959
HALLMARK_COAGULATION HALLMARK_COAGULATION	-1.977	-3.034	-1.977	-0.740	0.429	0.571	-0.967	0.926	0.429	2.554	3.209
HALLMARK_COMPLEMENT HALLMARK_COMPLEMENT	-0.591	-3.304	-1.148	-1.397	-0.459	-0.263	-1.397	1.032	2.158	2.727	1.606
HALLMARK_APOPTOSIS HALLMARK_APOPTOSIS	-1.466	-2.670	-1.806	-0.421	-0.559	-0.728	-0.421	1.023	2.271	2.271	1.665
HALLMARK_IL2_STAT5_SIGNALING HALLMARK_IL2_STAT5_SIGNALING	0.457	-0.579	-0.733	-1.378	-3.273	-1.663	-0.342	1.682	3.075	1.454	0.554
HALLMARK_KRAS_SIGNALING_UP HALLMARK_KRAS_SIGNALING_UP	-0.351	-2.014	-2.014	-0.263	-1.397	1.899	-0.459	-0.351	-0.747	1.656	3.618
HALLMARK_APICAL_JUNCTION HALLMARK_APICAL_JUNCTION	0.446	-1.685	-2.014	-1.397	0.343	-1.397	-0.747	3.036	0.446	2.158	1.181
HALLMARK_PROTEIN_SECRETION HALLMARK_PROTEIN_SECRETION	-2.981	-0.312	-0.924	1.303	1.601	0.290	1.929	1.036	-0.662	-0.462	-2.283
HALLMARK_ALLOGRAFT_REJECTION HALLMARK_ALLOGRAFT_REJECTION	-0.263	-2.014	-3.304	-0.932	-1.148	0.859	-0.459	0.704	1.431	1.656	1.843
HALLMARK_UNFOLDED_PROTEIN_RESPONSE HALLMARK_UNFOLDED_PROTEIN_RESPONSE	2.981	0.345	1.602	-0.261	0.484	-0.742	0.847	-0.381	-0.742	-2.837	-2.253
HALLMARK_INTERFERON_GAMMA_RESPONSE HALLMARK_INTERFERON_GAMMA_RESPONSE	0.690	-0.761	-1.417	-1.165	-2.038	-0.761	-0.948	0.554	2.692	0.690	2.925
HALLMARK_HYPOXIA HALLMARK_HYPOXIA	0.446	-1.148	-2.014	-1.685	-2.014	0.446	0.446	0.446	0.704	3.036	1.385
HALLMARK_FATTY_ACID_METABOLISM HALLMARK_FATTY_ACID_METABOLISM	-0.378	5.064	0.910	-0.508	0.329	-1.708	-0.275	0.443	-2.095	-0.378	-0.692
HALLMARK_TGF_BETA_SIGNALING HALLMARK_TGF_BETA_SIGNALING	-0.923	-2.247	-1.437	-0.348	1.284	-0.923	0.667	0.436	1.284	0.950	0.426
