GO	[-9.50 -0.51]	[-0.51 -0.24]	[-0.24 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.01]	[0.01 0.21]	[0.21 0.46]	[0.46 0.88]	[0.88 21.18]
TNRC6C_HEK293_Plass TNRC6C_HEK293_Plass	-1.708	0.285	12.382	-0.425	-4.983	-5.947	-2.970	10.069	-0.318	-2.068	-0.717
TNRC6A_HEK293_Plass TNRC6A_HEK293_Plass	-1.708	0.901	4.052	-0.311	-4.202	-5.346	-3.359	11.705	0.408	-1.708	-0.436
HNRNPA1_K562_POSTAR_eCLIP HNRNPA1_K562_POSTAR_eCLIP	-0.991	0.416	7.148	0.317	-4.120	-4.822	-4.822	7.148	0.416	-0.991	0.316
FUS_HEK293T_POSTAR_Piranha_0.01 FUS_HEK293T_POSTAR_Piranha_0.01	-1.007	1.340	3.852	-1.236	-4.153	-3.546	-4.857	6.630	1.141	0.649	-0.813
PTBP1_HeLa_POSTAR_CIMS PTBP1_HeLa_POSTAR_CIMS	-0.606	1.116	6.599	-1.528	-3.922	-3.922	-4.690	4.044	0.753	0.601	-0.608
YWHAG_K562_POSTAR_eCLIP YWHAG_K562_POSTAR_eCLIP	-0.523	0.798	2.944	-1.302	-2.735	-6.300	-4.507	5.103	0.967	-0.671	2.071
HLTF_K562_POSTAR_eCLIP HLTF_K562_POSTAR_eCLIP	-0.742	0.768	1.190	-1.631	-5.221	-4.087	-3.254	5.619	0.445	0.768	2.317
HNRNPU_HeLa_POSTAR_CIMS HNRNPU_HeLa_POSTAR_CIMS	-2.162	2.206	1.927	-1.441	-3.786	-3.154	-3.786	3.867	3.150	0.821	-0.556
BCCIP_HepG2_POSTAR_eCLIP BCCIP_HepG2_POSTAR_eCLIP	-0.797	1.162	4.255	-1.481	-2.991	-4.822	-2.133	6.254	-0.379	0.416	0.316
IGF2BP3_PL45_POSTAR_Piranha_0.01 IGF2BP3_PL45_POSTAR_Piranha_0.01	-1.032	0.274	5.914	-1.032	-2.055	-4.702	-3.821	3.357	0.509	0.659	0.657
MBNL2_frontalcortex_POSTAR_CIMS MBNL2_frontalcortex_POSTAR_CIMS	-0.842	-0.384	2.220	-1.316	-4.059	-4.059	-2.852	3.146	2.820	0.547	1.686
HNRNPU_K562_POSTAR_eCLIP HNRNPU_K562_POSTAR_eCLIP	-1.502	0.564	3.436	-1.226	-4.369	-3.120	-2.195	5.330	0.705	0.564	0.703
NPM1_K562_POSTAR_eCLIP NPM1_K562_POSTAR_eCLIP	-1.008	4.283	2.496	-0.606	-2.904	-2.389	-3.516	4.283	-0.606	-1.008	0.627
TNRC6C_HEK293_POSTAR_PARalyzer TNRC6C_HEK293_POSTAR_PARalyzer	-0.554	-0.554	5.066	-2.618	-1.773	-3.154	-2.618	3.500	2.817	-0.554	0.394
HNRNPUL1_K562_POSTAR_eCLIP HNRNPUL1_K562_POSTAR_eCLIP	-1.417	0.267	5.672	-1.027	-0.504	-3.604	-1.417	5.113	-0.338	-0.338	-1.029
TNRC6C_HEK293_POSTAR_Piranha_0.01 TNRC6C_HEK293_POSTAR_Piranha_0.01	-1.245	-0.632	6.575	-0.803	-2.220	-3.728	-1.523	1.906	2.451	-0.489	0.428
EZH2_HCT116_POSTAR_Piranha_0.01 EZH2_HCT116_POSTAR_Piranha_0.01	0.839	0.313	1.651	-1.199	-3.894	-2.159	-3.894	2.729	1.079	0.839	0.312
EZH2_HCT116_POSTAR_iCLIP EZH2_HCT116_POSTAR_iCLIP	0.839	0.313	1.651	-1.199	-3.894	-2.159	-3.894	2.729	1.079	0.839	0.312
SLBP_K562_POSTAR_eCLIP SLBP_K562_POSTAR_eCLIP	-1.090	0.349	5.704	-0.359	-1.726	-6.010	-1.380	0.963	0.612	0.470	0.775
YTHDF3_HEK293T_POSTAR_Piranha_0.01 YTHDF3_HEK293T_POSTAR_Piranha_0.01	-0.274	0.763	3.278	-1.185	-1.893	-3.607	-3.607	4.066	0.595	-0.274	0.329
TARBP2_MDA-LM2_POSTAR_CIMS TARBP2_MDA-LM2_POSTAR_CIMS	-0.511	0.464	1.979	-0.265	-1.866	-3.572	-2.888	2.960	0.341	-0.900	2.608
NSUN2_K562_POSTAR_eCLIP NSUN2_K562_POSTAR_eCLIP	0.439	-1.053	2.072	-1.053	-1.783	-3.705	-1.379	4.421	0.593	-0.581	1.474
TARDBP_H9_POSTAR_iCLIP TARDBP_H9_POSTAR_iCLIP	-1.053	2.765	2.765	-0.790	-1.783	-2.905	-2.282	0.774	0.774	0.439	0.438
TAF15_Brain_POSTAR_CIMS TAF15_Brain_POSTAR_CIMS	-0.536	0.508	2.025	-0.750	-3.138	-2.393	-1.824	2.376	-0.250	2.025	0.358
PPIL4_K562_POSTAR_eCLIP PPIL4_K562_POSTAR_eCLIP	-0.685	0.464	0.781	-0.511	-1.482	-2.329	-2.329	4.123	1.694	-0.900	0.973
TARDBP_H9_POSTAR_CIMS TARDBP_H9_POSTAR_CIMS	-0.969	2.236	2.588	-0.718	-1.672	-2.768	-2.158	0.859	0.664	0.496	0.495
HNRNPM_HEK293T_POSTAR_CIMS HNRNPM_HEK293T_POSTAR_CIMS	0.275	0.500	1.674	-0.772	-1.251	-1.561	-3.482	3.202	0.994	-0.772	0.642
YTHDC2_HEK293T_POSTAR_Piranha_0.01 YTHDC2_HEK293T_POSTAR_Piranha_0.01	-0.478	1.424	3.122	0.271	-2.665	-2.066	-2.066	1.162	-0.334	0.543	0.270
DDX3X_HEK293T_POSTAR_CIMS DDX3X_HEK293T_POSTAR_CIMS	-0.256	-0.755	3.011	-0.755	-0.755	-0.755	-1.988	0.571	-0.755	0.848	1.562
TNRC6B_HEK293_POSTAR_Piranha_0.01 TNRC6B_HEK293_POSTAR_Piranha_0.01	-0.397	-0.595	1.554	-0.863	-0.397	-2.359	-0.863	1.242	3.130	-0.595	-0.255
SBDS_K562_POSTAR_eCLIP SBDS_K562_POSTAR_eCLIP	-0.336	-0.336	1.477	0.269	-1.023	-1.739	-1.739	1.083	1.477	-0.598	0.748
