GO	[-2.86 -0.23]	[-0.23 -0.14]	[-0.14 -0.09]	[-0.09 -0.05]	[-0.05 -0.02]	[-0.02 0.02]	[0.02 0.06]	[0.06 0.10]	[0.10 0.15]	[0.15 0.23]	[0.23 1.86]
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	2.237	1.380	3.865	0.724	0.286	-0.317	-2.175	-2.175	-2.175	-0.872	-2.175
GOCC_CYTOSOLIC_RIBOSOME GOCC_CYTOSOLIC_RIBOSOME	2.374	1.478	3.459	0.786	-0.286	-0.816	-1.305	-0.816	-2.090	-1.305	-2.090
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	2.108	1.289	3.109	0.952	0.257	-0.582	-0.928	-1.445	-2.259	-0.928	-2.259
GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME GOMF_STRUCTURAL_CONSTITUENT_OF_RIBOSOME	2.660	1.333	3.192	0.695	-0.333	-0.900	-1.410	-2.217	-1.410	-1.410	-0.560
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	2.251	1.086	3.242	1.086	-0.260	-1.074	-1.623	-1.623	-1.074	-1.623	-0.697
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	3.269	0.982	2.588	-0.582	0.323	-0.582	-1.165	-1.165	-1.165	-0.582	-1.165
GOBP_VIRAL_GENE_EXPRESSION GOBP_VIRAL_GENE_EXPRESSION	2.221	0.722	3.503	0.362	0.524	-0.247	-2.066	-0.379	-1.119	-2.066	-2.066
GOCC_LARGE_RIBOSOMAL_SUBUNIT GOCC_LARGE_RIBOSOMAL_SUBUNIT	2.801	0.797	2.801	-0.705	0.480	-0.705	-1.333	-1.333	-1.333	-0.705	-0.364
GOBP_TRANSLATIONAL_INITIATION GOBP_TRANSLATIONAL_INITIATION	3.707	0.405	2.786	1.038	-0.340	-0.510	-0.740	-1.044	-1.442	-1.442	-1.965
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.663	1.110	3.670	0.388	-0.376	-0.591	-0.894	-0.894	-1.317	-1.317	-1.914
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	3.753	0.599	1.639	-0.734	-0.242	0.599	-1.201	-0.433	-1.201	-1.201	-1.201
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	3.701	0.256	0.994	-0.831	-0.352	-0.831	-0.831	-0.831	-0.831	0.256	0.566
GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING GOBP_NEGATIVE_REGULATION_OF_RNA_SPLICING	2.221	0.893	-0.581	-0.199	-0.581	-0.581	-0.199	1.493	-0.581	-0.581	-0.581
GOMF_CHAPERONE_BINDING GOMF_CHAPERONE_BINDING	2.414	0.656	-0.748	0.304	0.656	-0.298	-0.748	-0.748	0.656	-0.748	-0.748
