GO	[-4.16 -0.18]	[-0.18 -0.11]	[-0.11 -0.07]	[-0.07 -0.04]	[-0.04 -0.02]	[-0.02 0.00]	[0.00 0.03]	[0.03 0.06]	[0.06 0.10]	[0.10 0.17]	[0.17 2.76]
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN GSE25088_WT_VS_STAT6_KO_MACROPHAGE_ROSIGLITAZONE_STIM_DN	1.902	0.787	-2.089	-2.089	-0.286	0.523	-0.815	0.787	1.902	-1.304	-0.499
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN	-0.478	-0.478	0.616	1.806	-1.542	3.552	-1.542	0.616	-0.865	-0.478	-0.870
GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN GSE19198_CTRL_VS_IL21_TREATED_TCELL_24H_DN	1.186	-1.668	-0.301	-1.668	-0.963	-0.301	0.824	0.301	0.301	-0.963	3.212
KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN KAECH_DAY8_EFF_VS_DAY15_EFF_CD8_TCELL_DN	2.939	-1.064	-1.064	0.719	-1.794	-1.064	0.253	-0.355	1.884	-0.627	0.450
GSE3982_NKCELL_VS_TH1_UP GSE3982_NKCELL_VS_TH1_UP	3.869	0.302	-0.300	-1.207	-0.612	0.573	-0.612	-1.207	0.302	0.932	-1.212
GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP GSE2405_HEAT_KILLED_VS_LIVE_A_PHAGOCYTOPHILUM_STIM_NEUTROPHIL_9H_UP	0.239	-1.836	0.431	2.308	0.431	1.006	0.431	0.239	-1.836	-1.836	0.236
GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP GSE27786_CD4_TCELL_VS_ERYTHTROBLAST_UP	2.448	-0.271	0.548	-0.787	0.548	-0.787	-0.473	2.448	-0.473	-2.047	-1.276
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN	-2.047	-0.473	-0.787	-0.473	-0.271	0.334	-1.269	1.148	4.175	0.334	-0.274
GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN GSE17974_0.5H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_DN	-0.865	-0.478	-1.542	0.359	-0.865	-1.542	2.331	0.946	0.616	1.343	-0.482
GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP GSE43955_10H_VS_30H_ACT_CD4_TCELL_WITH_TGFB_IL6_UP	1.437	-1.794	-1.064	-1.064	0.719	-0.627	0.454	-0.627	0.454	-0.627	2.924
GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN GSE32533_MIR17_KO_VS_MIR17_OVEREXPRESS_ACT_CD4_TCELL_DN	-0.522	-1.081	2.165	-1.081	-0.241	-0.241	0.371	2.818	-1.081	-0.522	-0.243
GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP GSE3203_INFLUENZA_INF_VS_IFNB_TREATED_LN_BCELL_UP	0.729	2.267	1.155	0.398	-1.039	-0.492	-1.039	-1.039	-0.222	-1.039	0.395
GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN GSE14699_NAIVE_VS_ACT_CD8_TCELL_DN	0.454	3.542	1.048	-0.627	-0.355	0.719	-0.355	-1.794	-0.627	-1.064	-0.632
GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN GSE25890_CTRL_VS_IL33_IL7_TREATED_NUOCYTES_DN	0.855	-0.570	1.857	1.857	0.406	0.249	0.406	-1.876	-0.360	-1.285	-1.886
GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP GSE34156_UNTREATED_VS_6H_NOD2_LIGAND_TREATED_MONOCYTE_UP	0.347	-0.260	-0.260	-1.123	-0.260	-0.260	-1.123	0.347	0.347	-1.123	4.158
