GO	[-22.20 -0.66]	[-0.66 -0.24]	[-0.24 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.16]	[0.16 0.48]	[0.48 1.01]	[1.01 24.36]
HALLMARK_MYC_TARGETS_V1 HALLMARK_MYC_TARGETS_V1	-8.302	21.181	19.087	1.191	-8.302	-8.302	-8.302	3.553	-1.969	-6.977	-8.292
GOCC_IMMUNOGLOBULIN_COMPLEX GOCC_IMMUNOGLOBULIN_COMPLEX	-4.330	-5.250	-6.472	-5.250	57.716	3.423	-0.821	-1.633	-5.250	-1.633	-2.963
MORF_RAB1A MORF_RAB1A	-6.622	1.842	11.899	0.676	-7.927	-7.927	-7.927	9.181	6.769	-4.792	-6.613
GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN GSE6674_ANTI_IGM_VS_PL2_3_STIM_BCELL_DN	-4.323	14.766	16.666	-0.334	-8.219	-8.219	-8.219	1.436	0.874	-2.697	-4.316
GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_12H_ACT_TH2_DN	-5.955	5.788	11.079	-0.264	-8.302	-8.302	-8.302	9.493	2.627	-2.751	-5.101
GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP GSE29164_CD8_TCELL_VS_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DAY3_UP	-7.017	4.197	7.941	-1.144	-8.344	-8.344	-8.344	7.941	7.474	-0.467	-5.983
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	-5.917	6.267	19.214	-0.724	-8.260	-8.260	-6.938	3.595	2.381	-1.628	-5.066
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	-5.003	3.680	18.785	-1.312	-8.177	-8.177	-6.859	5.547	4.026	-2.670	-4.282
GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN GSE12845_IGD_NEG_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_DN	-5.917	3.269	16.550	-1.628	-8.260	-8.260	-8.260	5.436	5.436	-1.946	-2.718
GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP GSE41867_DAY8_EFFECTOR_VS_DAY30_MEMORY_CD8_TCELL_LCMV_ARMSTRONG_UP	-4.390	0.841	18.409	1.838	-8.302	-8.302	-8.302	4.243	4.243	-2.335	-5.946
