GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.08]	[-0.08 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.30]	[0.30 2.54]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-2.052	-0.788	-0.473	-0.788	-0.270	4.223	1.543	1.543	-0.788	-1.271	-0.498
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1.410	-0.233	-0.833	-1.502	1.891	0.996	0.382	-0.833	0.996	-1.502	-1.539
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	-2.094	-0.816	-0.494	-0.816	-0.494	3.498	1.920	1.114	-0.816	-0.816	0.299
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	-2.094	-0.285	-0.494	-0.816	-0.494	4.116	1.491	1.114	-0.816	-0.816	-0.520
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-2.094	-0.494	-0.494	-0.816	-0.285	3.498	1.491	1.114	-0.816	-0.816	-0.303
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	4.203	-0.551	-1.123	-0.551	0.648	-0.551	1.042	-0.551	0.347	-0.551	-1.151
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	-0.390	-0.238	-0.921	-0.611	-0.390	3.120	2.187	0.804	-0.611	-1.956	-0.963
REACTOME_INTERLEUKIN_1_SIGNALING REACTOME_INTERLEUKIN_1_SIGNALING	1.042	-0.551	-0.551	-1.123	2.081	0.648	0.347	-0.551	1.042	-1.123	-1.151
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	-1.736	-0.300	0.302	0.302	-0.491	2.552	1.683	0.989	-1.166	-1.166	-0.806
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-1.772	-0.510	-0.510	-0.314	-0.794	2.975	1.272	1.272	0.288	-1.196	-0.540
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1 REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	3.267	-0.373	0.240	0.240	-0.373	-0.373	-0.373	0.714	-0.373	-0.373	-0.382
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	2.466	0.797	-0.331	-0.331	-0.331	-0.331	0.797	-0.331	-0.331	-0.331	-0.339
