GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	4.798	-0.513	0.527	0.989	-3.224	-0.660	-0.836	-1.044	1.858	-1.572	-0.297
GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP GSE24671_BAKIMULC_VS_SENDAI_VIRUS_INFECTED_MOUSE_SPLENOCYTES_UP	2.888	-2.359	-0.700	0.492	0.285	1.537	0.380	-2.359	-1.096	-0.882	1.761
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	3.712	-1.168	-0.352	-0.596	-1.725	-0.263	-1.168	-1.426	1.230	-0.462	2.430
GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN GSE27670_BLIMP1_VS_LMP1_TRANSDUCED_GC_BCELL_DN	-0.494	3.249	-1.792	1.167	-1.487	-0.633	0.532	-0.379	0.416	-2.545	1.576
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	0.855	1.957	0.318	2.527	0.548	0.548	-1.063	-2.863	-0.844	-0.509	-1.987
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_DN	0.458	-0.666	-1.113	0.339	-0.266	-0.666	3.556	0.598	1.152	-0.370	-3.992
GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP	0.429	-0.872	-0.388	-0.872	-1.707	-2.091	-0.678	0.708	1.281	0.429	4.421
GSE7852_THYMUS_VS_FAT_TREG_UP GSE7852_THYMUS_VS_FAT_TREG_UP	1.188	-0.978	0.326	-1.204	-0.621	-2.518	-0.278	-0.621	1.188	-0.483	4.315
GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN GSE34006_A2AR_KO_VS_A2AR_AGONIST_TREATED_TREG_DN	3.538	0.309	1.564	-2.571	-0.293	0.651	-0.813	-1.011	-1.241	-0.813	0.791
GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP GSE9960_GRAM_NEG_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	-0.992	0.260	0.469	0.260	-1.534	1.815	2.677	-2.278	-0.607	1.333	-0.999
GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN	-0.452	4.487	-0.742	0.881	-0.343	-0.343	-0.929	-0.929	0.723	-2.438	0.453
GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN GSE1112_HY_CD8AB_VS_HY_CD8AA_THYMOCYTE_RTOC_CULTURE_DN	-1.877	0.603	1.121	2.677	-0.992	-0.992	-0.782	-0.992	1.564	0.756	-0.999
