GO	[-5.03 -0.97]	[-0.97 -0.42]	[-0.42 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.43]	[0.43 0.97]	[0.97 4.42]
BURTON_ADIPOGENESIS_3 BURTON_ADIPOGENESIS_3	-1.583	-0.266	0.586	0.339	0.904	1.739	1.289	0.339	-1.583	-1.583	-0.907
PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN PURBEY_TARGETS_OF_CTBP1_AND_SATB1_DN	0.574	2.484	1.374	0.574	-0.612	-1.206	-0.612	-1.206	0.574	-1.206	-0.619
BILANGES_SERUM_RESPONSE_TRANSLATION BILANGES_SERUM_RESPONSE_TRANSLATION	-0.789	0.610	1.061	1.061	-0.789	-0.789	-0.789	-0.789	0.610	1.622	-0.795
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	-0.497	-0.497	0.525	1.737	-0.497	-0.497	-0.497	-0.497	2.559	-0.497	0.164
CHUNG_BLISTER_CYTOTOXICITY_UP CHUNG_BLISTER_CYTOTOXICITY_UP	1.220	-0.997	-0.463	-0.204	-0.463	0.427	3.852	-0.997	-0.463	-0.463	-0.469
KATSANOU_ELAVL1_TARGETS_UP KATSANOU_ELAVL1_TARGETS_UP	0.579	-0.456	0.579	3.782	0.187	-0.456	-0.456	-0.456	-0.456	-0.456	-0.460
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	0.771	0.358	-0.944	-0.631	3.007	0.771	0.771	-0.944	-0.631	-1.984	-0.416
BIOCARTA_CALCINEURIN_PATHWAY BIOCARTA_CALCINEURIN_PATHWAY	-0.373	0.713	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	1.385	2.237	-0.376
REACTOME_EGFR_DOWNREGULATION REACTOME_EGFR_DOWNREGULATION	-0.497	-0.497	1.055	0.525	-0.497	-0.497	-0.497	0.166	2.559	0.166	-0.502
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	-0.331	-0.331	0.796	0.796	-0.331	-0.331	-0.331	-0.331	2.460	-0.331	-0.334
REACTOME_UNWINDING_OF_DNA REACTOME_UNWINDING_OF_DNA	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	3.065	-0.248	-0.248	-0.248	1.009
