GO	[-23.88 -0.91]	[-0.91 -0.58]	[-0.58 -0.36]	[-0.36 -0.21]	[-0.21 -0.03]	[-0.03 0.02]	[0.02 0.24]	[0.24 0.53]	[0.53 1.07]	[1.07 2.02]	[2.02 10.00]
FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN	-1.880	-1.553	-1.553	-1.028	-2.695	-4.464	-0.285	-0.285	0.420	6.136	10.642
FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP	-0.418	-1.593	-2.847	-1.177	-1.593	-0.279	-2.132	-0.854	0.325	0.653	17.417
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP	0.250	-1.855	-1.271	-1.271	-2.738	-0.859	-1.271	-0.359	1.134	0.605	11.332
FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP	0.733	-1.323	-2.132	-1.689	-2.672	-0.301	-1.689	-0.423	0.733	0.733	11.237
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	2.038	-2.094	-2.545	-2.545	-1.710	-0.388	-2.094	-0.518	1.283	2.966	5.269
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN	-1.214	-0.909	-2.072	-0.334	-3.451	1.166	-0.909	-0.668	1.166	1.166	5.950
LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE	-0.434	-1.064	-1.606	-0.691	-1.606	-1.064	-1.606	-0.260	0.542	4.301	4.894
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_3DY_UP	-0.930	-1.623	-0.930	-2.103	-1.623	-0.493	-0.685	0.528	0.703	4.871	3.479
SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_UP SCHERER_PBMC_APSV_WETVAX_AGE_18_32YO_2_TO_4DY_UP	0.275	-1.784	-1.784	-1.211	-2.655	0.275	-0.810	0.275	2.355	1.550	3.295
ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_7DY_UP ERWIN_COHEN_BLOOD_VACCINE_TC_83_AGE_23_48YO_VACCINATED_VS_CONTROL_7DY_UP	1.916	-0.454	-2.072	-1.012	-2.072	-0.288	-2.988	-0.288	1.916	0.938	2.303
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	0.233	-0.977	-1.501	-0.977	-1.501	2.901	-2.322	0.233	0.233	0.398	4.591
KENNEDY_PBMC_DRYVAX_AGE_18_40YO_STIMULATED_VS_UNSTIMULATED_1_TO_48MO_TOP_DEG_DN KENNEDY_PBMC_DRYVAX_AGE_18_40YO_STIMULATED_VS_UNSTIMULATED_1_TO_48MO_TOP_DEG_DN	-0.430	-0.796	-1.450	-1.450	-0.796	-0.430	-1.450	-0.430	1.031	3.086	3.734
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_UP ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_3DY_UP	0.883	-0.813	-3.408	-1.370	-1.370	-0.813	-0.610	-0.610	1.871	1.871	4.002
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_ATIV_UP NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_ATIV_UP	0.528	-0.958	-1.658	-1.658	-1.658	-0.549	-0.549	0.528	1.596	0.528	3.807
HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_28DY_DN HOWARD_NK_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_28DY_DN	-0.300	-1.152	-2.572	-0.762	-1.152	-0.300	-0.762	-0.300	0.702	4.601	2.031
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_MEDIUM_HIGH_ADVERSE_EVENT_SUBJECTS_1DY_UP SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_MEDIUM_HIGH_ADVERSE_EVENT_SUBJECTS_1DY_UP	-0.925	-1.616	-0.925	-0.283	-1.616	0.320	-0.524	0.320	-0.524	2.147	4.620
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP	-0.610	-0.610	-0.610	-0.299	-1.201	1.879	-1.201	-0.610	-0.610	0.303	5.428
FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_UP FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_18HR_TO_48HR_EARLY_UP	-0.787	-0.787	-0.787	-0.787	-0.787	-0.787	-0.324	0.279	0.609	1.058	4.775
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_HIGH_VS_LOW_RESPONDERS_MEDIUM_HIGH_ADVERSE_EVENTS_SCORE_1DY_CORRELATED_WITH_TRANSITIONAL_B_CELLS_UP SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_HIGH_VS_LOW_RESPONDERS_MEDIUM_HIGH_ADVERSE_EVENTS_SCORE_1DY_CORRELATED_WITH_TRANSITIONAL_B_CELLS_UP	-0.870	-0.870	-0.870	0.236	-0.870	-0.870	-0.378	0.527	-0.378	1.437	4.345
FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_48HR_UP FULLER_PBMC_F_TULARENSIS_VACCINE_LVS_AGE_22_54YO_48HR_UP	-0.287	-0.738	-0.470	0.499	-2.530	-0.470	-2.530	0.316	0.729	2.099	2.088
FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE FRANCO_BLOOD_SANOFI_PASTEUR_SA_INACTIVATED_INFLUENZA_VACCINE_CORRELATED_WITH_ANTIBODY_RESPONSE_AGE_18_40YO_1DY_POSITIVE	0.292	0.408	-2.704	-2.704	-0.595	-0.435	-1.043	0.292	2.215	1.358	2.199
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_VACCINATED_VS_CONTROL_TREATED_IN_VITRO_WITH_MVA85A_6HR_UP MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_VACCINATED_VS_CONTROL_TREATED_IN_VITRO_WITH_MVA85A_6HR_UP	-0.659	0.290	-0.918	-1.252	-0.461	0.427	-1.681	-1.252	0.795	0.595	5.989
GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_DN GARCIA_PINERES_PBMC_HPV_16_L1_VLP_AGE_18_25YO_STIMULATED_VS_UNSTIMULATED_0DY_VACCINATION_INDEPENDENT_DN	0.465	-1.168	-1.874	-0.687	-0.903	0.784	-0.903	-1.488	0.613	1.440	4.561
QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_7DY_UP QIU_PBMC_HEPTATITIS_B_SURFACE_ANTIGEN_AGE_UNDER50_NON_RESPONDERS_VS_RESPONDERS_7DY_UP	0.247	-0.363	-1.326	-0.702	-0.363	-0.702	-0.702	-1.326	0.480	2.775	2.765
LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_3DY_UP LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_3DY_UP	-0.610	-1.201	-1.201	-0.299	-0.610	2.463	-0.299	-1.201	0.303	0.573	2.454
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_3DY_UP	0.187	-0.455	-0.455	0.187	-0.455	-0.455	-0.455	-0.455	0.187	-0.455	6.222
HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP HARALAMBIEVA_PBMC_M_M_R_II_AGE_13_16YO_STIMULATED_VS_UNSTIMULATED_3_TO_7YR_POST_TOP_DEG_UP	0.477	-1.741	-1.024	-0.599	-0.599	-0.599	-1.024	0.750	0.269	0.750	4.235
LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_DT_ANTIBODY_CORRELATION_PROFILE_3DY_DN LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_DT_ANTIBODY_CORRELATION_PROFILE_3DY_DN	0.279	-0.787	-0.787	-0.324	-0.324	1.058	-0.324	-0.787	-0.324	-0.787	4.775
KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE KAZMIN_PBMC_P_FALCIPARUM_RTSS_AS01_AGE_UNKNOWN_CORRELATED_WITH_PROTECTION_56DY_NEGATIVE	0.254	-1.782	-1.057	-0.354	-1.057	0.716	-1.057	-0.354	0.254	1.425	3.480
NAKAYA_PBMC_IMUVAC_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0DY_PREIMM_TIV_UP NAKAYA_PBMC_IMUVAC_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0DY_PREIMM_TIV_UP	-1.090	-0.373	0.240	-1.824	-1.090	-0.373	-0.650	-0.373	1.372	0.999	3.378
LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_DT_ANTIBODY_CORRELATION_PROFILE_3DY_UP LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_DT_ANTIBODY_CORRELATION_PROFILE_3DY_UP	-0.550	-1.118	-1.118	0.347	-0.260	1.033	-1.118	-0.550	-0.550	1.505	2.669
SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_7DY_DN SOBOLEV_PBMC_PANDEMRIX_AGE_18_64YO_7DY_DN	0.754	0.231	-1.367	-0.733	-1.367	-0.733	-0.733	-0.385	1.131	0.453	3.299
HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_7DY_UP HOEK_NEUTROPHIL_2011_2012_TIV_ADULT_7DY_UP	-0.828	-0.828	-0.351	0.566	0.256	-0.351	-0.351	-0.351	-0.828	-0.351	5.521
RICHERT_PBMC_HIV_LIPO_5_AGE_37_48YO_STIMULATED_VS_UNSTIMULATED_14W_TOP_FUNCTIONAL_NETWORK_UP RICHERT_PBMC_HIV_LIPO_5_AGE_37_48YO_STIMULATED_VS_UNSTIMULATED_14W_TOP_FUNCTIONAL_NETWORK_UP	-0.260	-1.118	-1.118	0.347	-0.260	1.033	-0.550	-1.118	-0.550	0.645	3.361
LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_CORRELATED_WITH_ANTIBODY_RESPONSE_3DY_POSITIVE LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_CORRELATED_WITH_ANTIBODY_RESPONSE_3DY_POSITIVE	0.453	-1.782	-0.624	-0.624	-0.354	-0.354	-1.782	0.716	0.254	1.041	2.889
LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_DT_ANTIBODY_3DY_NEGATIVE LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_DT_ANTIBODY_3DY_NEGATIVE	-0.260	-0.550	-0.550	-1.118	-0.260	-1.118	-0.550	-0.260	-0.260	2.055	3.361
LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_CORRELATED_WITH_ANTIBODY_RESPONSE_3DY_NEGATIVE LI_PBMC_MENOMUNE_A_C_Y_W_135_AGE_18_45YO_CORRELATED_WITH_ANTIBODY_RESPONSE_3DY_NEGATIVE	0.398	-0.491	-0.491	-0.491	-1.035	-0.491	-1.035	-0.491	-0.222	1.660	3.649
HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_7DY_UP HOEK_MYELOID_DENDRITIC_CELL_2011_2012_TIV_ADULT_7DY_UP	1.505	-0.550	-1.118	-0.550	-1.118	0.347	0.347	-0.550	-0.260	-0.550	3.361
LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_POLYSACCHARIDE_ANTIBODY_CORRELATION_PROFILE_3DY_DN LI_PBMC_MENACTRA_AGE_18_45YO_ANTI_POLYSACCHARIDE_ANTIBODY_CORRELATION_PROFILE_3DY_DN	-0.247	-0.662	-0.662	0.362	-0.247	1.941	-0.247	-0.662	-0.662	-0.662	2.691
ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_NON_RESPONDERS_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_DN ERWIN_COHEN_PBMC_TC_83_AGE_18_45YO_NON_RESPONDERS_PREVIOUSLY_IMMUNIZED_24HR_DEG_CANONICAL_PATHWAY_MEMBERS_DN	-0.621	-0.621	-0.621	-0.621	-0.223	0.396	-0.621	-0.223	-0.223	0.824	3.765
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_HIGH_RESPONDERS_VS_LOW_RESPONDERS_0DY_UP MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_HIGH_RESPONDERS_VS_LOW_RESPONDERS_0DY_UP	-0.373	-0.373	-0.373	0.240	-0.373	-0.373	-0.373	0.240	-0.373	0.240	4.427
