GO	[-23.88 -0.91]	[-0.91 -0.58]	[-0.58 -0.36]	[-0.36 -0.21]	[-0.21 -0.03]	[-0.03 0.02]	[0.02 0.24]	[0.24 0.53]	[0.53 1.07]	[1.07 2.02]	[2.02 10.00]
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_CORRELATED_WITH_CD8_T_CELL_RESPONSE_3DY_NEGATIVE ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_CORRELATED_WITH_CD8_T_CELL_RESPONSE_3DY_NEGATIVE	0.399	-3.034	-1.304	0.559	-1.740	17.357	-3.034	-0.962	-1.740	0.399	0.266
FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN	-1.880	-1.553	-1.553	-1.028	-2.695	-4.464	-0.285	-0.285	0.420	6.136	10.642
FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP	-0.418	-1.593	-2.847	-1.177	-1.593	-0.279	-2.132	-0.854	0.325	0.653	17.417
HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP HOEK_PBMC_INACTIVATED_INFLUENZA_ADULT_7DY_UP	-0.471	-1.259	-0.471	-0.471	-1.259	16.514	-2.031	-2.031	-0.471	-0.270	-0.475
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP	0.250	-1.855	-1.271	-1.271	-2.738	-0.859	-1.271	-0.359	1.134	0.605	11.332
FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP	0.733	-1.323	-2.132	-1.689	-2.672	-0.301	-1.689	-0.423	0.733	0.733	11.237
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	2.038	-2.094	-2.545	-2.545	-1.710	-0.388	-2.094	-0.518	1.283	2.966	5.269
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN	-1.214	-0.909	-2.072	-0.334	-3.451	1.166	-0.909	-0.668	1.166	1.166	5.950
LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE	-0.434	-1.064	-1.606	-0.691	-1.606	-1.064	-1.606	-0.260	0.542	4.301	4.894
QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_28D_PEAK_T_CELL_RESPONSE_14DY_NEGATIVE QI_PBMC_ZOSTAVAX_AGE_50_75YO_CORRELATED_WITH_28D_PEAK_T_CELL_RESPONSE_14DY_NEGATIVE	-0.860	4.188	3.508	-0.476	0.359	-0.860	0.615	-0.860	-1.533	-1.533	-1.539
