GO	[-4.84 -0.44]	[-0.44 -0.26]	[-0.26 -0.16]	[-0.16 -0.08]	[-0.08 -0.00]	[-0.00 0.01]	[0.01 0.10]	[0.10 0.20]	[0.20 0.37]	[0.37 0.79]	[0.79 5.66]
GNF2_HPN GNF2_HPN	6.187	-0.893	-3.589	-1.867	-4.457	6.187	-1.480	-2.899	-1.158	0.479	3.865
MORF_IL4 MORF_IL4	2.122	-3.060	-1.824	-0.499	-3.060	10.612	-4.213	-2.182	-0.499	1.618	1.861
MORF_PRKDC MORF_PRKDC	0.438	4.908	1.440	0.699	3.766	-4.856	0.699	0.334	-1.471	-5.694	-5.694
GCM_MYST2 GCM_MYST2	-3.508	0.682	0.309	3.195	1.456	-7.211	1.456	1.961	0.846	-0.871	-5.937
GNF2_HCK GNF2_HCK	-0.860	-2.148	-0.860	-0.609	-1.604	-3.888	-2.148	-0.860	1.710	6.997	5.804
MORF_ANP32B MORF_ANP32B	-4.419	0.888	2.206	2.206	1.944	-3.789	1.944	0.888	0.465	-2.758	-6.004
MORF_LCAT MORF_LCAT	3.512	1.032	-3.553	-1.840	-2.865	4.799	-1.840	-2.865	-1.137	1.032	2.090
GNF2_KISS1 GNF2_KISS1	-0.473	-0.271	-0.785	-2.039	-1.264	11.394	-0.785	-2.039	-0.473	-0.473	1.142
GNF2_STAT6 GNF2_STAT6	-3.298	-3.298	-0.847	-1.206	-0.384	-1.686	2.360	3.242	0.367	2.785	0.367
MORF_RAB5A MORF_RAB5A	-3.973	-1.236	0.821	0.615	2.718	-2.215	1.060	2.718	0.821	-1.236	-2.943
GNF2_SPRR1B GNF2_SPRR1B	-0.463	-0.996	-0.996	-0.996	-0.996	11.204	-0.996	-0.463	-0.463	-0.204	0.426
GNF2_CENPF GNF2_CENPF	-2.583	0.301	0.975	4.643	0.704	-1.721	1.292	0.704	-1.157	-1.721	-2.583
GNF2_SPINK1 GNF2_SPINK1	2.156	-1.079	-1.079	-1.079	-1.079	7.074	-1.079	-1.079	-0.241	-0.521	0.371
GNF2_MYL2 GNF2_MYL2	4.941	-0.703	-0.703	-1.329	-1.329	1.653	-1.329	-1.329	-1.329	0.247	2.187
GNF2_DNM1 GNF2_DNM1	1.161	-0.314	-2.157	-3.087	-1.070	1.478	-2.157	-0.735	-0.314	0.883	5.260
MORF_BECN1 MORF_BECN1	-1.966	-0.426	1.036	1.577	0.614	-4.396	1.036	1.889	1.292	-1.129	-3.326
GCM_HMGA2 GCM_HMGA2	0.353	-0.699	0.353	-1.575	-2.007	8.246	-0.932	-1.575	-1.221	0.487	1.552
GNF2_CCNA1 GNF2_CCNA1	1.103	-0.889	-0.889	-0.889	-1.308	4.750	-1.901	-1.901	-0.588	0.238	3.624
GNF2_DDX5 GNF2_DDX5	-2.625	0.942	-0.509	-0.509	0.942	-2.625	1.604	1.998	1.251	-0.789	-1.757
GNF2_CD7 GNF2_CD7	2.797	0.584	-0.895	-1.579	-0.895	0.584	-1.579	-0.895	-1.579	0.584	2.797
GNF2_TTN GNF2_TTN	0.685	-1.079	-1.079	-1.079	-1.079	1.583	-0.521	-0.241	-0.521	0.371	3.524
GCM_CHUK GCM_CHUK	-0.670	0.328	1.979	0.500	-0.276	-2.961	0.500	2.390	0.328	-1.432	-1.432
GNF2_SERPINB5 GNF2_SERPINB5	0.608	0.980	-1.162	-1.162	-1.162	3.251	-0.581	-1.162	-0.280	0.608	0.324
MORF_GSPT1 MORF_GSPT1	-0.271	1.142	0.334	1.142	0.817	-2.039	0.817	0.817	-1.264	-0.785	-2.039
GNF2_SMC1L1 GNF2_SMC1L1	-1.121	2.060	1.508	-0.551	1.508	-0.551	-1.121	0.346	-0.260	-1.121	-0.551
GNF2_MMP1 GNF2_MMP1	0.795	-0.363	1.653	-0.363	-0.703	0.247	-0.363	-0.703	-1.329	-1.329	2.786
