GO	[-5.47 -0.67]	[-0.67 -0.35]	[-0.35 -0.17]	[-0.17 -0.03]	[-0.03 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.25]	[0.25 0.51]	[0.51 1.03]	[1.03 6.41]
GOCC_DNA_PACKAGING_COMPLEX GOCC_DNA_PACKAGING_COMPLEX	11.480	4.978	-1.359	-0.774	-0.567	-1.034	-0.567	-1.034	-2.257	-1.359	-1.751
GOBP_NUCLEOSOME_ASSEMBLY GOBP_NUCLEOSOME_ASSEMBLY	6.358	4.951	0.265	0.814	0.265	-2.577	-0.623	-1.340	-1.340	-2.577	-2.078
GOBP_NUCLEOSOME_ORGANIZATION GOBP_NUCLEOSOME_ORGANIZATION	4.840	4.073	1.006	1.409	-0.382	-2.691	-0.382	-1.027	-1.878	-3.194	-2.242
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	2.521	-0.285	-1.976	-2.387	-1.064	1.456	-0.510	-4.855	-0.845	1.236	5.072
GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	3.997	3.997	-0.510	0.828	-1.209	-2.510	1.272	-1.986	-0.366	-1.209	-2.498
GOMF_LIGASE_ACTIVITY GOMF_LIGASE_ACTIVITY	2.475	1.185	1.902	3.120	-1.804	-3.835	-1.468	-0.319	0.505	-0.940	-2.644
GOBP_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION GOBP_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION	3.628	4.415	0.513	1.016	-2.342	-2.342	0.388	-0.975	-0.320	-1.235	-2.839
GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	4.140	4.140	0.247	-0.702	-1.326	-1.326	0.480	-0.702	-1.326	-0.702	-1.322
GOBP_HETEROCHROMATIN_ORGANIZATION GOBP_HETEROCHROMATIN_ORGANIZATION	2.335	2.335	0.995	0.995	-3.278	-1.676	-0.244	0.367	-0.244	-1.198	-3.268
GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY	4.054	2.780	-0.501	0.898	-1.575	-1.575	0.339	-0.501	-1.575	-0.501	-1.570
GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY GOBP_POSITIVE_REGULATION_OF_CELL_JUNCTION_ASSEMBLY	2.205	-2.265	-2.265	-0.940	0.279	-0.476	0.771	-1.710	0.771	-1.278	5.379
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION	2.056	-2.832	-1.125	-0.352	-1.819	-2.277	-0.656	1.245	0.361	0.643	4.278
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	2.331	-1.902	-1.557	-2.775	-0.261	-0.798	-0.475	-0.621	1.534	-0.356	4.828
GOBP_AMINO_ACID_ACTIVATION GOBP_AMINO_ACID_ACTIVATION	2.930	0.546	1.938	1.512	-1.260	-2.031	-0.783	-0.271	-0.472	-0.783	-2.025
GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY GOMF_VOLTAGE_GATED_ION_CHANNEL_ACTIVITY	3.364	-1.591	-1.317	-1.591	-0.326	-0.326	0.367	-0.428	-2.680	1.463	2.762
GOBP_NEGATIVE_CHEMOTAXIS GOBP_NEGATIVE_CHEMOTAXIS	2.134	-1.158	-1.907	-0.411	-1.907	-1.158	-0.228	0.389	-0.228	0.920	2.651
GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS GOMF_LIGASE_ACTIVITY_FORMING_CARBON_OXYGEN_BONDS	3.083	0.501	1.534	0.783	-1.699	-1.699	-0.574	0.285	-0.318	-0.574	-1.694
GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOMF_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	6.728	-1.086	-1.684	-1.086	-0.664	0.328	-0.664	-1.086	0.571	0.723	0.444
GOMF_SYMPORTER_ACTIVITY GOMF_SYMPORTER_ACTIVITY	4.951	-1.340	-1.340	-0.466	-1.055	1.222	-2.090	-0.818	0.369	0.814	0.650
GOBP_CELLULAR_RESPONSE_TO_RADIATION GOBP_CELLULAR_RESPONSE_TO_RADIATION	2.374	1.185	1.389	1.185	-1.205	-0.785	-4.105	0.543	-0.371	-0.785	-0.970
GOBP_REGULATION_OF_CELL_SIZE GOBP_REGULATION_OF_CELL_SIZE	2.129	-0.704	-0.415	0.801	-2.052	-2.469	0.509	3.371	-1.118	-0.310	-0.306
GOCC_ADHERENS_JUNCTION GOCC_ADHERENS_JUNCTION	2.161	0.301	-1.362	-0.302	-1.100	-2.923	-1.100	1.892	-0.534	0.402	2.177
GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT GOBP_ORGANIC_ACID_TRANSMEMBRANE_TRANSPORT	5.526	-1.030	-1.030	-1.297	-1.297	-0.348	-0.470	-0.807	0.954	1.156	0.262
GOBP_NEPHRON_DEVELOPMENT GOBP_NEPHRON_DEVELOPMENT	2.177	-0.553	0.310	-2.426	0.310	-0.407	-0.959	0.565	-0.407	-1.953	3.591
GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	3.728	-0.849	-0.618	-0.438	-0.438	-2.569	0.301	1.249	0.783	-1.979	0.598
GOBP_L_SERINE_METABOLIC_PROCESS GOBP_L_SERINE_METABOLIC_PROCESS	5.788	0.166	-0.497	-0.497	-0.497	-0.497	0.166	0.524	-0.497	-0.497	-0.496
GOMF_GROWTH_FACTOR_BINDING GOMF_GROWTH_FACTOR_BINDING	3.241	-1.210	0.438	-1.535	-1.926	-0.283	-0.940	0.320	-0.719	0.580	2.552
GOBP_ACTIN_MEDIATED_CELL_CONTRACTION GOBP_ACTIN_MEDIATED_CELL_CONTRACTION	2.951	0.388	-3.053	-0.867	-0.645	-0.333	0.272	-1.901	0.530	0.697	1.367
GOBP_AXON_EXTENSION GOBP_AXON_EXTENSION	2.502	-1.013	-1.013	1.032	-1.732	-1.334	-0.393	2.502	-0.756	-0.552	0.823
GOBP_MEGAKARYOCYTE_DIFFERENTIATION GOBP_MEGAKARYOCYTE_DIFFERENTIATION	2.478	0.384	1.194	1.779	-0.984	-3.070	0.259	-0.506	-0.506	-0.984	-0.502
GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY GOMF_AMINO_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	5.683	-0.888	-1.740	-0.266	-0.266	-0.266	-0.412	-1.253	-0.266	0.701	-0.409
GOBP_AMINO_ACID_IMPORT GOBP_AMINO_ACID_IMPORT	5.561	-0.756	-1.225	-0.756	-1.225	-0.756	0.351	-0.256	0.351	0.351	0.354
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	3.322	-2.090	-1.682	-1.682	0.495	0.814	-0.340	-0.466	-0.466	1.222	0.501
GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION GOBP_POSITIVE_REGULATION_OF_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	2.361	-0.640	-1.243	0.880	-0.640	-1.243	0.283	-0.320	0.880	-1.243	0.884
