GO	[-25.09 -0.62]	[-0.62 -0.28]	[-0.28 -0.13]	[-0.13 -0.04]	[-0.04 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.18]	[0.18 0.34]	[0.34 0.68]	[0.68 7.04]
GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP GSE13411_NAIVE_VS_SWITCHED_MEMORY_BCELL_UP	3.009	-0.711	-3.174	-1.333	1.662	-0.436	-2.703	-1.333	-0.887	2.154	2.994
GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP GSE18281_CORTICAL_THYMOCYTE_VS_WHOLE_CORTEX_THYMUS_UP	3.405	-0.857	-1.295	-2.239	6.484	-1.060	-1.881	-0.857	-0.538	0.485	0.605
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	2.094	-1.372	0.693	-0.585	0.560	-0.738	-3.233	-1.372	-1.973	0.693	5.795
GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN GSE23114_WT_VS_SLE2C1_MOUSE_PERITONEAL_CAVITY_B1A_BCELL_DN	4.990	0.650	-2.568	-2.165	0.406	-1.240	-0.813	-2.165	2.044	-0.388	1.336
GSE40493_BCL6_KO_VS_WT_TREG_DN GSE40493_BCL6_KO_VS_WT_TREG_DN	2.078	-0.417	-1.381	-3.712	0.440	2.414	-1.054	-2.286	-0.791	0.984	2.069
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_3H_DN	2.934	0.693	-0.918	-2.339	0.342	0.560	-1.128	-3.233	-1.652	2.359	1.602
GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP GSE29618_PRE_VS_DAY7_POST_LAIV_FLU_VACCINE_PDC_UP	3.123	0.623	-0.527	-1.858	-0.671	-1.043	-2.622	-1.043	-0.671	1.300	3.767
GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN GSE29614_CTRL_VS_DAY3_TIV_FLU_VACCINE_PBMC_DN	2.326	-0.309	-0.309	-2.772	0.389	1.560	-1.325	-1.325	-1.946	0.503	2.314
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_UP GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_24H_ACT_CD4_TCELL_UP	2.293	0.933	-0.317	-1.095	1.317	0.768	-2.800	-0.421	-3.312	-0.547	1.108
GSE45365_NK_CELL_VS_CD8A_DC_DN GSE45365_NK_CELL_VS_CD8A_DC_DN	3.324	1.236	0.584	-1.094	2.423	-1.333	-0.887	-2.289	-0.561	-0.887	-0.337
GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_DN GSE37336_LY6C_POS_VS_NEG_NAIVE_CD4_TCELL_DN	3.325	0.663	-0.512	-1.570	0.816	0.663	-0.835	-3.220	-1.570	0.527	0.981
GSE30083_SP3_VS_SP4_THYMOCYTE_UP GSE30083_SP3_VS_SP4_THYMOCYTE_UP	2.456	0.368	0.368	-0.550	0.474	-4.299	-0.872	-0.550	-0.550	0.893	1.059
