GO	[-5.58 -0.84]	[-0.84 -0.37]	[-0.37 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.20]	[0.20 0.62]	[0.62 5.34]
GO:0006413 translational initiation	-0.672	-2.056	-1.438	0.979	1.620	1.279	0.979	2.871	-1.438	-1.438	-1.466
GO:0006614 SRP-dependent cotranslational protein targeting to membrane	0.549	-2.045	-2.045	1.531	1.965	1.531	0.549	0.549	-1.267	-1.267	-1.288
GO:0003735 structural constituent of ribosome	-0.365	-0.955	-1.477	2.516	1.624	0.919	1.247	0.417	-2.298	-1.477	-0.974
GO:0022625 cytosolic large ribosomal subunit	-0.299	-1.205	-1.205	0.933	1.893	0.574	0.574	1.375	-1.205	-1.205	-0.622
GO:0019083 viral transcription	0.827	-1.909	-0.589	0.827	1.808	1.439	0.390	0.586	-1.909	-1.909	-0.605
GO:0003729 mRNA binding	-0.814	-0.494	-0.814	-2.087	-1.302	2.895	1.107	0.318	-0.285	0.524	0.769
GO:0022627 cytosolic small ribosomal subunit	0.217	-0.913	-0.913	1.946	0.492	1.364	0.877	-0.913	-0.913	-0.406	-0.413
GO:0002181 cytoplasmic translation	0.397	-0.622	-0.622	-0.622	3.797	0.826	-0.223	-0.223	-0.622	-0.622	-0.227
GO:0097431 mitotic spindle pole	0.397	-0.223	-0.223	-0.622	-0.622	0.397	-0.622	3.797	-0.622	0.397	-0.630
GO:0019843 rRNA binding	-0.223	-0.622	-0.223	2.883	1.391	-0.622	0.397	-0.223	-0.622	-0.622	-0.630
GO:0051276 chromosome organization	-0.456	-0.456	-0.456	-0.456	-0.456	1.151	1.151	1.882	0.187	-0.456	-0.461
GO:0060326 cell chemotaxis	-0.290	-0.290	-0.290	-0.290	0.313	-0.290	-0.290	-0.290	3.970	-0.290	0.309
GO:0052629 phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity	-0.248	-0.248	-0.248	-0.248	1.016	-0.248	-0.248	-0.248	-0.248	3.065	-0.251
