GO	[-5.99 -0.51]	[-0.51 -0.23]	[-0.23 -0.11]	[-0.11 -0.03]	[-0.03 0.00]	[0.00 0.04]	[0.04 0.11]	[0.11 0.19]	[0.19 0.33]	[0.33 0.66]	[0.66 4.24]
MORF_NPM1 MORF_NPM1	-6.759	-1.785	3.921	9.652	1.685	0.293	1.948	-0.309	-1.785	-6.759	-6.799
MORF_G22P1 MORF_G22P1	-5.913	-2.450	0.823	4.982	0.403	1.200	4.574	3.104	-1.366	-7.181	-5.952
MORF_CTBP1 MORF_CTBP1	-5.754	-2.340	1.083	0.447	-0.486	2.618	6.569	4.794	-0.635	-7.012	-5.792
MORF_ACTG1 MORF_ACTG1	-5.751	-0.960	4.002	9.016	1.893	0.428	0.311	-0.291	-1.563	-5.751	-5.784
MORF_DAP3 MORF_DAP3	-4.258	-1.868	2.266	1.310	0.294	0.388	5.342	6.186	-1.868	-4.972	-6.875
GNF2_EIF3S6 GNF2_EIF3S6	-5.038	-0.482	5.071	8.916	1.898	-0.482	0.263	-1.166	-1.933	-3.915	-3.942
GCM_TPT1 GCM_TPT1	-2.001	-1.394	4.434	9.877	1.642	-0.421	-0.263	-2.907	-2.907	-2.907	-2.923
MORF_ANP32B MORF_ANP32B	-5.926	-2.302	1.055	4.043	0.726	1.055	5.179	1.676	-0.891	-5.079	-5.969
MORF_TPT1 MORF_TPT1	-4.242	-0.385	4.010	9.104	1.674	-0.259	-1.052	-0.552	-1.409	-4.242	-4.267
GCM_NPM1 GCM_NPM1	-2.920	-0.417	3.176	7.618	1.224	-0.417	1.487	-0.582	-2.920	-4.828	-4.856
GCM_ACTG1 GCM_ACTG1	-5.163	-0.945	2.426	3.153	2.097	0.343	3.153	-0.263	-0.945	-5.163	-5.193
GNF2_FBL GNF2_FBL	-6.129	-1.135	4.747	5.188	0.330	0.928	2.168	-0.380	-1.787	-4.027	-3.332
MORF_NME2 MORF_NME2	-5.241	-2.434	1.163	6.523	2.182	0.259	2.182	0.778	-0.808	-3.574	-5.276
MORF_RAD21 MORF_RAD21	-4.405	-2.645	0.567	0.710	0.710	0.872	6.759	2.825	-0.269	-3.726	-5.248
GCM_APEX1 GCM_APEX1	-4.745	0.333	3.284	3.702	1.037	0.333	1.281	0.468	-1.735	-4.745	-4.772
GNF2_CCNB2 GNF2_CCNB2	-2.365	-2.365	-1.537	-1.537	-1.006	-1.537	0.847	4.512	8.021	0.589	-2.379
MORF_EIF4A2 MORF_EIF4A2	-5.751	-0.735	2.193	3.600	1.893	-0.291	0.731	1.615	-0.553	-3.701	-5.784
MORF_RAB1A MORF_RAB1A	-2.989	-2.529	1.194	1.194	-0.786	1.400	7.354	2.122	-0.786	-2.529	-5.702
MORF_PPP2CA MORF_PPP2CA	-4.186	-1.691	0.301	0.421	0.421	2.262	3.336	5.061	-0.779	-2.676	-5.362
MORF_RAD23B MORF_RAD23B	-5.097	-3.628	1.545	1.114	0.363	0.476	6.039	1.789	0.476	-2.561	-4.335
GNF2_CDC20 GNF2_CDC20	-2.323	-2.323	-1.502	-1.502	-0.977	-1.502	1.194	3.438	7.402	0.879	-2.337
MORF_HAT1 MORF_HAT1	-2.994	-2.994	0.383	1.156	0.635	0.963	6.167	2.399	-0.425	-2.506	-6.032
MORF_FBL MORF_FBL	-2.493	-2.493	0.696	5.656	0.292	1.826	3.497	0.538	-1.612	-3.773	-3.802
MORF_PSMC1 MORF_PSMC1	-4.794	-2.502	0.558	1.024	-0.270	1.215	5.625	3.032	-0.361	-2.103	-4.832
MORF_RPA2 MORF_RPA2	-3.018	-0.495	2.651	0.818	0.818	-1.800	3.960	3.275	-0.495	-3.547	-5.740
MORF_PRKDC MORF_PRKDC	-6.630	-1.190	1.215	2.153	0.438	1.650	1.215	2.723	0.438	-3.485	-4.832
MORF_PRKAR1A MORF_PRKAR1A	-2.584	-3.881	0.646	0.818	-0.339	0.646	5.925	4.134	-0.818	-2.096	-3.911
MORF_AP3D1 MORF_AP3D1	-2.741	-0.814	1.593	0.885	-0.610	-0.320	4.040	4.474	-0.610	-3.414	-5.446
GNF2_APEX1 GNF2_APEX1	-3.824	-0.834	0.489	1.426	1.740	1.426	5.832	-0.404	-2.812	-2.812	-2.832
GNF2_CCNA2 GNF2_CCNA2	-2.823	-2.823	-1.333	-0.910	-0.910	-0.606	0.792	2.557	6.498	1.735	-2.840
GNF2_ST13 GNF2_ST13	-2.657	-0.527	4.416	7.005	0.275	0.275	0.275	-1.212	-1.212	-2.657	-2.672
GNF2_CDC2 GNF2_CDC2	-2.573	-1.714	-0.762	-2.573	-0.300	-0.762	0.479	1.646	8.796	0.973	-2.588
GNF2_CENPF GNF2_CENPF	-2.573	-2.573	-0.762	-1.714	-0.489	-0.300	0.479	1.288	9.600	0.703	-2.588
GNF2_DAP3 GNF2_DAP3	-3.877	-1.144	2.602	5.142	0.700	1.117	1.637	-0.469	-1.904	-2.420	-3.903
MORF_EIF3S6 MORF_EIF3S6	-3.954	-0.677	1.067	3.256	0.664	1.067	2.513	0.502	-0.496	-5.080	-3.981
MORF_CDC10 MORF_CDC10	-6.087	-0.502	1.387	0.949	0.459	0.459	2.518	3.205	-0.502	-2.179	-4.920
MORF_UBE2N MORF_UBE2N	-2.925	-2.925	-0.301	1.952	0.614	1.623	4.507	0.614	0.302	-3.950	-2.945
GCM_CSNK2B GCM_CSNK2B	-4.117	0.259	2.491	2.884	0.730	0.542	1.199	0.259	-0.506	-4.117	-4.141
MORF_EI24 MORF_EI24	-2.584	-2.096	0.497	1.730	0.266	0.497	1.469	5.451	0.497	-3.170	-4.802
MORF_PPP1CA MORF_PPP1CA	-3.369	-2.815	0.447	1.519	0.337	1.083	5.650	1.519	-0.365	-1.933	-4.054
MORF_CCNI MORF_CCNI	-3.657	-0.751	1.269	4.030	0.559	0.257	1.573	1.573	-1.969	-1.969	-3.679
MORF_ERH MORF_ERH	-2.885	-1.763	0.323	1.012	0.613	1.252	3.229	3.229	-0.567	-3.685	-3.710
MODULE_92 MODULE_92	2.401	-1.478	-1.478	-3.371	1.088	1.308	-3.371	-1.838	-0.541	0.711	5.463
MORF_TERF2IP MORF_TERF2IP	-3.723	-0.582	0.778	0.440	-0.290	0.988	4.016	2.790	-1.057	-1.385	-4.856
GNF2_HPX GNF2_HPX	3.366	-0.264	-1.169	-4.458	0.341	1.709	-2.905	-0.904	-1.877	0.466	4.132
MORF_PPP1CC MORF_PPP1CC	-3.952	-1.244	2.096	2.386	0.356	1.573	1.126	0.932	0.260	-1.883	-5.713
MORF_PTPN11 MORF_PTPN11	-2.642	-2.044	0.407	0.744	0.561	1.466	3.629	0.407	1.466	-2.642	-4.519
GNF2_HMMR GNF2_HMMR	-1.949	-1.949	-0.729	-1.192	-0.729	-1.192	1.228	2.072	5.720	0.885	-1.960
GNF2_KPNB1 GNF2_KPNB1	-3.032	-1.488	-0.471	1.513	0.302	3.154	3.648	0.464	-0.471	-3.032	-2.125
MORF_RAF1 MORF_RAF1	-2.106	-1.239	0.909	0.381	0.261	0.909	6.460	1.141	-0.931	-1.625	-4.604
MORF_RFC4 MORF_RFC4	-3.439	-1.889	1.044	2.326	-0.424	0.850	1.258	2.980	0.400	-1.524	-5.117
GCM_MYST2 GCM_MYST2	-4.910	-1.345	1.022	2.213	-0.676	-0.292	3.146	2.506	-0.395	-0.521	-4.159
