GO	[-5.99 -0.51]	[-0.51 -0.23]	[-0.23 -0.11]	[-0.11 -0.03]	[-0.03 0.00]	[0.00 0.04]	[0.04 0.11]	[0.11 0.19]	[0.19 0.33]	[0.33 0.66]	[0.66 4.24]
MODULE_92 MODULE_92	2.401	-1.478	-1.478	-3.371	1.088	1.308	-3.371	-1.838	-0.541	0.711	5.463
GNF2_HPX GNF2_HPX	3.366	-0.264	-1.169	-4.458	0.341	1.709	-2.905	-0.904	-1.877	0.466	4.132
MORF_LCAT MORF_LCAT	6.166	-0.868	-0.656	-2.283	1.775	-1.127	-3.521	-0.868	-0.868	0.646	2.044
MORF_MAP2K7 MORF_MAP2K7	3.399	0.318	-1.885	-2.264	1.651	2.448	-3.207	-3.207	-0.285	-0.285	1.186
MORF_IL9 MORF_IL9	6.317	-0.606	-0.278	-2.850	2.039	-0.606	-2.134	-1.178	-0.855	-0.855	1.681
GNF2_HPN GNF2_HPN	2.683	-0.499	-1.466	-2.872	0.352	2.033	-2.872	-1.148	-1.466	1.004	3.381
GNF2_TST GNF2_TST	2.624	-0.280	-1.462	-4.326	-0.810	1.916	-1.462	-0.411	-1.098	0.631	2.988
GNF2_LCAT GNF2_LCAT	2.426	-0.376	-1.233	-3.201	0.343	1.791	-2.019	-0.945	-1.587	0.473	3.928
GNF2_GSTM1 GNF2_GSTM1	2.043	0.393	-1.215	-3.455	0.271	1.169	-1.597	-0.668	-1.597	0.544	3.535
MORF_IL4 MORF_IL4	2.651	-0.801	-0.997	-0.634	1.377	2.363	-3.547	-2.556	-0.801	0.987	0.652
MODULE_274 MODULE_274	4.497	-0.427	-2.440	-1.281	0.327	0.681	-1.773	-1.773	-0.427	1.180	1.166
MORF_WNT1 MORF_WNT1	2.858	-0.870	-0.634	-2.608	2.858	-0.870	-2.013	-1.168	-0.311	0.765	1.479
MORF_CDH4 MORF_CDH4	2.269	-1.190	-1.190	-0.923	1.962	0.960	-2.372	-2.938	0.331	0.453	1.655
MORF_FLT1 MORF_FLT1	2.687	-0.984	-2.077	-0.984	1.723	2.021	-2.077	-0.984	0.597	-1.279	0.957
GNF2_DNM1 GNF2_DNM1	2.631	1.157	-1.519	-3.073	-0.488	0.289	-0.313	-2.146	-0.313	0.446	1.805
MORF_FRK MORF_FRK	3.946	0.528	-0.685	-2.106	2.003	-0.493	-2.711	-0.685	-0.931	0.528	0.519
MORF_EPHA7 MORF_EPHA7	2.811	0.553	-1.255	-1.985	1.585	-0.301	-2.463	-0.566	-1.255	0.416	1.835
MODULE_400 MODULE_400	2.273	-0.324	-0.787	-0.787	-0.324	0.279	-0.787	-0.787	-0.787	-0.324	3.847
GNF2_RAB3A GNF2_RAB3A	3.513	-0.860	-0.476	-1.534	-0.860	0.942	-0.476	-1.534	-0.476	0.615	1.324
MORF_RAB3A MORF_RAB3A	3.035	-0.771	-0.538	-1.078	2.616	-0.771	-2.002	-1.078	-0.538	0.246	1.517
MODULE_122 MODULE_122	2.724	-0.320	-2.040	-1.299	-1.017	0.393	-1.299	-0.785	0.283	0.679	3.410
MORF_BCL2L11 MORF_BCL2L11	2.280	-0.560	-1.371	-0.900	0.756	0.481	-1.117	-3.361	0.481	0.371	2.532
MORF_CTSB MORF_CTSB	2.010	-0.715	-0.900	-1.117	1.303	2.567	-2.844	-1.371	-0.326	0.481	0.470
MORF_PTPRR MORF_PTPRR	2.725	-0.385	-0.552	-0.771	1.674	1.379	-3.189	-1.052	-0.385	-0.771	0.484
MORF_DCC MORF_DCC	2.255	0.666	-0.720	-0.522	2.611	-0.972	-2.781	-0.720	-1.287	0.666	0.488
MORF_LMO1 MORF_LMO1	5.070	-0.534	-0.534	0.287	-2.157	0.477	-0.316	-0.534	0.477	-0.865	-0.320
MODULE_51 MODULE_51	2.985	-0.453	-0.453	-1.492	-0.453	-0.828	-0.828	0.381	-0.234	-0.453	2.379
MODULE_80 MODULE_80	2.182	-0.363	-0.363	-1.326	-0.363	-0.702	-1.326	0.247	0.247	-0.363	2.761
MODULE_59 MODULE_59	3.375	0.645	-0.550	-1.119	0.347	0.347	0.347	-1.119	-1.119	-0.550	0.343
MODULE_382 MODULE_382	3.243	-0.579	-1.160	-0.579	0.980	0.608	-1.160	-0.579	-0.579	-0.279	0.602
GNF2_MAPT GNF2_MAPT	4.380	0.502	-1.700	-0.318	-0.574	0.502	-0.574	-0.991	-0.574	0.285	0.281
MODULE_200 MODULE_200	2.056	-0.550	-0.550	-1.119	-0.260	-0.550	-1.119	0.347	0.347	-0.550	2.666
MORF_STK17A MORF_STK17A	2.470	-0.690	-1.674	-0.405	1.417	0.823	-1.674	-0.301	-0.690	-0.879	1.179
MODULE_368 MODULE_368	3.188	-0.745	-0.745	-0.298	0.304	1.130	-0.745	0.304	-0.745	-0.298	-0.300
