GO	[-6.38 -0.52]	[-0.52 -0.43]	[-0.43 -0.19]	[-0.19 -0.09]	[-0.09 -0.01]	[-0.01 0.00]	[0.00 0.06]	[0.06 0.15]	[0.15 0.30]	[0.30 0.73]	[0.73 5.59]
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	2.198	1.698	-0.876	-5.041	-3.703	14.517	-0.552	-4.323	-2.277	-0.428	0.596
REACTOME_ECM_PROTEOGLYCANS REACTOME_ECM_PROTEOGLYCANS	2.102	0.599	-0.523	-2.220	-3.157	0.265	-1.582	0.265	-1.582	0.265	6.217
REACTOME_MUSCLE_CONTRACTION REACTOME_MUSCLE_CONTRACTION	4.928	4.543	0.293	-1.868	-1.283	-0.529	-1.048	-3.104	-0.846	0.497	0.291
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	5.085	3.559	-0.341	-0.671	-0.671	-1.285	-1.285	-0.671	-1.285	0.264	-0.672
REACTOME_DISEASES_OF_GLYCOSYLATION REACTOME_DISEASES_OF_GLYCOSYLATION	2.350	1.494	-0.802	-1.321	-0.330	-2.068	-3.844	-0.802	-0.609	2.043	2.344
REACTOME_POTASSIUM_CHANNELS REACTOME_POTASSIUM_CHANNELS	3.937	1.345	-0.569	-1.436	-2.471	-0.270	-0.791	-0.791	-2.471	1.084	1.631
REACTOME_L1CAM_INTERACTIONS REACTOME_L1CAM_INTERACTIONS	6.594	2.212	-0.662	-1.167	0.376	-1.933	-1.167	-0.343	-1.511	-0.343	-0.345
REACTOME_CARDIAC_CONDUCTION REACTOME_CARDIAC_CONDUCTION	2.298	5.120	0.311	-1.665	-0.762	-0.291	-0.762	-2.106	-2.106	0.751	-0.293
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS	3.609	3.164	-0.624	-0.432	-2.168	0.842	-1.203	-0.876	-1.203	-0.624	0.311
REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS REACTOME_O_GLYCOSYLATION_OF_TSR_DOMAIN_CONTAINING_PROTEINS	2.226	1.723	0.339	-0.893	-0.500	-0.266	-1.576	-1.576	-1.576	-0.266	1.721
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	6.182	0.422	-1.242	-0.835	-1.821	-0.344	-0.344	-0.835	-0.835	0.262	1.168
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS	3.596	1.781	-0.374	-1.893	-0.586	-0.586	-1.893	-0.885	-0.885	0.388	1.417
REACTOME_TIGHT_JUNCTION_INTERACTIONS REACTOME_TIGHT_JUNCTION_INTERACTIONS	2.996	-0.640	-0.640	-0.640	-1.243	0.881	0.540	-0.320	-1.243	-0.640	1.301
REACTOME_CELL_JUNCTION_ORGANIZATION REACTOME_CELL_JUNCTION_ORGANIZATION	4.225	0.488	-0.589	-0.589	-1.566	-0.834	-0.589	-0.834	-0.404	-0.404	2.077
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS	4.008	0.754	-0.733	-0.385	-0.733	-1.368	-0.733	-0.733	0.231	0.453	0.452
