GO	[-6.33 -1.22]	[-1.22 -0.34]	[-0.34 0.41]	[0.41 0.86]	[0.86 1.25]	[1.25 1.59]	[1.59 1.95]	[1.95 2.37]	[2.37 3.10]	[3.10 4.20]	[4.20 6.75]
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	-0.709	-3.150	-0.709	-2.155	0.407	-0.709	0.679	0.407	0.407	2.270	2.868
GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP GSE19923_WT_VS_E2A_KO_DP_THYMOCYTE_UP	0.800	-0.798	1.356	-1.146	-2.257	-1.615	0.579	2.056	-1.615	0.800	0.791
GSE27896_HDAC6_KO_VS_WT_TREG_UP GSE27896_HDAC6_KO_VS_WT_TREG_UP	-3.347	-0.581	-2.138	-0.424	1.148	1.391	-0.780	-0.301	0.929	1.950	0.413
GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN GSE24574_BCL6_LOW_TFH_VS_TCONV_CD4_TCELL_DN	0.271	-0.334	2.046	1.435	0.393	1.170	0.393	-1.599	-2.077	-2.680	0.265
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_2H_UP	-0.596	-1.046	-0.797	-1.046	0.292	-3.382	0.716	1.915	1.627	1.363	0.286
GSE14308_TH2_VS_TH1_DN GSE14308_TH2_VS_TH1_DN	0.579	-0.812	0.427	-3.765	2.387	0.301	-0.301	-1.821	0.301	0.427	1.182
GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP GSE19923_WT_VS_HEB_AND_E2A_KO_DP_THYMOCYTE_UP	-0.291	3.181	0.440	0.988	1.488	-2.296	-0.417	-1.387	0.312	-1.058	-1.071
GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP GSE17721_0.5H_VS_12H_POLYIC_BMDC_UP	1.878	0.448	2.215	0.312	0.312	-1.954	-0.424	-0.601	-1.954	1.033	-1.505
GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN GSE21360_PRIMARY_VS_QUATERNARY_MEMORY_CD8_TCELL_DN	-0.370	-1.764	-1.117	-1.764	-0.871	-0.668	-0.266	1.158	2.208	0.764	2.182
GSE14308_TH1_VS_TH17_DN GSE14308_TH1_VS_TH17_DN	-0.581	-2.138	0.565	1.391	-1.327	0.301	-0.424	0.301	-1.025	-0.424	4.130
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	0.483	-0.537	-0.261	-1.313	-1.313	-1.313	-0.994	-0.261	0.648	0.842	4.644
GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP GSE17974_1H_VS_72H_UNTREATED_IN_VITRO_CD4_TCELL_UP	-1.412	-1.412	-0.871	-0.871	-1.764	0.339	0.764	-0.266	1.388	2.857	1.141
GSE31082_DN_VS_DP_THYMOCYTE_DN GSE31082_DN_VS_DP_THYMOCYTE_DN	-0.609	-1.322	-1.663	-1.038	-0.330	0.274	1.256	-0.330	-1.038	2.358	2.657
GSE42724_NAIVE_VS_MEMORY_BCELL_UP GSE42724_NAIVE_VS_MEMORY_BCELL_UP	-1.411	-0.553	-1.053	0.670	1.676	1.114	-0.772	2.000	-1.411	0.877	-1.425
GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_DN GSE30971_WBP7_HET_VS_KO_MACROPHAGE_2H_LPS_STIM_DN	-0.451	-0.635	-1.545	0.420	-0.311	1.500	-2.611	-0.635	-0.311	2.862	0.968
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	-0.871	-3.275	-1.412	0.459	-0.370	0.764	0.950	0.339	1.640	-0.871	1.619
GSE7831_1H_VS_4H_INFLUENZA_STIM_PDC_DN GSE7831_1H_VS_4H_INFLUENZA_STIM_PDC_DN	0.685	-2.139	-0.703	-2.749	0.685	-0.508	0.513	0.886	1.965	0.886	-0.713
GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN GSE40666_UNTREATED_VS_IFNA_STIM_STAT4_KO_EFFECTOR_CD8_TCELL_90MIN_DN	-0.626	-0.461	-1.397	-0.626	-0.331	-1.087	0.680	-0.832	-0.626	3.580	2.447
GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP GSE39110_UNTREATED_VS_IL2_TREATED_CD8_TCELL_DAY3_POST_IMMUNIZATION_UP	-1.036	-0.775	-3.688	-0.567	0.799	-0.281	0.322	-0.405	1.253	1.013	1.793
