GO	[-5.03 -0.99]	[-0.99 -0.44]	[-0.44 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.42]	[0.42 0.95]	[0.95 4.42]
GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY GO_CYTOPLASMIC_MRNA_PROCESSING_BODY_ASSEMBLY	-0.539	0.970	-0.539	1.610	-0.539	-0.539	-0.539	-0.539	-0.539	-0.539	3.252
GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS GO_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	-0.830	-0.830	0.256	2.164	0.567	-0.830	-0.830	-0.351	-0.830	2.164	0.251
GO_RESPONSE_TO_NERVE_GROWTH_FACTOR GO_RESPONSE_TO_NERVE_GROWTH_FACTOR	-0.788	-0.788	-0.324	-0.788	-0.788	1.062	1.062	-0.788	1.623	-0.324	1.046
GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY GO_NEGATIVE_REGULATION_OF_ERBB_SIGNALING_PATHWAY	-0.324	-0.324	1.062	1.062	-0.788	-0.788	-0.788	0.279	2.285	-0.324	-0.799
GO_MEIOSIS_I_CELL_CYCLE_PROCESS GO_MEIOSIS_I_CELL_CYCLE_PROCESS	0.304	-0.298	-0.298	0.304	-0.747	2.416	-0.747	1.723	-0.298	-0.747	-0.757
GO_REGULATION_OF_TUBE_SIZE GO_REGULATION_OF_TUBE_SIZE	-0.456	-0.456	0.579	-0.456	-0.456	1.151	-0.456	2.761	0.187	-0.456	-0.462
GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY GO_RIBOSOMAL_LARGE_SUBUNIT_ASSEMBLY	-0.331	1.532	2.461	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.336
GO_ACIDIC_AMINO_ACID_TRANSPORT GO_ACIDIC_AMINO_ACID_TRANSPORT	-0.373	-0.373	3.259	-0.373	-0.373	0.713	0.240	0.240	-0.373	-0.373	-0.378
GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT GO_POSITIVE_REGULATION_OF_POTASSIUM_ION_TRANSPORT	3.259	-0.373	-0.373	-0.373	-0.373	0.240	-0.373	0.713	-0.373	-0.373	0.236
GO_RECEPTOR_BIOSYNTHETIC_PROCESS GO_RECEPTOR_BIOSYNTHETIC_PROCESS	-0.290	0.313	-0.290	-0.290	0.313	-0.290	3.971	-0.290	-0.290	-0.290	-0.294
GO_RNA_CAP_BINDING GO_RNA_CAP_BINDING	-0.331	-0.331	3.578	-0.331	0.273	0.273	-0.331	-0.331	0.273	-0.331	-0.336
GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY GO_INTRACILIARY_TRANSPORT_INVOLVED_IN_CILIUM_ASSEMBLY	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	0.273	3.578	-0.331	-0.331	0.269
GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION GO_DOUBLE_STRAND_BREAK_REPAIR_VIA_BREAK_INDUCED_REPLICATION	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	3.066	-0.248	-0.248	-0.248	1.006
GO_BHLH_TRANSCRIPTION_FACTOR_BINDING GO_BHLH_TRANSCRIPTION_FACTOR_BINDING	2.730	-0.290	0.313	-0.290	-0.290	-0.290	-0.290	-0.290	-0.290	0.896	-0.294
