GO	[-3.26 -0.36]	[-0.36 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.03]	[0.03 0.07]	[0.07 0.13]	[0.13 0.20]	[0.20 0.32]	[0.32 2.98]
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.717	-0.769	-1.418	-0.769	2.597	-0.769	-1.418	-0.409	0.427	-0.409	2.623
GOCC_RIBOSOMAL_SUBUNIT GOCC_RIBOSOMAL_SUBUNIT	1.084	-1.625	-1.075	-0.437	-1.625	-1.625	0.789	-0.698	0.789	2.723	1.103
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	-0.456	-0.235	3.011	-1.502	-1.502	-0.456	-0.235	-0.456	-0.834	0.380	2.439
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	2.544	2.018	-0.578	0.786	-0.319	-0.319	-1.712	-0.998	0.284	-0.319	-1.697
GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY GOBP_EPHRIN_RECEPTOR_SIGNALING_PATHWAY	-0.675	0.263	-0.343	-0.343	5.142	0.509	-1.292	0.509	-0.675	-0.675	-0.666
GOCC_GOLGI_CISTERNA_MEMBRANE GOCC_GOLGI_CISTERNA_MEMBRANE	-0.999	0.773	2.373	-0.999	-0.204	0.773	-0.999	0.773	-0.464	-0.999	-0.201
GOMF_NUCLEOTIDYLTRANSFERASE_ACTIVITY GOMF_NUCLEOTIDYLTRANSFERASE_ACTIVITY	-0.915	0.490	-0.407	0.875	0.216	2.612	-0.407	-0.915	-0.915	0.875	-0.907
GOBP_RESPONSE_TO_ESTRADIOL GOBP_RESPONSE_TO_ESTRADIOL	-0.748	-0.748	-0.299	0.303	0.655	2.412	-0.748	-0.748	-0.748	0.655	0.663
GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR GOBP_POSITIVE_REGULATION_OF_DNA_REPAIR	1.620	-0.790	-0.790	-0.325	1.620	1.059	0.278	-0.325	-0.325	-0.790	-0.783
GOBP_RESPONSE_TO_STEROL GOBP_RESPONSE_TO_STEROL	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	0.360	4.496
