GO	[-6.60 -0.70]	[-0.70 -0.20]	[-0.20 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.53]	[0.53 6.33]
RIZ_ERYTHROID_DIFFERENTIATION RIZ_ERYTHROID_DIFFERENTIATION	0.283	0.501	-0.319	-0.578	-1.713	1.546	2.542	0.283	-1.713	-0.999	0.292
WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP WATANABE_RECTAL_CANCER_RADIOTHERAPY_RESPONSIVE_UP	-0.770	-0.409	-0.770	3.226	0.426	1.083	-1.418	0.426	-0.409	0.426	-1.400
GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN GINESTIER_BREAST_CANCER_20Q13_AMPLIFICATION_DN	-0.547	-2.287	-0.808	0.579	0.251	1.067	1.067	2.940	-0.357	-0.808	-1.135
ROSS_AML_WITH_MLL_FUSIONS ROSS_AML_WITH_MLL_FUSIONS	-0.832	0.566	2.159	0.255	0.992	-0.832	-0.832	-0.832	-0.832	0.255	0.576
FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP FONTAINE_THYROID_TUMOR_UNCERTAIN_MALIGNANCY_UP	0.578	-0.457	-0.457	-0.457	-0.457	-0.457	0.187	3.777	-0.457	0.578	-0.451
WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK WAKABAYASHI_ADIPOGENESIS_PPARG_RXRA_BOUND_WITH_H4K20ME1_MARK	3.139	0.930	0.301	-0.613	-0.613	-0.301	0.301	-1.208	0.572	-1.208	-0.602
SILIGAN_BOUND_BY_EWS_FLT1_FUSION SILIGAN_BOUND_BY_EWS_FLT1_FUSION	4.085	-0.415	0.211	-0.415	0.211	-0.415	-0.415	-0.415	-0.415	0.640	-0.410
BROWNE_HCMV_INFECTION_10HR_DN BROWNE_HCMV_INFECTION_10HR_DN	-0.540	-0.177	-0.540	0.476	-0.540	-0.540	0.476	2.378	-0.540	-0.540	0.981
CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70 CHIARETTI_ACUTE_LYMPHOBLASTIC_LEUKEMIA_ZAP70	-0.498	-0.498	2.556	-0.498	0.166	-0.498	1.053	0.524	-0.498	-0.498	0.169
MA_MYELOID_DIFFERENTIATION_DN MA_MYELOID_DIFFERENTIATION_DN	0.711	-0.374	-0.374	-0.374	0.239	-0.374	-0.374	0.239	3.254	-0.374	-0.369
