GO	[-4.46 -0.87]	[-0.87 -0.59]	[-0.59 -0.36]	[-0.36 -0.19]	[-0.19 -0.02]	[-0.02 0.00]	[0.00 0.16]	[0.16 0.37]	[0.37 0.66]	[0.66 1.29]	[1.29 7.82]
MORF_DAP3 MORF_DAP3	2.301	4.648	2.588	2.588	0.499	-6.915	-1.060	0.292	-1.300	-2.258	-8.245
MORF_MAP2K2 MORF_MAP2K2	1.824	3.173	2.803	3.173	1.288	-5.542	-1.813	-0.476	-1.116	-4.378	-5.542
MORF_ANP32B MORF_ANP32B	0.269	1.698	4.124	6.590	0.465	-5.148	-0.335	-0.568	-0.568	-2.758	-8.375
MORF_EI24 MORF_EI24	0.822	3.393	3.022	3.784	0.648	-4.814	-0.628	-1.356	0.265	-4.814	-6.012
MORF_NPM1 MORF_NPM1	0.665	2.894	1.971	5.234	0.831	-4.626	-0.311	-0.311	-1.806	-3.213	-6.825
MORF_G22P1 MORF_G22P1	0.300	3.503	2.505	4.256	0.828	-4.209	-0.538	-0.302	-1.382	-2.058	-7.254
MORF_FBL MORF_FBL	1.316	3.544	3.946	2.801	0.539	-3.100	-0.774	-1.007	-2.033	-2.517	-5.883
MORF_EIF3S6 MORF_EIF3S6	-1.198	0.856	2.196	7.750	1.315	-3.985	0.253	-0.499	-0.682	-2.504	-5.117
MORF_CTBP1 MORF_CTBP1	-0.640	2.981	2.346	4.466	0.447	-4.068	-0.367	0.729	-0.823	-2.368	-7.082
MORF_HAT1 MORF_HAT1	-0.428	3.776	2.433	1.616	1.381	-5.081	-0.428	0.382	-0.319	-2.110	-7.340
MORF_ACTG1 MORF_ACTG1	1.134	1.134	2.890	4.487	0.427	-3.735	0.427	-0.292	-1.977	-3.032	-5.798
MORF_PRKDC MORF_PRKDC	0.699	1.033	1.670	3.766	0.699	-4.856	0.334	0.699	0.334	-3.000	-8.029
MORF_NME2 MORF_NME2	4.356	2.518	1.648	2.518	-0.473	-3.613	-0.473	0.357	-2.014	-3.613	-4.364
MORF_RPA2 MORF_RPA2	0.317	2.122	4.037	0.823	0.995	-3.596	-0.382	2.400	-1.242	-4.213	-5.771
GNF2_HPX GNF2_HPX	1.724	-0.375	-2.932	-1.180	-3.625	4.672	-0.515	-2.365	-0.912	-0.515	6.628
MORF_CDC10 MORF_CDC10	-2.703	-0.673	0.601	3.248	-0.266	-4.029	0.601	3.248	1.930	-0.506	-6.140
GNF2_HPN GNF2_HPN	1.484	-0.256	-2.899	-1.158	-3.589	4.735	-0.502	-1.867	-1.158	-0.677	6.708
GNF2_LCAT GNF2_LCAT	1.024	0.342	-2.569	-1.244	-3.228	5.417	-0.716	-2.569	-0.952	-0.378	5.925
CAR_HPX CAR_HPX	0.667	0.463	-2.120	-3.045	-3.045	6.631	-0.713	-0.713	-0.473	-1.044	3.674
MORF_ERH MORF_ERH	3.684	2.495	1.826	1.259	-0.406	-2.907	-0.570	0.454	-1.371	-2.907	-4.820
MORF_RAB1A MORF_RAB1A	-0.488	0.684	0.325	2.730	2.433	-6.751	0.684	0.325	0.427	0.325	-6.751
GNF2_DAP3 GNF2_DAP3	-1.153	3.003	1.123	1.650	1.123	-2.440	1.650	0.388	-0.649	-3.907	-5.032
MORF_RFC4 MORF_RFC4	-0.426	2.051	2.677	1.769	-0.311	-4.215	0.291	-0.426	1.508	-1.540	-6.353
MORF_PAPSS1 MORF_PAPSS1	-1.905	0.855	0.855	3.101	0.855	-4.311	-0.796	2.697	0.478	-1.083	-4.311
MORF_EIF4A2 MORF_EIF4A2	-0.741	0.427	1.911	2.216	0.922	-5.798	-0.292	1.134	0.568	-0.556	-5.798
MORF_AP3D1 MORF_AP3D1	-0.615	1.103	1.894	2.895	0.700	-4.299	-0.450	0.535	1.103	-2.214	-5.457
GNF2_GSTM1 GNF2_GSTM1	1.175	0.393	-2.697	-0.916	-2.697	4.526	-0.916	-2.091	-0.916	-0.481	5.538
