GO	[-50.28 -1.08]	[-1.08 -0.48]	[-0.48 -0.13]	[-0.13 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.11]	[0.11 0.61]	[0.61 1.63]	[1.63 26.18]
chrYp11 chrYp11	-4.726	-2.221	-2.838	0.628	2.865	5.536	5.536	1.273	-2.838	-3.631	-2.843
MT MT	-1.532	-0.860	2.303	-0.476	-1.532	-1.532	-1.532	-1.532	1.788	0.614	4.174
chr16q22 chr16q22	1.771	0.604	2.304	0.604	-1.755	-3.033	-6.031	-0.581	0.919	1.105	0.268
chr7p11 chr7p11	-0.327	-0.505	-2.177	-0.505	1.119	1.119	2.557	3.001	-0.752	-2.177	-3.111
chr7q34 chr7q34	-2.571	0.262	-1.189	0.353	4.640	3.190	0.901	-0.344	-2.571	-0.956	-0.960
chrXq27 chrXq27	-0.576	-1.196	-0.841	1.595	1.595	1.947	1.277	0.367	-3.273	-1.196	-0.843
chr16p12 chr16p12	0.378	1.201	1.201	0.378	-4.220	-1.562	-0.328	-1.252	1.944	0.994	-0.595
chr9q13 chr9q13	-1.089	-1.822	-0.649	-0.373	0.998	5.383	0.431	0.240	-0.649	-0.373	-0.651
chr1p35 chr1p35	0.677	1.297	1.297	-0.624	0.384	-1.389	-4.281	-0.829	-0.331	1.551	0.382
chr13q31 chr13q31	-0.938	-0.324	-1.275	0.997	1.857	0.412	2.202	0.576	-2.260	-1.706	-0.325
chr20p13 chr20p13	-0.596	3.097	-1.075	-0.809	-0.809	-1.405	0.301	-0.809	-0.809	1.728	2.029
chr2q22 chr2q22	0.790	-0.908	-1.924	-0.389	1.727	0.560	1.062	1.727	-1.330	-1.330	-0.607
chr21q11 chr21q11	-1.123	-1.123	-0.392	0.654	2.204	0.654	1.320	0.226	-1.123	0.409	-1.866
chr15q15 chr15q15	-1.579	0.301	0.710	-0.301	0.551	-1.975	-0.749	-1.249	3.904	0.710	0.300
chr10q24 chr10q24	0.539	1.879	-0.285	-0.381	-1.872	-0.285	-2.248	-1.872	1.634	1.005	0.536
chr2p12 chr2p12	0.546	-0.782	-0.471	2.928	0.546	1.137	-0.270	0.334	-2.029	-1.258	-0.783
chr16q24 chr16q24	-0.282	-0.282	2.323	-0.551	-0.282	-1.274	-4.089	0.594	0.594	0.768	0.444
chr2q21 chr2q21	-0.429	-2.002	0.292	1.811	-0.579	2.741	0.693	0.693	-0.766	-1.604	-0.768
chr10p13 chr10p13	-0.315	0.459	-0.507	-1.180	-0.785	0.459	0.288	0.459	2.875	0.676	-2.613
chr16q13 chr16q13	-0.500	-0.500	0.898	-0.500	-0.892	0.584	-1.574	-0.892	0.339	0.339	3.385
