GO	[-0.69 -0.10]	[-0.10 -0.07]	[-0.07 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.09]	[0.09 0.97]
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.101	-3.824	-0.834	-0.589	-1.565	-1.153	-0.589	0.890	-0.404	0.890	13.424
REACTOME_HATS_ACETYLATE_HISTONES REACTOME_HATS_ACETYLATE_HISTONES	1.595	0.713	-0.438	-1.426	-0.987	-0.438	-1.426	-0.987	-0.276	-1.426	6.799
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	-0.958	-1.659	-0.549	-0.549	-0.958	0.302	-0.300	-0.549	0.302	0.527	6.829
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	4.654	-0.255	0.520	-1.227	-0.397	-2.366	-1.227	-0.596	1.559	-0.866	0.521
WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY WP_DEVELOPMENT_AND_HETEROGENEITY_OF_THE_ILC_FAMILY	-1.326	-0.702	-1.326	0.247	-1.326	0.480	-1.326	0.794	2.179	0.480	1.650
REACTOME_S_PHASE REACTOME_S_PHASE	4.610	0.422	0.555	-0.403	-0.542	-1.176	-2.262	-1.176	0.555	-1.478	1.549
WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION WP_4HYDROXYTAMOXIFEN_DEXAMETHASONE_AND_RETINOIC_ACIDS_REGULATION_OF_P27_EXPRESSION	-0.746	1.129	0.304	-0.746	-0.746	-0.746	-0.746	0.655	-0.746	-0.298	4.064
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	1.718	0.445	3.838	0.595	0.321	-1.279	-3.270	-0.745	-0.400	-0.745	-0.551
REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY	3.310	0.651	1.549	-1.212	-0.811	-0.329	-0.811	0.274	0.907	-1.785	-1.783
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	1.247	-0.622	-0.995	-0.793	-0.480	-2.211	0.335	-0.270	-0.793	0.335	5.835
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1 REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1	3.437	1.685	0.539	-0.252	-0.627	-0.627	-1.965	-0.252	0.539	-1.965	-0.934
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	0.339	1.519	-0.615	0.702	0.339	-3.365	-0.266	2.642	-1.254	-0.412	-0.613
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP	2.518	0.285	-0.574	-1.700	-1.700	-0.318	0.501	-0.991	-0.318	0.285	2.002
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION REACTOME_CELL_CELL_JUNCTION_ORGANIZATION	-2.449	1.794	0.785	0.785	-0.434	0.785	-0.260	0.541	-0.260	-0.692	-2.446
REACTOME_NUCLEOTIDE_EXCISION_REPAIR REACTOME_NUCLEOTIDE_EXCISION_REPAIR	3.367	-0.425	0.312	-0.830	0.312	-1.952	-1.122	-0.830	1.563	-1.122	1.285
REACTOME_DNA_REPLICATION REACTOME_DNA_REPLICATION	4.857	0.756	0.426	-0.301	-0.598	-0.598	-1.819	-0.811	0.578	-1.819	0.302
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	5.168	-0.581	0.292	-0.430	-0.998	-0.769	-0.998	-0.769	0.874	-1.277	1.080
WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA WP_PATHWAYS_AFFECTED_IN_ADENOID_CYSTIC_CARCINOMA	0.316	1.327	-0.739	-0.739	-0.287	-0.471	-1.678	-1.123	-0.471	0.316	4.708
PID_PRL_SIGNALING_EVENTS_PATHWAY PID_PRL_SIGNALING_EVENTS_PATHWAY	1.836	-0.434	-0.953	-0.434	0.199	-0.953	-0.953	-0.434	-0.434	0.457	3.194
