Threshold	NumGenes	Correlation
Inf	0	NA
8.44662535775401	2022	0.687862837750328
8.34777105736237	2153	0.690408639100008
8.26237888486324	2291	0.689443063430332
8.16948547895909	2432	0.690576127661453
8.0890732616724	2557	0.689526500196136
8.00898146299363	2702	0.690398946119301
7.93000301047929	2840	0.689914598135668
7.84335687908449	2997	0.691200417918995
7.75365283652101	3136	0.694146110807851
7.6624136505308	3284	0.695118207503685
7.58501953300306	3450	0.697845752535702
7.50132626144883	3614	0.697034595086454
7.41383048944065	3776	0.695906229420769
7.33228128963183	3935	0.695937569019055
7.2411308607256	4095	0.694728089254807
7.14808156918424	4270	0.696524944590206
7.05690078601277	4451	0.692681699118566
6.97508777365323	4618	0.69071819403679
6.88731587851535	4796	0.688851540277913
6.79693049063629	4965	0.687561094564737
6.71804903951431	5131	0.686194851219507
6.61475061673599	5306	0.683507871071263
6.52248599446961	5487	0.683061199606474
6.4259583745346	5661	0.682684233709929
6.33858661737554	5817	0.679287560041854
6.236453946523	5986	0.678106416111405
6.14757516137172	6159	0.675347145465058
6.05895228868141	6325	0.675298465589435
5.98004699381264	6477	0.673384164025742
5.89127975882846	6646	0.673398885998454
5.8002066692272	6804	0.668298392629326
5.71419230029258	6947	0.669843309693076
5.62432075872153	7090	0.668306561757242
5.53695596787724	7242	0.66691523905851
5.45280591376708	7375	0.665675321721221
5.37346818421134	7495	0.663588349990022
5.2954767650921	7644	0.657767809848549
5.21112916079515	7767	0.657786220349898
5.14479595254197	7887	0.655888614410073
5.07184761494439	8030	0.652424803596826
4.99828624299832	8161	0.649243594462206
4.95421456149092	8251	0.647081662616399
4.89450523325846	8369	0.644825045448372
4.81582416293539	8502	0.640756331749253
4.67223670176474	8718	0.637962443462898
4.58106712298106	8859	0.637861672445349
4.49027504142328	9027	0.632727692471081
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.35781840590841	9211	0.629517504140464
4.26133718403376	9836	0.60317220613943
4.10264747241511	10125	0.599198466635756
3.96280925530781	10414	0.597433972170248
3.81744487567478	10704	0.592129640234567
3.68296850602744	10993	0.586764378577213
3.54736811223276	11279	0.581343878426701
3.41410396742165	11572	0.575713178145764
3.26733203450815	11861	0.570138299542216
3.13339816286472	12150	0.563712364299327
2.98782653068949	12439	0.556656144287703
2.84026226397743	12724	0.549773871830227
2.67306733323267	13018	0.542453696403653
2.54621758183821	13299	0.534785076005886
2.20288307788645	13591	0.526855787538328
1.88741370276403	13745	0.523314654046461
1.88741370276403	13745	0.523314654046461
1.88741370276403	13745	0.523314654046461
