GeneID	X6h_DMSO_rep1.y	X6h_DMSO_rep2.y	X6h_treated_rep1.y	X6h_treated_rep2.y	X72h_DMSO_rep1.y	X72h_DMSO_rep2.y	X72h_treated_rep1.y	X72h_treated_rep2.y	X120h_DMSO_rep1.y	X120h_DMSO_rep2.y	X120h_treated_rep1.y	X120h_treated_rep2.y
ENSG00000000419	0.0828821665694948	0.0944468155956706	0.0301133111980647	-0.15085816486324	0.000388644194614152	0.0450557358622286	-0.503569897018698	0.0916055688288111	-0.000388644194614152	-0.198830067044152	-0.653540024068397	-0.461910579940473
ENSG00000000457	0.00555233011810952	-0.0465391964517572	-0.146504444617648	-0.272880800627784	0.110127945205265	-0.026371198443635	0.180866891041402	0.44059948527874	-0.00555233011810952	-0.140659509705871	0.259407332008275	0.059699400447756
ENSG00000000460	0.0337821609033329	0.123125209272496	-0.00809469548687858	0.0363517304234877	0.00690332690067397	-0.0755679896432211	-0.0983531112039664	0.029615944489489	-0.00690332690067397	0.0165207499525772	-0.402961117865303	-0.131788002148636
ENSG00000000938	0.0592858658129898	-0.290165622051762	-0.355757651700756	-0.343342661245288	-0.0592858658129898	-0.442198091507792	1.60900114113718	2.67271811928365	0.0983248571601405	-0.322781853030167	2.54492870574474	2.62132064219588
ENSG00000001084	0.453190554513367	0.449895530455544	-0.0383637616196917	0.356532204926179	-0.0420841183969203	0.0383637616196917	-0.637115618189267	-0.32034537120607	0.164089781814983	0.255774334926888	-0.331760353708761	-0.292327351393717
ENSG00000001167	0.0661641431615694	0.229150236131014	0.151641151346256	-0.0138744073052068	0.0424328256046218	-0.143099480731244	-0.613615805038979	0.0236668100923758	0.0138744073052068	-0.0669236473621053	-0.916208603627343	-0.749735970436287
ENSG00000001497	0.010723998484178	0.035157038558935	0.0992464222763254	0.0252817267602059	0.0162881453977533	-0.0249438130831741	-0.831075136373778	-0.553769989705001	-0.010723998484178	0.0362471445537591	-1.33993448797061	-1.46307313597258
ENSG00000001629	0.0217381970322177	0.0908099132059159	-0.00510308636168633	-0.00960337501285791	0.00510308636168633	0.0726564532037206	-0.195136633506853	-0.0778918536377913	0.082693317885012	0.190141474355155	-0.0190245289582944	-0.0889984378171707
ENSG00000001631	0.101617237373362	-0.000193269807570839	0.050199656844216	-0.055013493017706	0.000193269807570839	-0.0699750309933802	-0.113100592710917	0.149327626574499	0.140892717360898	0.00477717520008936	-0.244503475482831	-0.339767842002614
ENSG00000002016	0.153479105794741	0.0644829099839064	0.149766436833912	-0.0644829099839064	0.159644194188532	0.0757853951834169	-0.100808853449849	-0.856213129939422	0.131967818602459	-0.234046777567306	-0.462279766828499	-0.524132458180119
ENSG00000002549	0.20940840315929	0.148633067544021	0.382732739376328	0.0410247228421747	0.0793965393669991	-0.0410247228421747	-0.721906984009402	-0.858361340267045	-0.405330105421643	0.112228402327424	-1.03162491975421	-0.853366888908128
ENSG00000002834	-0.337154716154958	0.0182797360805984	-0.0245620538156017	-0.168940834019108	-0.227684824116392	-0.0182797360805984	0.719150289365548	0.571506907449467	-0.301325225115603	0.192113251293899	0.906664603737415	1.00884155789597
