GO	[-5.41 -0.81]	[-0.81 -0.35]	[-0.35 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.42]	[0.42 1.00]	[1.00 5.77]
GOBP_ATP_DEPENDENT_CHROMATIN_REMODELING GOBP_ATP_DEPENDENT_CHROMATIN_REMODELING	-0.301	-1.210	-1.210	1.888	1.370	1.370	-0.614	-1.210	-1.210	-0.301	0.960
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	4.305	1.208	-0.707	-0.274	0.330	-0.707	-0.274	-0.707	-0.274	-0.707	-0.691
GOBP_REGULATION_OF_MUSCLE_CONTRACTION GOBP_REGULATION_OF_MUSCLE_CONTRACTION	-0.624	0.823	-0.624	-0.224	-0.624	2.878	0.823	-0.624	-0.624	-0.624	0.407
GOBP_PEROXISOME_ORGANIZATION GOBP_PEROXISOME_ORGANIZATION	0.823	-0.624	2.878	-0.624	0.823	-0.624	-0.624	-0.624	-0.624	-0.224	0.407
GOBP_TRANSITION_METAL_ION_TRANSPORT GOBP_TRANSITION_METAL_ION_TRANSPORT	0.992	1.525	0.992	-0.833	-0.833	-0.353	0.565	-0.833	-0.833	-0.833	0.583
GOBP_ORGANELLE_FUSION GOBP_ORGANELLE_FUSION	0.337	-1.588	0.337	-0.901	0.583	0.583	-0.901	0.337	0.583	-1.588	2.306
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	-1.420	0.426	-0.771	1.520	-0.410	-0.771	0.426	-0.410	-1.420	1.082	1.567
GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION GOBP_NEGATIVE_REGULATION_OF_NUCLEAR_DIVISION	-0.707	-0.274	0.330	-0.274	-0.707	-0.707	2.552	1.208	-0.707	0.705	-0.691
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	3.253	0.711	-0.374	-0.374	-0.374	-0.374	-0.374	-0.374	0.711	-0.374	-0.365
GOBP_FORMATION_OF_PRIMARY_GERM_LAYER GOBP_FORMATION_OF_PRIMARY_GERM_LAYER	-0.499	0.523	-0.499	-0.499	0.166	-0.499	0.523	3.509	0.166	-0.499	-0.488
GOBP_RESPONSE_TO_COLD GOBP_RESPONSE_TO_COLD	-0.416	-0.416	-0.416	0.210	1.257	-0.416	-0.416	-0.416	2.986	0.210	-0.406
GOBP_RESPONSE_TO_MISFOLDED_PROTEIN GOBP_RESPONSE_TO_MISFOLDED_PROTEIN	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	-0.249	0.360	-0.249	4.523
GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE GOBP_MITOCHONDRIAL_GENOME_MAINTENANCE	-0.332	2.456	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	-0.332	0.272	1.554
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS	-0.332	-0.332	2.456	-0.332	-0.332	-0.332	0.272	-0.332	1.529	-0.332	-0.325
