GO	[-8.26 -0.74]	[-0.74 -0.34]	[-0.34 -0.14]	[-0.14 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.22]	[0.22 0.51]	[0.51 1.06]	[1.06 7.81]
TMTCGCGANR_UNKNOWN TMTCGCGANR_UNKNOWN	-1.532	-0.346	6.154	8.103	-4.699	-6.894	-1.874	2.666	1.808	-2.741	-3.921
SETBP1_TARGET_GENES SETBP1_TARGET_GENES	-1.095	1.114	7.186	3.874	-5.402	-6.393	-2.355	3.192	0.620	-0.548	-5.390
SGCGSSAAA_E2F1DP2_01 SGCGSSAAA_E2F1DP2_01	-1.044	14.233	3.905	1.054	-4.033	-7.019	-2.355	-0.277	-0.497	-0.828	-1.592
GCGNNANTTCC_UNKNOWN GCGNNANTTCC_UNKNOWN	-1.608	1.744	1.217	1.469	-4.055	-5.187	-2.570	9.625	-0.388	0.990	-5.178
MIR6516_5P MIR6516_5P	-1.656	1.093	4.189	1.739	-0.714	-7.727	-6.432	1.989	3.828	-1.656	-1.107
ZBTB5_TARGET_GENES ZBTB5_TARGET_GENES	-1.286	2.111	2.681	0.986	-7.561	-5.290	-2.714	4.014	2.387	-0.293	-1.563
MIR6768_5P MIR6768_5P	-1.314	1.461	3.355	1.254	-1.588	-8.186	-3.679	6.403	-1.077	-0.326	-0.323
MIR302A_5P MIR302A_5P	-0.993	1.364	5.029	4.267	-4.130	-7.978	-2.139	1.163	0.530	-0.798	-0.629
GGAANCGGAANY_UNKNOWN GGAANCGGAANY_UNKNOWN	-2.099	0.701	2.687	3.073	-3.482	-4.563	-1.236	3.482	2.687	-2.703	-2.094
TGTGTGA_MIR377 TGTGTGA_MIR377	-0.918	1.009	3.899	2.926	-1.651	-6.986	-5.962	2.926	1.009	-0.457	-1.365
MCM3_TARGET_GENES MCM3_TARGET_GENES	-2.884	1.054	1.458	3.738	-2.884	-5.513	-2.042	6.087	1.458	-0.929	-1.694
MIR6882_5P MIR6882_5P	-1.299	0.434	1.980	2.258	-2.355	-7.019	-3.382	5.957	0.327	1.480	-1.941
MYBL1_TARGET_GENES MYBL1_TARGET_GENES	-1.609	3.315	3.988	3.315	-5.045	-5.045	-1.333	1.233	1.233	-1.094	-2.280
MIR552_5P MIR552_5P	-2.460	3.693	3.356	1.434	-1.424	-7.852	-2.066	3.356	-0.352	-1.424	-0.350
MIR3679_3P MIR3679_3P	0.268	2.397	2.109	1.353	-3.255	-5.606	-4.663	2.704	2.109	-0.452	-2.704
MIR7160_5P MIR7160_5P	-1.026	1.123	0.943	2.009	-3.586	-6.748	-4.196	4.541	2.550	-0.301	-0.655
GTF3A_TARGET_GENES GTF3A_TARGET_GENES	-2.252	-1.611	-2.252	-1.611	11.838	2.044	1.680	-1.611	-0.354	-0.797	-1.607
E2F_Q2 E2F_Q2	-1.008	0.690	2.174	1.219	-1.527	-7.477	-3.158	6.147	1.431	-0.490	-1.521
GTCTTCC_MIR7 GTCTTCC_MIR7	-1.044	-0.828	2.866	4.284	-2.355	-7.019	-2.829	1.480	2.866	-0.497	-0.494
MIR548M MIR548M	-0.714	0.479	1.507	0.913	-1.656	-7.727	-3.340	2.538	5.778	-0.714	-0.709
MIR379_3P_MIR411_3P MIR379_3P_MIR411_3P	-0.686	0.293	1.337	7.255	-0.866	-7.644	-3.867	1.794	0.502	-0.411	-0.682
MIR130B_5P MIR130B_5P	0.596	-0.550	2.736	3.687	-3.143	-8.186	-3.679	0.278	0.735	0.596	1.070
MIR6828_5P MIR6828_5P	-2.048	0.646	2.409	2.125	-0.545	-5.920	-4.957	1.168	4.465	-1.116	-0.542
MIR2110 MIR2110	1.168	0.392	1.380	6.606	-1.689	-7.186	-4.171	-0.415	0.975	-0.545	-0.412
HOXD11_TARGET_GENES HOXD11_TARGET_GENES	-0.885	1.126	1.596	1.862	-4.904	-4.904	-1.427	3.128	3.128	-0.885	-1.773
MIR199A_5P MIR199A_5P	0.317	2.421	0.419	1.197	-2.251	-7.519	-4.448	2.717	2.142	-0.382	-0.498
NKX22_01 NKX22_01	0.530	-0.286	1.817	3.233	0.530	-7.978	-6.669	0.812	0.663	-0.633	0.319
MIR451B MIR451B	-0.647	0.706	1.480	2.866	-1.948	-7.019	-4.810	1.980	1.258	0.870	-0.824
MIR4679 MIR4679	0.895	1.787	1.787	4.478	-1.358	-6.561	-4.407	0.328	0.439	-1.085	-0.502
MIR653_3P MIR653_3P	-0.767	1.812	0.871	2.101	-2.482	-5.811	-4.633	1.812	2.411	-0.580	-0.309
ZNF547_TARGET_GENES ZNF547_TARGET_GENES	-1.233	1.225	2.907	1.015	-5.099	-6.311	-1.906	0.827	1.977	0.388	0.516
MIR1249_5P MIR1249_5P	-0.573	-0.342	0.706	1.867	-1.352	-8.270	-4.362	0.452	2.118	1.414	1.641
MIR1255B_2_3P MIR1255B_2_3P	-0.538	0.736	3.460	4.950	-1.997	-3.691	-2.694	1.231	-1.077	-1.997	0.378
TGASTMAGC_NFE2_01 TGASTMAGC_NFE2_01	-0.842	-0.528	-0.309	1.297	-1.276	-8.103	-2.620	1.508	0.293	3.437	2.527
HOXA7_TARGET_GENES HOXA7_TARGET_GENES	-0.417	0.439	5.387	0.593	-3.711	-4.813	-1.786	2.410	1.217	-0.582	-1.050
MIR3925_5P MIR3925_5P	0.283	1.977	2.907	1.706	-0.974	-6.311	-4.189	1.225	-0.580	0.827	-1.535
MIR4650_3P MIR4650_3P	-0.407	2.492	1.878	3.565	-1.557	-4.555	-3.685	2.174	-0.292	-1.557	-0.953
MXD1_TARGET_GENES MXD1_TARGET_GENES	-0.482	1.590	2.741	1.351	-2.451	-6.477	-0.822	1.849	1.849	-1.634	-1.628
MIR5197_5P MIR5197_5P	-0.686	0.633	2.913	0.633	-1.077	-7.644	-3.867	2.608	1.337	-0.310	0.295
KRCTCNNNNMANAGC_UNKNOWN KRCTCNNNNMANAGC_UNKNOWN	5.394	6.034	0.405	-0.859	-0.359	-2.736	-1.271	-1.854	-1.854	-0.359	-0.857
MIR4443 MIR4443	-0.285	0.538	-0.382	1.005	-1.267	-6.235	-4.448	4.827	2.421	-0.285	-0.283
MIR4534 MIR4534	-0.543	0.530	0.406	2.244	-0.409	-6.686	-5.450	1.698	2.244	-0.301	0.303
CYTAGCAAY_UNKNOWN CYTAGCAAY_UNKNOWN	-0.956	0.399	0.675	1.482	-0.424	-6.269	-4.153	4.461	-0.424	1.249	-0.308
TNCATNTCCYR_UNKNOWN TNCATNTCCYR_UNKNOWN	-0.902	0.611	3.334	0.782	-1.485	-5.603	-2.333	2.616	1.982	-1.485	-0.371
MIR186_3P MIR186_3P	0.943	0.457	1.625	0.943	-1.754	-6.061	-3.972	3.928	-0.266	-0.370	-0.265
MIR6779_5P MIR6779_5P	-0.686	1.557	1.557	3.233	-0.866	-6.353	-3.867	1.134	0.389	0.949	-1.319
MIR374A_3P MIR374A_3P	-0.686	0.976	1.433	3.334	-4.440	-3.578	-2.893	1.193	1.982	-0.373	-0.683
HEN1_01 HEN1_01	1.009	-0.264	-0.918	0.559	-0.457	-8.311	-3.230	0.692	1.608	0.559	2.938
MIR6509_3P MIR6509_3P	0.580	0.933	2.533	1.912	-0.395	-5.686	-3.649	2.212	-0.283	-0.939	-1.528
MIR6890_3P MIR6890_3P	-0.812	-1.126	5.320	0.693	-2.063	-3.774	-2.768	0.914	2.118	0.504	-0.389
MIR503_5P MIR503_5P	-0.506	1.471	3.279	2.864	-3.067	-4.106	-2.329	0.384	0.384	0.541	-1.324
MIR4646_5P MIR4646_5P	0.319	3.443	0.903	0.433	-1.804	-6.144	-2.225	0.724	2.113	0.724	-1.798
PCGF6_TARGET_GENES PCGF6_TARGET_GENES	-1.331	2.117	4.031	1.375	-2.819	-2.819	-1.331	1.727	-0.606	-0.390	-1.328
MIR7156_3P MIR7156_3P	-0.324	1.541	0.997	0.279	-2.262	-4.023	-4.023	3.850	-0.324	0.771	0.281
GKCGCNNNNNNNTGAYG_UNKNOWN GKCGCNNNNNNNTGAYG_UNKNOWN	-1.676	2.538	2.538	1.324	-1.676	-2.528	-0.287	1.688	0.316	-1.676	-2.524
MIR4744 MIR4744	0.617	1.800	2.061	2.340	-1.153	-7.269	-2.098	0.768	0.372	-0.731	-0.727
MIR1537_5P MIR1537_5P	-0.343	1.594	2.537	2.537	-3.084	-5.021	-1.926	-0.482	1.086	0.376	-0.657
BCL6B_TARGET_GENES BCL6B_TARGET_GENES	-1.008	0.457	5.208	0.457	-2.301	-4.736	-0.261	1.305	0.587	1.096	-2.762
MIR642A_3P_MIR642B_3P MIR642A_3P_MIR642B_3P	-1.229	0.565	3.565	1.350	-0.734	-5.728	-2.991	-0.407	1.878	0.565	-0.290
MIR5691_MIR6805_3P MIR5691_MIR6805_3P	-0.621	0.475	0.773	1.618	-0.470	-6.436	-4.298	1.376	1.618	-0.470	0.958
MIR6752_3P MIR6752_3P	0.359	-0.637	0.257	-0.477	-0.637	-5.978	-2.603	2.575	3.642	1.430	-0.474
GGGNRMNNYCAT_UNKNOWN GGGNRMNNYCAT_UNKNOWN	-1.307	2.128	2.521	2.521	-0.289	-3.441	-2.472	0.882	0.467	-1.307	-1.798
MIR299_5P MIR299_5P	-0.920	0.883	4.576	0.421	-0.920	-6.186	-1.830	1.080	0.310	1.299	-0.916
MIR618 MIR618	-0.488	1.153	0.642	1.814	-2.142	-3.068	-3.068	2.199	2.199	-1.064	-0.729
MIR5580_5P MIR5580_5P	-2.317	-1.076	1.728	0.755	-0.430	-4.854	-2.317	0.426	1.190	3.098	0.758
ZMYM2_TARGET_GENES ZMYM2_TARGET_GENES	-2.070	0.321	0.594	2.006	-5.229	-2.602	-0.743	3.411	0.321	0.594	0.772
MIR6510_5P MIR6510_5P	0.289	0.435	-0.313	6.471	-2.545	-3.525	-1.363	-0.691	0.831	-0.691	1.085
MIR12119 MIR12119	0.277	3.482	2.255	0.277	-1.656	-6.432	-2.381	0.751	0.479	0.370	0.279
MIR4499 MIR4499	-0.291	1.764	0.439	1.764	0.439	-4.813	-3.711	1.478	0.983	-1.054	-0.788
THRA_TARGET_GENES THRA_TARGET_GENES	-0.667	2.736	0.928	0.721	-3.444	-2.669	-2.669	1.714	0.928	0.721	-0.905
MIR8080 MIR8080	-0.734	0.565	-0.292	3.187	-1.229	-4.555	-2.991	2.829	0.310	0.426	0.568
MIR6776_5P MIR6776_5P	-0.290	-1.620	1.351	0.456	-0.432	-3.898	-3.898	0.840	1.652	0.632	1.355
PAX8_TARGET_GENES PAX8_TARGET_GENES	-1.899	0.806	0.595	-0.325	-3.566	-2.582	-1.391	1.052	2.766	1.052	0.810
MIR6762_3P MIR6762_3P	-0.942	0.342	1.778	0.627	-0.377	-4.016	-3.189	2.756	1.778	0.342	-1.225
MIR8062 MIR8062	-0.667	2.029	0.928	1.714	-2.069	-4.522	-0.667	2.029	0.543	-1.593	-0.332
MIR12125 MIR12125	-1.566	0.741	1.190	0.741	-1.566	-4.480	-1.566	2.416	0.952	1.190	-0.647
ZNF133_TARGET_GENES ZNF133_TARGET_GENES	0.388	1.706	0.388	2.907	-2.848	-5.099	-1.233	0.827	0.388	0.283	0.285
MIR3913_3P MIR3913_3P	-1.548	0.620	4.521	2.146	-1.090	-2.179	-2.179	0.850	-0.327	-0.753	-0.326
MIR6751_3P MIR6751_3P	-0.887	0.701	2.633	1.515	-1.252	-2.398	-3.358	-0.614	1.855	-0.412	0.504
MIR1266_5P MIR1266_5P	-0.939	0.279	2.974	0.997	-0.677	-4.023	-2.992	0.771	0.412	1.254	-0.322
NR1D1_TARGET_GENES NR1D1_TARGET_GENES	-1.141	1.921	1.626	1.921	-3.863	-2.411	-0.469	1.111	0.530	-0.332	-1.137
MIR3928_3P MIR3928_3P	0.896	0.896	0.359	2.758	-0.751	-4.189	-1.826	1.135	0.687	-1.826	-0.370
MIR8081 MIR8081	0.564	1.456	0.814	0.564	-1.570	-2.404	-2.404	-1.570	2.274	-0.416	0.817
MIR640 MIR640	0.233	0.397	1.551	2.894	-1.500	-1.500	-2.321	1.956	0.233	-1.500	-0.620
YBX3_TARGET_GENES YBX3_TARGET_GENES	-0.920	0.435	0.944	3.051	-2.238	-2.238	-0.348	0.435	1.652	-0.348	-1.428
MIR4254 MIR4254	-0.521	-0.521	1.437	1.739	-0.733	-4.148	-2.363	2.069	0.371	0.524	0.251
PPARA_TARGET_GENES PPARA_TARGET_GENES	-0.586	1.096	4.118	0.817	-2.777	-1.890	-0.884	0.581	0.388	-0.374	-0.881
MIR12128 MIR12128	0.380	0.832	0.832	2.030	0.274	-3.828	-3.123	0.509	1.747	-1.034	-0.605
FXR_IR1_Q6 FXR_IR1_Q6	0.496	1.082	0.356	0.859	-0.522	-4.646	-2.772	1.332	1.332	-0.253	-0.519
MIR6859_3P MIR6859_3P	-0.860	0.359	1.788	-1.533	-0.477	-1.533	-1.533	-0.860	2.303	0.614	1.335
KDM1B_TARGET_GENES KDM1B_TARGET_GENES	-0.360	1.164	1.164	1.164	-2.363	-2.363	-1.797	-1.006	2.810	0.371	0.251
