GO	[-5.47 -0.66]	[-0.66 -0.35]	[-0.35 -0.18]	[-0.18 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.26]	[0.26 0.52]	[0.52 1.06]	[1.06 6.41]
REACTOME_MRNA_SPLICING REACTOME_MRNA_SPLICING	-3.414	2.206	14.802	11.185	-0.930	-7.837	-0.452	0.352	-2.895	-7.837	-7.865
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS	-2.036	-2.946	-2.946	-2.036	6.133	16.721	0.714	-2.946	-2.946	-1.424	-0.992
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-2.103	1.685	7.708	12.074	-1.663	-5.281	-0.566	0.311	-4.141	-4.141	-2.654
REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA	-1.363	-2.863	-2.863	-2.863	7.038	15.262	-0.251	-2.863	-2.863	-1.363	-0.409
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	-1.676	-3.279	-3.279	-2.327	5.307	15.856	0.749	-2.327	-2.327	-1.198	-0.582
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	-0.311	-3.373	-3.373	-2.161	3.669	16.132	1.119	-3.373	-3.373	-1.043	-0.315
REACTOME_CD22_MEDIATED_BCR_REGULATION REACTOME_CD22_MEDIATED_BCR_REGULATION	-0.738	-2.530	-2.530	-1.677	5.329	15.232	0.316	-2.530	-2.530	-1.677	-1.128
REACTOME_INFLUENZA_INFECTION REACTOME_INFLUENZA_INFECTION	-2.041	0.586	0.742	3.404	0.452	-6.537	6.350	3.774	-2.487	-4.383	-5.330
REACTOME_ANTIMICROBIAL_PEPTIDES REACTOME_ANTIMICROBIAL_PEPTIDES	-2.232	-1.252	-3.987	-2.232	3.936	15.169	0.290	-3.987	-0.918	-0.461	-0.316
REACTOME_S_PHASE REACTOME_S_PHASE	-0.722	10.754	3.532	2.223	-1.163	-5.506	-0.310	0.662	-2.174	-3.170	-5.527
WP_MRNA_PROCESSING WP_MRNA_PROCESSING	-2.279	0.645	8.292	8.872	-1.440	-2.279	-0.656	0.645	-1.126	-3.515	-5.552
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	-2.811	-2.811	-0.738	1.581	0.647	-4.697	7.881	6.727	-0.380	-2.811	-3.618
REACTOME_SEPARATION_OF_SISTER_CHROMATIDS REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	-1.773	4.732	3.299	5.959	-0.979	-4.817	1.002	0.832	-1.469	-4.817	-5.671
REACTOME_FCGR_ACTIVATION REACTOME_FCGR_ACTIVATION	-0.935	-1.963	-1.963	-1.963	5.718	14.324	-0.251	-1.363	-2.863	-1.363	-1.370
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	-2.416	-0.469	0.531	2.962	0.389	-4.989	6.665	4.649	-2.416	-3.871	-3.887
REACTOME_DEFENSINS REACTOME_DEFENSINS	-2.115	-1.328	-2.115	-2.115	5.883	11.775	-0.300	-2.115	-2.115	-0.300	-1.334
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	-2.033	-2.735	-0.554	2.173	0.716	-2.735	9.195	4.370	-2.735	-3.737	-2.043
REACTOME_NONSENSE_MEDIATED_DECAY_NMD REACTOME_NONSENSE_MEDIATED_DECAY_NMD	-2.290	-0.582	0.312	3.166	0.595	-4.822	7.017	4.003	-2.290	-3.718	-3.733
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS	-0.962	-4.071	-3.034	-1.740	4.771	12.447	-0.491	-3.034	-1.304	-0.336	0.553
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	-4.141	1.169	-1.300	3.377	-0.761	-4.141	1.169	6.614	1.979	-4.141	-4.158
REACTOME_MITOTIC_SPINDLE_CHECKPOINT REACTOME_MITOTIC_SPINDLE_CHECKPOINT	-1.262	6.908	2.651	4.324	-0.507	-4.613	0.368	-0.507	-0.950	-4.613	-4.629
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-2.165	-2.165	-0.289	2.353	0.633	-3.904	8.697	4.075	-2.165	-2.884	-2.896
REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	-3.490	-0.877	0.403	4.552	0.663	-4.150	6.265	4.163	-1.363	-4.150	-3.509
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	-0.714	10.782	1.370	4.205	-1.642	-2.489	-1.642	-0.452	-2.489	-2.489	-2.497
REACTOME_COMPLEMENT_CASCADE REACTOME_COMPLEMENT_CASCADE	-0.392	-2.846	-2.846	-2.227	3.690	13.835	0.333	-3.641	-1.733	0.468	-0.762
REACTOME_BETA_DEFENSINS REACTOME_BETA_DEFENSINS	-1.699	-1.699	-1.699	-1.699	5.087	12.338	-0.991	-1.699	-1.699	-0.318	-0.995
REACTOME_CHROMOSOME_MAINTENANCE REACTOME_CHROMOSOME_MAINTENANCE	5.166	9.964	0.538	1.551	-0.997	-4.644	-2.009	-1.275	-0.997	-2.489	-3.080
REACTOME_G2_M_CHECKPOINTS REACTOME_G2_M_CHECKPOINTS	3.614	5.189	2.607	2.024	-1.282	-4.788	-0.486	-0.268	-1.282	-4.012	-5.765
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	-0.712	7.453	3.056	2.393	-1.476	-6.202	0.555	0.710	-1.476	-2.763	-4.110
REACTOME_DNA_REPLICATION REACTOME_DNA_REPLICATION	-1.023	6.533	4.583	2.590	-0.778	-4.179	0.421	0.301	-1.689	-4.179	-4.196
REACTOME_MITOCHONDRIAL_TRANSLATION REACTOME_MITOCHONDRIAL_TRANSLATION	-2.959	1.906	6.594	5.460	-0.659	-3.987	-0.312	-0.918	-0.312	-2.232	-4.001
KEGG_RIBOSOME KEGG_RIBOSOME	-1.449	-1.967	-0.521	1.904	0.558	-3.654	8.759	4.020	-1.967	-2.660	-2.671
WP_RETINOBLASTOMA_GENE_IN_CANCER WP_RETINOBLASTOMA_GENE_IN_CANCER	0.997	9.457	3.540	0.997	-1.449	-3.654	-1.053	-2.660	-1.449	-0.751	-3.667
REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION	4.062	7.333	1.437	1.694	-1.708	-4.800	-0.477	-0.637	-1.708	-2.120	-4.820
REACTOME_TRNA_PROCESSING REACTOME_TRNA_PROCESSING	-0.507	6.908	5.295	1.650	-0.950	-4.613	-1.262	-0.507	-0.357	-2.134	-4.629
