GO	[-2.64 -0.21]	[-0.21 -0.13]	[-0.13 -0.08]	[-0.08 -0.05]	[-0.05 -0.01]	[-0.01 0.01]	[0.01 0.05]	[0.05 0.09]	[0.09 0.14]	[0.14 0.22]	[0.22 1.47]
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION GOBP_NEGATIVE_REGULATION_OF_CELLULAR_PROTEIN_LOCALIZATION	-0.874	3.524	-0.874	-0.380	-0.874	0.526	0.526	-0.874	0.234	0.234	0.242
GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY GOBP_NEGATIVE_REGULATION_OF_DNA_BINDING_TRANSCRIPTION_FACTOR_ACTIVITY	-0.365	1.189	-0.365	-1.335	2.798	0.479	-0.707	0.245	0.479	-0.707	-1.311
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	2.211	1.107	1.803	0.236	0.387	-0.897	-1.321	-0.378	-1.321	-1.321	-0.360
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	-0.380	2.046	-0.874	0.526	-0.874	0.931	0.931	-0.874	0.234	-0.380	-0.858
GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION GOBP_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	-0.415	2.987	0.211	1.257	-0.415	-0.415	0.211	-0.415	-0.415	-0.415	-0.408
GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS GOBP_CELLULAR_RESPONSE_TO_CORTICOSTEROID_STIMULUS	0.711	-0.374	-0.374	-0.374	0.239	-0.374	-0.374	-0.374	-0.374	0.239	3.290
GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS GOBP_NEGATIVE_REGULATION_OF_PHAGOCYTOSIS	-0.415	-0.415	0.640	0.211	-0.415	-0.415	1.257	-0.415	-0.415	-0.415	2.070
GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY GOBP_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY	0.711	-0.374	3.254	-0.374	0.239	-0.374	-0.374	-0.374	0.239	-0.374	-0.367
GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM GOBP_PROTEIN_FOLDING_IN_ENDOPLASMIC_RETICULUM	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	-0.291	0.312	0.312	3.966	-0.285
GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY GOBP_POSITIVE_REGULATION_OF_REGULATED_SECRETORY_PATHWAY	-0.291	-0.291	0.312	0.312	-0.291	-0.291	-0.291	-0.291	-0.291	3.966	-0.285
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	-0.332	-0.332	0.795	-0.332	1.529	1.529	-0.332	-0.332	-0.332	-0.332	-0.326
