GO	[-1.96 -0.23]	[-0.23 -0.14]	[-0.14 -0.09]	[-0.09 -0.06]	[-0.06 -0.02]	[-0.02 0.02]	[0.02 0.05]	[0.05 0.09]	[0.09 0.14]	[0.14 0.23]	[0.23 3.36]
GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_DN GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_DN	0.824	3.227	1.610	-0.963	-1.668	0.529	-1.668	-0.301	-0.963	-0.301	-0.556
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	-1.030	-0.336	-0.602	-0.602	1.092	-1.752	-1.030	-1.030	1.951	0.753	2.451
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP	1.374	-1.207	-0.300	-1.207	-0.300	-1.207	-0.300	0.573	0.932	2.484	-1.212
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	-0.274	-1.658	-0.720	0.521	-2.512	0.762	2.190	-0.720	-0.720	2.190	0.327
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_DN	1.148	0.820	1.964	-0.473	0.548	-2.047	-0.787	-0.271	-2.047	-0.787	0.813
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	-0.502	-0.897	0.586	-1.584	0.586	0.339	1.289	-1.584	2.816	-0.266	-0.903
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	-0.349	-1.444	-1.444	-0.349	0.953	-0.928	0.436	0.258	3.674	-1.444	0.945
GSE6259_CD4_TCELL_VS_CD8_TCELL_DN GSE6259_CD4_TCELL_VS_CD8_TCELL_DN	-0.433	-1.963	-0.733	0.890	-0.433	-0.733	-1.963	1.237	1.639	0.600	0.883
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	-0.602	-0.602	-0.602	-1.030	1.092	-1.752	-0.602	1.492	-0.602	3.031	0.473
GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN GSE2935_UV_INACTIVATED_VS_LIVE_SENDAI_VIRUS_INF_MACROPHAGE_DN	0.215	-1.416	-0.768	-0.768	-0.768	1.524	0.215	-1.416	1.524	0.215	2.020
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP	-2.427	-2.427	-0.418	0.566	0.363	0.363	-0.247	-0.418	0.363	0.821	2.300
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP	-2.131	0.301	-0.843	0.755	0.301	-0.301	1.065	-0.516	1.843	0.755	-2.141
GSE14350_IL2RB_KO_VS_WT_TREG_DN GSE14350_IL2RB_KO_VS_WT_TREG_DN	0.649	-0.454	-1.500	-1.500	0.380	-0.454	0.990	-1.500	0.380	0.649	1.867
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	-0.570	-0.360	-1.876	0.249	0.249	-2.767	1.146	0.249	0.249	2.274	0.847
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN GSE25123_WT_VS_PPARG_KO_MACROPHAGE_IL4_STIM_DN	-0.408	-1.416	-0.408	0.215	-1.416	1.524	-0.768	-0.408	0.428	0.215	3.217
GSE30083_SP3_VS_SP4_THYMOCYTE_DN GSE30083_SP3_VS_SP4_THYMOCYTE_DN	-0.551	-0.963	-0.551	-0.963	-0.963	1.186	-0.963	-0.551	2.093	0.301	2.620
GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_DN GSE18281_MEDULLARY_THYMOCYTE_VS_WHOLE_MEDULLA_THYMUS_DN	0.410	-1.878	-1.878	0.225	0.225	-0.393	0.657	-1.132	0.410	0.965	2.222
GSE10325_CD4_TCELL_VS_MYELOID_UP GSE10325_CD4_TCELL_VS_MYELOID_UP	-0.502	0.339	-0.502	-1.584	-1.584	2.248	-0.266	0.339	-0.266	2.248	-0.506
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP	0.586	-0.502	0.903	-1.584	0.586	-0.897	0.903	1.738	-0.897	-1.584	0.336
GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_DN GSE11961_UNSTIM_VS_ANTI_IGM_AND_CD40_STIM_6H_FOLLICULAR_BCELL_DN	-0.914	1.363	-0.914	0.876	-0.914	0.876	0.216	0.491	0.876	-0.914	-0.918
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP	0.282	-0.321	-0.321	0.282	-0.643	-0.643	-0.321	-1.248	3.024	-1.248	1.802
GSE3982_BCELL_VS_BASOPHIL_DN GSE3982_BCELL_VS_BASOPHIL_DN	-1.098	-0.374	-0.374	-0.653	0.239	0.239	0.431	0.687	4.763	-1.098	-1.104
GSE13229_IMM_VS_MATURE_NKCELL_UP GSE13229_IMM_VS_MATURE_NKCELL_UP	-0.930	-1.626	0.863	0.863	-0.527	0.320	2.169	-0.930	1.236	-0.527	-0.936
GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	-1.200	0.890	3.154	-0.433	-1.200	-1.200	-1.200	-0.242	0.890	0.370	0.366
GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_UP GSE36826_NORMAL_VS_STAPH_AUREUS_INF_IL1R_KO_SKIN_UP	2.198	-0.364	-0.364	-1.332	-0.705	-0.364	0.797	-1.332	-0.705	1.660	0.477
GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_UP GSE42021_CD24HI_VS_CD24LOW_TREG_THYMUS_UP	1.249	1.249	0.264	-1.290	-0.342	-1.290	-0.342	-1.290	-0.342	1.734	0.261
GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP GSE11864_UNTREATED_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	0.380	-0.400	-0.400	-1.550	0.590	-0.649	-0.400	2.380	0.852	-2.385	0.845
GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN GSE34156_UNTREATED_VS_24H_NOD2_LIGAND_TREATED_MONOCYTE_DN	1.384	-1.836	-1.098	-0.653	0.239	-0.653	-0.653	1.006	-0.653	1.384	1.375
GSE2706_UNSTIM_VS_2H_R848_DC_UP GSE2706_UNSTIM_VS_2H_R848_DC_UP	2.093	-0.963	-1.668	-0.301	0.529	0.301	0.529	1.186	-1.668	-0.551	0.299
GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP GSE21546_UNSTIM_VS_ANTI_CD3_STIM_DP_THYMOCYTES_UP	-1.458	0.403	-1.458	-0.800	0.403	-0.800	-0.431	2.506	0.403	0.403	1.030
GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP GSE22025_PROGESTERONE_VS_TGFB1_AND_PROGESTERONE_TREATED_CD4_TCELL_UP	1.027	-1.374	0.725	1.027	-0.537	-0.537	-0.537	-2.174	-0.317	-0.317	2.224
GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN GSE26495_NAIVE_VS_PD1LOW_CD8_TCELL_DN	-0.897	-0.897	0.903	-1.584	-0.897	0.903	-0.266	-0.502	2.816	-0.266	0.581
GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN GSE1460_DP_THYMOCYTE_VS_NAIVE_CD4_TCELL_ADULT_BLOOD_DN	-1.374	0.453	-1.374	-0.386	-0.386	0.453	-0.736	0.757	2.699	-0.736	0.752
GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN GSE15330_LYMPHOID_MULTIPOTENT_VS_GRANULOCYTE_MONOCYTE_PROGENITOR_DN	-0.800	-1.458	-0.800	0.683	-0.431	2.506	0.403	0.683	-1.458	0.403	0.400
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_BALBC_UP	-0.747	1.133	-0.298	0.304	0.304	-0.747	-0.747	1.133	-0.747	-0.747	1.714
