GO	[-1.85 -0.29]	[-0.29 -0.14]	[-0.14 -0.06]	[-0.06 0.01]	[0.01 0.07]	[0.07 0.12]	[0.12 0.18]	[0.18 0.25]	[0.25 0.33]	[0.33 0.47]	[0.47 17.21]
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	-0.359	11.465	6.100	-0.359	-0.862	-1.862	-1.276	-1.862	-2.747	-2.747	-1.279
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	-2.936	-0.644	1.960	-0.644	0.615	3.125	0.615	0.442	0.301	-0.644	-3.971
GAVIN_FOXP3_TARGETS_CLUSTER_T7 GAVIN_FOXP3_TARGETS_CLUSTER_T7	-0.567	-0.359	-0.567	1.467	0.849	-1.862	4.833	-0.359	-1.862	-0.862	-0.361
SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM SCHLOSSER_MYC_TARGETS_REPRESSED_BY_SERUM	-2.117	-1.009	-1.674	-2.117	0.952	1.176	0.581	1.698	1.698	0.581	-0.769
FUJII_YBX1_TARGETS_DN FUJII_YBX1_TARGETS_DN	-1.726	-0.598	-1.050	-1.050	0.909	3.308	1.922	0.291	-1.726	0.909	-0.804
HUANG_GATA2_TARGETS_UP HUANG_GATA2_TARGETS_UP	0.435	0.289	0.835	3.300	0.617	-1.370	-0.985	-0.313	-0.474	0.435	-3.550
ALONSO_METASTASIS_UP ALONSO_METASTASIS_UP	-0.322	-0.631	0.401	0.547	0.920	2.663	1.147	0.281	-1.885	-0.631	-3.864
KEGG_SPLICEOSOME KEGG_SPLICEOSOME	-1.809	-2.379	0.525	0.710	0.710	1.756	2.091	0.249	-0.361	-0.523	-1.814
PID_PLK1_PATHWAY PID_PLK1_PATHWAY	-1.619	-0.283	-0.927	-0.283	5.403	-0.525	-0.283	0.555	-0.525	0.320	-0.527
WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY WP_TCELL_ANTIGEN_RECEPTOR_TCR_SIGNALING_PATHWAY	1.684	-1.911	-0.412	-0.703	0.922	1.276	-1.911	0.922	-0.228	-0.228	-0.706
SASAKI_ADULT_T_CELL_LEUKEMIA SASAKI_ADULT_T_CELL_LEUKEMIA	0.278	-1.009	1.058	0.810	1.058	-0.326	1.058	0.597	-0.326	-3.585	-1.403
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	-0.575	-0.993	-0.993	1.540	-0.318	-0.575	0.285	-0.318	0.785	3.098	-1.706
YANAGIHARA_ESX1_TARGETS YANAGIHARA_ESX1_TARGETS	-0.497	-0.497	0.524	4.584	0.166	0.166	-0.497	-0.497	-0.497	0.166	-0.498
REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION REACTOME_ERCC6_CSB_AND_EHMT2_G9A_POSITIVELY_REGULATE_RRNA_EXPRESSION	-0.497	-0.497	-0.497	-0.497	0.166	0.524	-0.497	1.733	2.551	-0.497	-0.498
BILD_SRC_ONCOGENIC_SIGNATURE BILD_SRC_ONCOGENIC_SIGNATURE	-1.453	-0.218	-0.218	0.403	-0.218	-1.453	0.403	0.681	0.403	-1.453	2.483
BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN BOYLAN_MULTIPLE_MYELOMA_D_CLUSTER_DN	-0.705	2.547	1.208	-0.272	-0.705	-0.705	-0.705	0.707	-0.705	-0.272	0.331
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	-0.579	3.073	-0.923	-2.245	-0.348	0.948	0.258	-0.923	0.258	0.258	0.663
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	-1.037	-0.491	-0.222	-0.222	1.663	-1.037	1.663	-0.222	-1.037	1.151	-0.493
PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP PLASARI_TGFB1_SIGNALING_VIA_NFIC_10HR_UP	-0.414	-0.414	0.211	-0.414	-0.414	-0.414	-0.414	-0.414	2.042	2.042	0.211
REACTOME_GAP_JUNCTION_DEGRADATION REACTOME_GAP_JUNCTION_DEGRADATION	0.240	-0.373	-0.373	-0.373	-0.373	3.249	0.712	-0.373	-0.373	-0.373	0.239
REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2 REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2	3.059	1.014	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.248	-0.249
