GO	[-11.56 -0.73]	[-0.73 -0.20]	[-0.20 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.29]	[0.29 0.73]	[0.73 24.45]
TNRC6C_HEK293_Plass TNRC6C_HEK293_Plass	-2.068	2.981	20.459	-1.708	-7.214	-5.947	-5.947	-1.708	7.959	-0.318	-4.201
TNRC6A_HEK293_Plass TNRC6A_HEK293_Plass	-2.153	1.895	15.207	-1.708	-5.346	-4.202	-4.202	-0.793	2.879	1.612	-2.697
HNRNPA1_K562_POSTAR_eCLIP HNRNPA1_K562_POSTAR_eCLIP	-0.379	1.580	10.670	-2.991	-4.822	-2.991	-4.822	-0.285	6.694	-0.493	-1.484
BCCIP_HepG2_POSTAR_eCLIP BCCIP_HepG2_POSTAR_eCLIP	0.978	5.413	6.694	-2.533	-3.515	-2.133	-6.654	-1.218	3.897	-1.218	-0.799
YWHAG_K562_POSTAR_eCLIP YWHAG_K562_POSTAR_eCLIP	-0.401	5.940	3.266	-1.057	-1.587	-3.241	-5.315	-2.735	5.940	-0.301	-0.851
FUS_HEK293T_POSTAR_Piranha_0.01 FUS_HEK293T_POSTAR_Piranha_0.01	-0.293	2.874	5.768	-3.546	-2.158	-3.019	-4.857	-0.644	3.511	1.786	-1.505
SLBP_K562_POSTAR_eCLIP SLBP_K562_POSTAR_eCLIP	-0.650	3.973	9.365	-1.726	-2.628	-2.628	-1.726	-2.628	2.530	-0.258	-1.382
PTBP1_HeLa_POSTAR_CIMS PTBP1_HeLa_POSTAR_CIMS	-0.462	3.318	4.431	-0.780	-5.635	-3.280	-4.690	-0.989	2.357	1.116	0.467
HNRNPU_HeLa_POSTAR_CIMS HNRNPU_HeLa_POSTAR_CIMS	-0.920	2.503	5.944	-2.618	-6.715	-1.773	-2.162	-0.310	2.817	-0.310	0.658
NPM1_K562_POSTAR_eCLIP NPM1_K562_POSTAR_eCLIP	-1.272	1.177	9.094	-0.606	-5.167	-1.954	-2.904	-0.606	0.973	0.973	0.366
YTHDF3_HEK293T_POSTAR_Piranha_0.01 YTHDF3_HEK293T_POSTAR_Piranha_0.01	-0.701	4.928	5.863	-2.920	-2.920	-1.506	-3.607	0.451	-0.274	0.451	0.329
MBNL2_frontalcortex_POSTAR_CIMS MBNL2_frontalcortex_POSTAR_CIMS	0.547	1.946	7.271	-1.968	-1.968	-3.407	-2.852	-1.968	1.690	0.547	0.317
IGF2BP3_PL45_POSTAR_Piranha_0.01 IGF2BP3_PL45_POSTAR_Piranha_0.01	0.274	2.027	6.903	-1.314	-2.055	-3.117	-3.821	-1.652	1.484	0.832	0.273
YTHDC2_HEK293T_POSTAR_Piranha_0.01 YTHDC2_HEK293T_POSTAR_Piranha_0.01	-0.478	1.712	5.933	-2.066	-2.665	-1.211	-4.516	-0.666	2.368	0.543	-0.335
HNRNPU_K562_POSTAR_eCLIP HNRNPU_K562_POSTAR_eCLIP	-0.269	1.935	3.784	-1.502	-2.624	-2.624	-2.624	-1.226	4.148	1.454	-0.992
HNRNPUL1_K562_POSTAR_eCLIP HNRNPUL1_K562_POSTAR_eCLIP	-1.417	5.672	2.707	-1.027	-1.027	-1.417	-2.616	-1.027	3.589	-0.504	-1.419
HNRNPM_HEK293T_POSTAR_CIMS HNRNPM_HEK293T_POSTAR_CIMS	-0.446	2.228	5.628	-1.561	-2.873	-0.772	-3.482	-1.251	2.228	-0.446	0.499
PPIL4_K562_POSTAR_eCLIP PPIL4_K562_POSTAR_eCLIP	0.341	1.694	4.993	-0.900	-4.432	-1.482	-1.164	-1.866	2.285	0.611	-0.687
