GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.06]	[0.06 0.30]	[0.30 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDC_DN	1.719	0.899	-1.132	-2.021	-0.913	-1.132	-2.861	0.270	1.274	2.812	0.588
GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN GSE7568_IL4_VS_IL4_AND_TGFB_TREATED_MACROPHAGE_24H_DN	0.262	-0.457	-0.959	-0.344	-1.465	0.262	0.592	-0.761	-0.959	-0.457	7.281
GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP GSE9006_TYPE_1_DIABETES_AT_DX_VS_1MONTH_POST_DX_PBMC_UP	3.249	-1.222	-0.633	-1.487	-0.994	-0.633	-0.379	-0.494	0.317	-0.379	3.906
GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_72H_MEMORY_CD4_TCELL_OLD_DN	0.498	-0.909	0.285	-0.717	-0.557	-0.318	-2.496	1.151	-1.403	0.633	4.411
GSE3920_IFNB_VS_IFNG_TREATED_ENDOTHELIAL_CELL_DN GSE3920_IFNB_VS_IFNG_TREATED_ENDOTHELIAL_CELL_DN	2.150	0.375	-1.828	0.631	-0.327	1.382	-2.687	0.789	-0.957	-1.489	0.959
GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN GSE22886_NAIVE_CD4_TCELL_VS_48H_ACT_TH2_DN	6.054	0.410	-0.513	-1.288	-0.660	-0.391	-1.288	0.817	0.410	-1.044	-0.518
GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN GSE22886_UNSTIM_VS_STIM_MEMORY_TCELL_DN	1.439	0.864	-1.426	0.343	-2.465	-1.168	-0.263	-1.168	0.447	-0.263	3.352
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_CD8_TCELL_DN	0.492	0.380	-0.317	-1.096	-1.346	-1.346	0.380	0.621	-1.346	-0.317	5.419
GSE45365_WT_VS_IFNAR_KO_CD8A_DC_UP GSE45365_WT_VS_IFNAR_KO_CD8A_DC_UP	-0.559	-0.714	-0.898	-2.832	0.370	-0.559	1.512	3.847	0.916	-0.714	-0.330
GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN GSE15930_NAIVE_VS_24H_IN_VITRO_STIM_INFAB_CD8_TCELL_DN	0.608	0.480	-0.559	-0.898	-1.366	-0.898	-0.326	0.480	-1.366	-0.326	5.782
GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP GSE15659_NAIVE_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_UP	0.692	1.699	2.527	0.855	-0.284	0.548	-0.661	-1.321	-0.844	-2.863	-1.071
GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_DN GSE21670_UNTREATED_VS_TGFB_TREATED_CD4_TCELL_DN	-1.150	1.692	-0.452	-0.583	1.692	0.352	-2.045	2.775	-1.406	0.352	-0.937
GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN GSE41867_LCMV_ARMSTRONG_VS_CLONE13_DAY6_EFFECTOR_CD8_TCELL_DN	1.666	0.569	-1.168	0.343	-0.462	-3.439	-0.596	-1.426	0.447	1.666	1.428
GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN GSE2770_IL12_VS_IL4_TREATED_ACT_CD4_TCELL_6H_DN	0.532	-0.994	-0.379	-4.139	-0.379	-0.379	-0.799	1.825	0.665	0.317	2.331
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_LOWDOSE_STIM_DC_UP	-0.301	-0.673	-0.673	-1.594	0.515	0.399	-1.925	0.301	0.301	-0.301	5.535
