GO	[-3.26 -0.36]	[-0.36 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.02]	[-0.02 0.03]	[0.03 0.07]	[0.07 0.13]	[0.13 0.20]	[0.20 0.32]	[0.32 2.98]
GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION GOBP_REGULATION_OF_MITOCHONDRION_ORGANIZATION	-0.233	-0.454	3.018	-1.498	-1.498	-0.454	-0.233	-0.233	-1.498	0.381	2.372
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	0.288	-1.191	-0.791	-1.191	-1.191	-1.191	0.682	-0.791	0.461	3.460	2.399
GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT GOBP_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	0.720	-0.767	-1.414	-0.767	2.603	-0.767	-0.767	-0.767	0.428	-0.407	2.554
BROCKE_APOPTOSIS_REVERSED_BY_IL6 BROCKE_APOPTOSIS_REVERSED_BY_IL6	0.372	-1.080	-0.240	-1.080	-0.240	-0.521	-0.240	0.372	-0.240	-1.080	5.136
GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN GSE40274_FOXP3_VS_FOXP3_AND_IRF4_TRANSDUCED_ACTIVATED_CD4_TCELL_DN	-0.299	-0.611	-1.205	-1.205	-1.205	-0.611	1.376	-0.299	0.574	0.934	2.442
GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN GSE5589_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_45MIN_DN	-0.735	0.454	-0.735	0.758	0.758	-1.372	-0.385	-1.372	0.758	-0.735	2.652
KEGG_ADHERENS_JUNCTION KEGG_ADHERENS_JUNCTION	-0.704	-0.704	-1.331	0.247	0.482	1.194	-1.331	-0.704	-0.363	1.194	2.158
GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP GSE3982_EOSINOPHIL_VS_CENT_MEMORY_CD4_TCELL_UP	-1.583	-0.671	0.823	-0.671	-0.671	-0.417	-0.246	-0.671	0.364	-0.246	5.039
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_VISCERAL_ADIPOSE_TISSUE_DN	0.302	-1.336	0.302	0.501	-0.841	-2.129	-0.841	0.757	0.757	-0.300	2.756
CCAATNNSNNNGCG_UNKNOWN CCAATNNSNNNGCG_UNKNOWN	0.217	0.492	-0.406	0.492	0.217	-0.913	-0.913	-0.913	-0.913	0.492	3.322
REACTOME_FOXO_MEDIATED_TRANSCRIPTION REACTOME_FOXO_MEDIATED_TRANSCRIPTION	0.996	-0.830	0.568	-0.830	-0.351	0.568	-0.830	-0.351	-0.830	-0.351	2.848
REACTOME_SELENOAMINO_ACID_METABOLISM REACTOME_SELENOAMINO_ACID_METABOLISM	-0.285	-1.302	-0.813	-0.493	-1.302	-0.813	0.525	-0.493	0.525	2.378	2.324
RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS	-0.672	-0.994	-0.439	-1.438	-1.438	-0.439	0.720	-0.275	0.329	2.421	2.356
GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN GSE21670_STAT3_KO_VS_WT_CD4_TCELL_TGFB_IL6_TREATED_DN	0.549	-1.267	-0.786	0.335	-0.472	0.335	1.533	-0.270	-1.267	-1.267	2.919
HOXA9_DN.V1_UP HOXA9_DN.V1_UP	-0.995	0.285	-0.995	-0.317	1.140	-0.575	-0.575	-0.995	-0.317	0.285	4.367
GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN GSE14000_TRANSLATED_RNA_VS_MRNA_DC_DN	-0.233	-1.498	0.381	-1.498	-0.454	-0.831	0.381	0.381	-0.454	1.403	2.372
MIR4666B MIR4666B	-0.830	-0.351	-0.830	-0.351	0.256	-0.830	-0.830	0.996	0.256	0.568	2.848
TRAVAGLINI_LUNG_MACROPHAGE_CELL TRAVAGLINI_LUNG_MACROPHAGE_CELL	-1.080	-1.080	-1.080	1.591	-0.240	-0.240	-0.521	-0.240	-0.240	0.687	2.129
