GO	[-1.54 -0.38]	[-0.38 -0.23]	[-0.23 -0.15]	[-0.15 -0.08]	[-0.08 -0.03]	[-0.03 0.03]	[0.03 0.09]	[0.09 0.14]	[0.14 0.23]	[0.23 0.38]	[0.38 1.75]
GO_LARGE_RIBOSOMAL_SUBUNIT GO_LARGE_RIBOSOMAL_SUBUNIT	1.087	-1.416	-0.768	-1.416	-0.768	-0.768	0.215	0.428	-0.408	0.215	5.426
GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY GO_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	4.317	1.093	-0.601	1.093	-0.336	-1.752	-0.601	0.269	-1.752	-0.601	-0.611
GO_MITOTIC_SISTER_CHROMATID_SEGREGATION GO_MITOTIC_SISTER_CHROMATID_SEGREGATION	-0.768	0.982	1.302	-0.301	0.301	0.982	-0.768	-0.301	2.075	-2.596	-2.619
GO_RAN_GTPASE_BINDING GO_RAN_GTPASE_BINDING	2.944	1.671	-0.222	-1.039	0.398	-0.222	-0.492	-0.222	-0.492	-1.039	-1.048
GO_MALE_SEX_DIFFERENTIATION GO_MALE_SEX_DIFFERENTIATION	-0.800	-0.800	-0.218	-0.431	0.404	-1.458	1.462	1.037	-1.458	0.404	1.445
GO_DNA_POLYMERASE_BINDING GO_DNA_POLYMERASE_BINDING	4.897	-0.331	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	0.270
GO_RESPONSE_TO_AMYLOID_BETA GO_RESPONSE_TO_AMYLOID_BETA	0.211	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	-0.414	4.090	0.641	-0.418
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	-0.272	3.386	-0.705	-0.272	-0.272	-0.705	-0.705	-0.705	-0.272	0.708	0.700
GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION GO_REGULATION_OF_VASCULAR_SMOOTH_MUSCLE_CELL_PROLIFERATION	-0.456	-0.456	2.761	-0.456	-0.456	-0.456	-0.456	-0.456	0.579	0.187	1.142
GO_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION GO_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	-0.223	2.883	-0.622	-0.622	-0.223	-0.223	-0.622	0.826	-0.622	-0.622	0.818
GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY GO_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	-0.373	0.713	-0.373	3.259	0.239	0.239	-0.373	-0.373	-0.373	-0.373	-0.376
