GO	[-5.59 -0.42]	[-0.42 -0.22]	[-0.22 -0.12]	[-0.12 -0.04]	[-0.04 0.00]	[0.00 0.03]	[0.03 0.12]	[0.12 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.565	0.355	-1.877	-1.877	-1.533	-2.745	-0.782	-1.877	0.260	4.073	6.151
GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT GO_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	0.860	-0.692	-1.123	-0.888	-0.530	-0.292	-3.732	-2.570	-0.530	1.734	9.707
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	0.452	-1.510	-3.618	-2.365	-0.273	-0.702	-0.921	-1.188	0.765	4.960	4.933
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	1.089	-1.117	-1.117	-0.775	-2.216	-1.117	-1.580	0.825	-0.523	3.915	2.929
GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY GO_SERINE_TYPE_ENDOPEPTIDASE_INHIBITOR_ACTIVITY	0.267	-0.730	-2.621	-1.028	0.267	1.607	-2.621	-0.730	0.405	1.025	4.068
GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT GO_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	-0.222	-0.491	-1.035	-1.035	-0.491	-1.035	0.727	-0.491	-0.222	1.150	3.647
GO_CALMODULIN_BINDING GO_CALMODULIN_BINDING	1.666	-1.929	-1.611	-0.437	0.359	-2.706	0.464	-0.333	0.585	0.723	2.408
GO_TASTE_RECEPTOR_ACTIVITY GO_TASTE_RECEPTOR_ACTIVITY	2.070	-0.621	-0.621	-0.223	-0.621	0.824	-0.621	-0.621	-0.223	-0.621	2.064
GO_CHEMOREPELLENT_ACTIVITY GO_CHEMOREPELLENT_ACTIVITY	-0.222	-1.035	-0.491	-0.491	-1.035	-0.491	-0.491	0.398	-0.491	1.660	3.647
GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE GO_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	0.246	-0.948	0.246	-0.364	-0.948	-0.600	-1.466	-0.600	0.246	2.977	2.465
GO_SPONTANEOUS_SYNAPTIC_TRANSMISSION GO_SPONTANEOUS_SYNAPTIC_TRANSMISSION	1.257	-0.414	-0.414	-0.414	0.641	-0.414	-0.414	-0.414	-0.414	-0.414	2.972
GO_PHOTORECEPTOR_ACTIVITY GO_PHOTORECEPTOR_ACTIVITY	1.207	-0.704	-0.704	-0.272	0.707	0.332	-0.704	-0.704	-0.704	-0.272	2.536
GO_SMOOTH_MUSCLE_CELL_CHEMOTAXIS GO_SMOOTH_MUSCLE_CELL_CHEMOTAXIS	0.240	-0.373	-0.373	-0.373	-0.373	0.240	-0.373	0.240	-0.373	-0.373	4.426
