GO	[-5.07 -0.98]	[-0.98 -0.44]	[-0.44 -0.08]	[-0.08 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.08]	[0.08 0.42]	[0.42 0.97]	[0.97 4.44]
MIR3679_3P MIR3679_3P	-0.683	1.328	-0.683	-0.395	-1.135	-1.135	-1.883	0.654	1.328	2.228	0.237
MIR4284 MIR4284	-1.000	-1.000	-1.000	-0.465	0.772	1.216	-1.000	-0.205	0.425	2.371	-0.196
MIR7162_5P MIR7162_5P	0.680	0.401	-0.803	-0.803	-0.433	-0.433	-1.462	2.500	1.033	0.680	-1.429
MIR877_3P MIR877_3P	3.114	-1.462	-0.433	-0.220	-0.433	0.680	-1.462	0.680	0.680	-0.803	-0.416
MIR223_3P MIR223_3P	-1.252	-1.252	-0.322	0.538	-0.645	1.806	0.281	-0.645	-0.645	2.378	0.293
MIR4667_3P MIR4667_3P	-1.000	-0.465	1.216	1.751	-0.205	-1.000	0.425	0.425	-1.000	-1.000	0.796
MIR4713_5P MIR4713_5P	0.451	-1.067	0.716	1.432	0.716	-1.067	-1.067	-1.799	0.716	-0.630	1.083
MIR9898 MIR9898	-0.541	1.605	-0.541	-0.541	-0.541	-0.177	-0.541	2.377	0.475	-0.177	-0.529
MIR3934_5P MIR3934_5P	-0.541	-0.541	-0.177	-0.541	-0.541	0.967	1.605	-0.541	-0.541	1.605	-0.171
MIR4260 MIR4260	0.794	-0.332	-0.332	0.272	-0.332	-0.332	3.572	-0.332	-0.332	-0.332	-0.325
