GO	[-10.12 -1.00]	[-1.00 -0.50]	[-0.50 -0.14]	[-0.14 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.19]	[0.19 0.61]	[0.61 1.74]	[1.74 23.61]
GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN GSE411_100MIN_VS_400MIN_IL6_STIM_MACROPHAGE_DN	2.958	15.909	11.167	-1.350	-8.260	-8.260	-8.260	-1.109	0.571	-1.628	-5.066
GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP GSE22432_MULTIPOTENT_VS_COMMON_DC_PROGENITOR_UNTREATED_UP	2.921	11.631	7.084	0.558	-8.302	-6.977	-8.302	-0.351	1.191	-3.226	-5.101
GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP GSE6259_FLT3L_INDUCED_33D1_POS_DC_VS_BCELL_UP	3.349	12.477	8.716	-0.427	-6.859	-6.859	-8.177	-0.427	0.473	-2.260	-4.995
HP_LACTIC_ACIDOSIS HP_LACTIC_ACIDOSIS	2.122	16.368	4.457	-1.687	-7.179	-7.179	-7.179	-0.310	0.800	-0.310	-5.906
GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP GSE37532_TREG_VS_TCONV_CD4_TCELL_FROM_LN_UP	3.230	15.170	6.207	-0.737	-6.977	-5.955	-8.302	-1.649	0.692	-1.127	-2.745
GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN GSE43863_NAIVE_VS_MEMORY_LY6C_INT_CXCR5POS_CD4_TCELL_D150_LCMV_DN	2.381	10.092	7.150	-0.447	-6.938	-8.260	-8.260	-1.109	1.211	0.263	-3.730
GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN GSE22611_NOD2_TRANSDUCED_VS_CTRL_HEK293T_STIMULATED_WITH_MDP_2H_DN	2.350	11.510	7.790	-0.524	-7.594	-7.594	-6.307	-0.849	-0.672	0.514	-3.238
GSE369_IFNG_KO_VS_WT_LIVER_DN GSE369_IFNG_KO_VS_WT_LIVER_DN	2.413	16.022	2.995	-1.092	-8.219	-5.039	-5.039	0.720	-0.437	0.463	-6.889
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_24H_CD4_TCELL_DN	3.553	4.609	8.493	0.442	-8.302	-8.302	-6.977	-0.351	2.085	-1.369	-3.761
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_12H_CD4_TCELL_DN	3.936	6.702	7.610	-0.573	-8.260	-8.260	-5.917	0.706	0.452	-0.573	-4.349
GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN GSE17974_0H_VS_6H_IN_VITRO_ACT_CD4_TCELL_DN	3.309	9.652	5.903	0.583	-6.898	-8.219	-8.219	-0.334	-0.561	-0.710	-1.918
GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN GSE37532_TREG_VS_TCONV_PPARG_KO_CD4_TCELL_FROM_LN_DN	2.958	10.092	6.267	0.263	-6.938	-6.938	-8.260	-1.109	0.858	-0.724	-2.304
GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_UP GSE43863_TH1_VS_TFH_MEMORY_CD4_TCELL_UP	2.921	7.084	7.084	-0.264	-6.977	-8.302	-8.302	0.341	0.692	-0.737	-2.329
GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN GSE36888_UNTREATED_VS_IL2_TREATED_STAT5_AB_KNOCKIN_TCELL_6H_DN	3.269	14.050	5.436	-0.447	-8.260	-5.074	-5.917	-1.628	-0.573	-0.724	-1.346
GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN GSE21670_UNTREATED_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	3.071	7.350	7.350	-0.856	-8.135	-5.805	-8.135	0.285	0.750	-0.317	-3.103
GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN GSE43863_NAIVE_VS_MEMORY_TFH_CD4_TCELL_D150_LCMV_DN	2.958	11.167	8.567	-0.902	-4.357	-5.917	-6.938	-1.109	0.706	-3.197	-1.623
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	3.230	17.083	4.609	-1.127	-5.955	-3.226	-3.226	-4.390	-0.264	-1.969	-1.123
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_4H_CD4_TCELL_DN	3.595	6.702	2.958	0.571	-8.260	-6.938	-6.938	0.571	1.865	-1.350	-2.304
GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN GSE16450_IMMATURE_VS_MATURE_NEURON_CELL_LINE_DN	3.936	8.567	6.267	-0.902	-6.938	-6.938	-4.357	-0.724	0.452	0.263	-3.190
GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN GSE33292_WT_VS_TCF1_KO_DN3_THYMOCYTE_DN	2.317	2.317	6.577	-0.932	-5.992	-8.344	-5.992	0.333	5.327	-0.271	-3.248
GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP GSE26669_CTRL_VS_COSTIM_BLOCK_MLR_CD8_TCELL_UP	2.085	4.988	5.382	-0.585	-8.302	-6.977	-6.977	-0.351	1.390	1.606	-2.745
GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP GSE5679_PPARG_LIGAND_ROSIGLITAZONE_VS_RARA_AGONIST_AM580_TREATED_DC_UP	2.413	5.093	4.337	-0.561	-8.219	-6.898	-6.898	-0.561	4.337	-0.561	-1.327
GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_DN	3.230	7.542	5.788	-0.737	-6.977	-5.109	-8.302	0.341	0.692	-0.737	-1.644
GSE3982_EOSINOPHIL_VS_MAC_DN GSE3982_EOSINOPHIL_VS_MAC_DN	2.115	2.381	5.436	0.263	-8.260	-8.260	-5.917	-0.902	3.269	1.413	-1.941
GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN GSE17974_0H_VS_4H_IN_VITRO_ACT_CD4_TCELL_DN	2.958	5.845	2.958	0.350	-6.938	-6.938	-8.260	-0.573	0.858	0.571	-0.570
GSE30083_SP1_VS_SP4_THYMOCYTE_UP GSE30083_SP1_VS_SP4_THYMOCYTE_UP	2.115	5.436	3.595	-1.109	-6.938	-5.917	-6.938	-1.109	0.706	1.026	0.861
MYC_UP.V1_UP MYC_UP.V1_UP	9.645	4.152	3.788	-0.479	-2.627	-5.173	-5.173	-1.825	0.440	-2.627	-0.617
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4_KO_BCELL_UP	2.349	5.788	4.243	-0.917	-6.977	-5.955	-5.955	-0.264	0.692	1.191	-1.365
SCHUHMACHER_MYC_TARGETS_UP SCHUHMACHER_MYC_TARGETS_UP	4.102	10.544	2.279	-0.397	-3.315	-3.315	-3.315	-1.705	-0.595	-1.224	-2.357
GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP GSE40274_CTRL_VS_FOXP3_AND_XBP1_TRANSDUCED_ACTIVATED_CD4_TCELL_UP	2.624	8.008	1.531	-0.620	-3.960	-3.960	-6.929	-2.298	1.777	1.095	-1.548
GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN GSE21678_WT_VS_FOXO1_FOXO3_KO_TREG_DN	3.687	6.900	3.350	-0.462	-4.026	-6.543	-6.543	-0.352	-0.595	0.446	-0.752
BURTON_ADIPOGENESIS_5 BURTON_ADIPOGENESIS_5	2.321	7.343	5.232	-1.097	-4.893	-2.977	-4.893	0.291	-1.430	0.291	-1.426
GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_UP GSE30971_2H_VS_4H_LPS_STIM_MACROPHAGE_WBP7_HET_UP	2.546	4.914	4.914	-0.827	-5.730	-6.740	-4.191	-0.516	-0.301	0.780	-0.396
