GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.09]	[0.09 0.97]
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.435	-4.238	-0.772	-0.772	-0.385	-1.860	-1.052	1.667	-0.385	0.492	13.381
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.746	0.655	-0.746	0.304	-0.298	7.242
GOBP_HISTONE_H2A_ACETYLATION GOBP_HISTONE_H2A_ACETYLATION	-0.247	-0.663	-0.663	0.362	-0.663	-0.247	-0.247	-0.663	-0.247	-0.663	6.757
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.756	-1.226	-0.256	-1.226	-1.991	0.351	0.848	-0.451	0.351	0.351	4.882
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	1.256	0.998	-2.266	-0.324	-0.678	-0.678	-0.324	-0.324	-1.279	-0.941	4.861
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	3.509	0.684	1.089	0.371	-0.520	-1.077	-1.077	-1.077	-0.520	-1.077	0.373
GOBP_NOTOCHORD_DEVELOPMENT GOBP_NOTOCHORD_DEVELOPMENT	-0.704	-0.704	-0.704	-0.272	-0.704	0.332	-0.704	4.279	-0.704	1.206	0.333
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	6.159	-0.400	-0.552	0.968	0.321	-0.552	-0.552	-0.984	-1.278	-0.984	-0.279
GOBP_AMINE_TRANSPORT GOBP_AMINE_TRANSPORT	-1.128	-0.813	-0.572	-0.391	0.504	4.287	-0.572	0.693	1.169	-0.572	-2.058
GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH GOBP_NEGATIVE_REGULATION_OF_ORGAN_GROWTH	0.539	1.301	-1.243	-0.641	-1.243	-1.243	2.362	0.539	-0.641	0.282	0.284
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	-0.671	1.720	-1.285	0.509	0.264	2.880	-0.342	-0.671	-0.342	-1.285	-0.340
GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS GOBP_POSITIVE_REGULATION_OF_DNA_BIOSYNTHETIC_PROCESS	-0.301	-0.489	-1.152	0.301	0.301	-0.489	0.478	-1.713	0.971	-1.152	4.028
GOBP_P_BODY_ASSEMBLY GOBP_P_BODY_ASSEMBLY	1.613	1.613	-0.324	1.613	-0.787	-0.787	-0.324	-0.324	-0.787	-0.324	-0.785
GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROCESS GOBP_MODULATION_BY_SYMBIONT_OF_HOST_PROCESS	-1.534	-0.250	0.940	-0.477	2.878	-1.534	-0.477	-0.477	-0.250	0.940	-0.248
GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY GOBP_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	-0.870	-0.378	0.236	-0.870	0.527	-0.870	2.726	0.527	0.930	-0.378	-0.867
GOBP_NADP_METABOLIC_PROCESS GOBP_NADP_METABOLIC_PROCESS	0.480	1.184	-0.363	0.794	-1.326	-1.326	1.647	-0.363	0.480	-1.326	-0.361
