GO	[-25.09 -0.90]	[-0.90 -0.31]	[-0.31 -0.06]	[-0.06 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.04]	[0.04 0.26]	[0.26 0.62]	[0.62 21.26]
GO:0006413 translational initiation	-3.857	-2.568	36.163	4.081	-5.927	-5.927	-5.927	-1.051	2.950	-3.150	-4.739
GO:1904813 ficolin-1-rich granule lumen	-3.149	-5.097	12.454	-1.554	-5.097	-5.097	-3.972	-0.692	22.734	-0.365	-1.979
GO:0005681 spliceosomal complex	-4.935	-2.221	8.523	0.902	-6.135	-6.135	-6.135	1.564	16.866	-0.527	-3.314
GO:0006260 DNA replication	-5.557	-0.750	9.858	1.611	-6.799	-6.799	-5.557	0.375	16.115	-0.580	-3.215
GO:0000775 chromosome, centromeric region	-4.001	-0.884	3.121	0.329	-6.093	-4.896	-6.093	-0.275	23.283	1.593	-3.999
GO:0008168 methyltransferase activity	-3.956	1.267	12.849	-0.911	-7.754	-5.464	-6.458	-0.335	13.450	-0.441	-2.011
GO:0042254 ribosome biogenesis	-4.143	-2.360	8.581	3.215	-4.143	-4.143	-4.143	0.707	12.044	-3.101	-4.142
GO:0016874 ligase activity	-1.797	1.401	9.950	0.284	-5.518	-6.757	-6.757	-0.567	10.522	-0.567	-1.796
GO:0030027 lamellipodium	-2.706	-0.765	9.216	-0.451	-6.840	-5.596	-6.840	-2.243	6.200	2.698	1.836
GO:0008022 protein C-terminus binding	-2.376	-0.558	5.758	0.277	-5.427	-5.427	-6.419	-1.653	17.412	0.479	0.370
GO:0006914 autophagy	-3.185	0.644	11.705	-0.430	-5.518	-5.518	-6.757	-0.430	7.800	0.505	-0.734
GO:0006888 ER to Golgi vesicle-mediated transport	-2.163	-0.419	4.249	-0.419	-5.479	-3.786	-6.716	0.292	16.375	1.205	-2.161
GO:0070126 mitochondrial translational termination	-3.563	-1.003	1.985	0.806	-3.563	-3.563	-3.563	0.278	17.887	0.419	-3.561
GO:0043123 positive regulation of I-kappaB kinase/NF-kappaB signaling	-2.243	-0.593	5.748	0.268	-5.596	-6.840	-6.840	-0.337	5.311	5.748	-0.451
GO:0000086 G2/M transition of mitotic cell cycle	-4.356	-0.864	4.238	0.643	-4.356	-5.512	-5.512	1.489	10.596	0.819	-1.121
GO:0030659 cytoplasmic vesicle membrane	-2.058	-0.505	2.982	-1.356	-5.323	-4.399	-3.651	-1.083	11.619	2.655	0.895
GO:0070469 respiratory chain	-2.609	-1.180	1.591	0.937	-2.609	-2.609	-2.609	-0.507	16.633	-0.507	-1.745
GO:0005777 peroxisome	-1.404	-0.809	9.218	0.426	-3.744	-4.848	-4.848	-1.811	4.817	0.958	0.577
GO:0006486 protein glycosylation	-0.858	0.675	8.190	-0.293	-4.093	-5.830	-5.830	-1.993	4.960	1.013	0.535
GO:0000932 P-body	-3.327	0.301	6.748	0.301	-4.392	-3.327	-2.563	-0.437	10.513	-0.847	-0.846
GO:0006368 transcription elongation from RNA polymerase II promoter	-2.914	-0.895	3.519	1.317	-3.936	-3.936	-2.914	-0.640	12.040	-0.301	-0.640
GO:1903231 mRNA binding involved in posttranscriptional gene silencing	-1.273	-4.087	-5.222	1.189	0.966	5.618	5.136	2.003	-3.254	-1.631	-3.253
GO:0007005 mitochondrion organization	-3.521	0.289	6.459	-0.690	-3.521	-3.521	-3.521	0.831	6.459	0.435	-0.979
GO:0016311 dephosphorylation	-1.754	-0.939	4.684	-0.336	-5.057	-6.026	-2.541	0.474	6.383	1.768	0.475
GO:0035579 specific granule membrane	-3.729	-0.247	4.858	0.363	-3.729	-3.729	-3.729	-0.247	3.390	1.489	0.522
GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules	1.374	3.466	0.475	-0.620	-5.206	-2.935	-3.550	-4.290	0.357	1.616	5.060
GO:0004843 thiol-dependent ubiquitin-specific protease activity	-1.672	-0.841	7.787	0.538	-3.272	-1.672	-3.272	0.538	4.179	0.367	-2.321
GO:1903955 positive regulation of protein targeting to mitochondrion	-1.361	2.031	3.727	-0.313	-2.543	-2.543	-3.521	-0.690	6.459	-2.543	0.435
GO:1990830 cellular response to leukemia inhibitory factor	-0.461	0.594	3.026	-0.312	-3.977	-3.977	-2.951	-1.250	5.973	0.793	0.291
GO:0051087 chaperone binding	-0.521	-0.521	2.258	0.759	-2.654	-3.646	-3.646	-0.351	7.380	0.557	-0.749
GO:0006334 nucleosome assembly	-1.141	-1.975	2.505	0.593	-2.563	-2.563	-1.975	0.301	9.181	0.782	-1.140
GO:0009791 post-embryonic development	-0.909	-1.768	3.460	-0.909	-3.397	-1.768	-2.432	-0.277	6.780	0.909	0.485
GO:0007265 Ras protein signal transduction	-0.625	-0.625	2.062	2.062	-2.858	-2.858	-2.858	-1.361	5.688	0.539	-0.405
GO:0001047 core promoter binding	-2.817	-0.240	4.586	-0.389	-2.817	-2.817	-1.330	-0.389	4.586	1.062	-0.605
GO:0070588 calcium ion transmembrane transport	-0.624	1.826	5.261	0.384	-4.279	-3.430	-2.758	-1.388	0.859	0.273	1.827
GO:0042571 immunoglobulin complex, circulating	-1.988	-1.224	-1.988	-0.256	2.482	1.999	4.855	0.571	-1.988	-1.224	-1.987
GO:0045454 cell redox homeostasis	-1.453	-0.454	2.306	0.688	-1.453	-2.982	-2.982	-0.454	4.786	1.547	-0.687
GO:0007517 muscle organ development	-0.732	0.249	2.423	0.524	-3.101	-1.004	-2.360	-4.143	1.737	1.163	2.425
GO:0031397 negative regulation of protein ubiquitination	-0.650	-1.089	6.131	0.240	-1.822	-1.822	-1.822	-0.650	3.381	0.431	-0.649
GO:0030177 positive regulation of Wnt signaling pathway	-0.957	0.302	3.178	-0.300	-1.656	-1.656	-1.656	-0.957	4.488	-1.656	1.177
GO:0006607 NLS-bearing protein import into nucleus	-0.434	-0.434	1.282	0.200	-0.952	-0.952	-0.952	-0.952	9.019	-0.952	-0.952
GO:0045095 keratin filament	-0.960	-0.960	-4.060	0.970	1.504	1.815	2.521	1.815	-2.293	-1.735	-0.959
GO:0019902 phosphatase binding	-1.905	1.271	3.190	-0.411	-1.905	-1.905	-1.905	-1.156	2.637	0.389	0.625
GO:0040008 regulation of growth	-0.421	-0.421	2.009	-0.263	-2.899	-1.996	-1.391	-1.996	5.581	0.996	0.343
GO:0005977 glycogen metabolic process	-1.491	0.380	4.309	0.380	-1.491	-1.491	-1.491	-1.491	2.387	0.380	-0.234
GO:0004177 aminopeptidase activity	-0.702	-0.363	6.602	-0.363	-0.702	-1.325	-1.325	-1.325	2.769	-0.363	-0.701
GO:0051213 dioxygenase activity	-0.651	0.313	4.379	0.882	-3.438	-2.469	-1.306	-0.651	1.766	0.657	-0.441
GO:0005637 nuclear inner membrane	-0.256	-0.451	4.199	0.351	-1.988	-1.224	-1.988	-0.256	3.584	-0.451	-1.223
GO:0002377 immunoglobulin production	-1.484	-2.104	-1.037	-0.471	2.251	3.133	1.860	1.187	-2.104	-1.484	-0.470
GO:0005549 odorant binding	-1.833	0.451	-2.506	0.856	2.078	1.401	1.401	1.111	-2.506	-0.457	-2.505
GO:0016592 mediator complex	-1.491	-0.234	2.387	0.646	-1.491	-1.491	-1.491	-0.453	2.974	0.984	-0.827
GO:0008080 N-acetyltransferase activity	-1.076	-1.076	1.578	0.684	-1.076	-1.076	-1.076	0.371	4.287	0.371	-1.076
GO:0004714 transmembrane receptor protein tyrosine kinase activity	0.272	0.980	0.980	-0.332	-2.195	-2.195	-1.395	-1.395	0.691	-0.332	4.290
GO:0050907 detection of chemical stimulus involved in sensory perception	-1.704	0.520	-2.359	-0.255	2.278	3.600	1.553	-0.863	-0.863	-0.595	-1.703
GO:0018149 peptide cross-linking	-2.195	-0.891	-0.332	-0.332	4.923	-1.395	1.704	0.691	0.455	-0.891	-1.394
GO:0050919 negative chemotaxis	0.264	0.264	1.719	-1.284	-1.284	-1.284	-1.284	-1.284	0.264	1.241	2.877
GO:0019882 antigen processing and presentation	-0.354	-0.624	0.254	-0.354	-1.781	-1.056	-1.781	-0.354	6.289	0.254	1.040
GO:0042130 negative regulation of T cell proliferation	-0.453	0.646	2.387	-0.828	-1.491	-1.491	-1.491	1.858	-0.828	1.858	-0.453
GO:0031083 BLOC-1 complex	-0.745	-0.745	1.128	-0.745	-0.745	-0.298	-0.745	-0.745	6.074	-0.298	0.304
GO:0006895 Golgi to endosome transport	0.304	-0.298	6.074	-0.745	-0.745	-0.745	-0.745	-0.298	1.128	-0.745	-0.745
GO:0080008 Cul4-RING E3 ubiquitin ligase complex	-0.745	-0.745	3.181	1.128	-0.745	-0.745	-0.745	-0.745	2.399	-0.745	-0.298
GO:0045089 positive regulation of innate immune response	-0.869	-0.869	0.236	-0.378	-0.869	-0.378	-0.378	-0.869	7.374	0.527	-0.378
GO:0007140 male meiotic nuclear division	-0.222	-1.035	0.398	-0.491	-1.035	-1.035	-1.035	-1.035	3.653	1.149	1.149
GO:0005753 mitochondrial proton-transporting ATP synthase complex	-0.869	-0.378	-0.378	3.496	-0.869	-0.869	-0.869	0.527	2.724	-0.378	-0.869
GO:0006611 protein export from nucleus	-1.035	-0.222	2.914	0.726	-1.035	-1.035	-1.035	-1.035	2.248	0.398	-0.491
GO:0016788 hydrolase activity, acting on ester bonds	-1.408	0.216	3.864	-0.407	-1.408	-1.408	-0.407	-0.764	1.079	-0.407	1.512
GO:0051453 regulation of intracellular pH	-0.476	2.302	0.614	0.359	-1.532	-0.860	-1.532	-1.532	-0.476	0.359	2.875
GO:0007286 spermatid development	0.367	-0.244	0.748	-0.576	-1.672	-3.272	-1.196	0.538	2.331	-0.382	1.947
GO:0006622 protein targeting to lysosome	-0.580	0.434	5.074	0.892	-0.580	-0.580	-0.580	-0.580	-0.199	-0.580	-0.579
GO:0031519 PcG protein complex	-1.076	-0.520	0.684	0.371	-1.076	-1.076	-1.076	-0.241	4.287	0.684	-0.240
GO:0045747 positive regulation of Notch signaling pathway	0.216	0.216	2.009	-0.764	-0.764	-1.408	-1.408	-1.408	2.009	0.716	0.716
GO:0031305 integral component of mitochondrial inner membrane	-0.491	-0.222	1.658	-0.222	-1.035	-1.035	-1.035	0.398	3.653	-0.222	-1.035
GO:0043395 heparan sulfate proteoglycan binding	-0.787	3.017	0.609	-0.787	-0.787	-0.787	-0.787	0.279	0.279	-0.787	1.613
GO:0005044 scavenger receptor activity	0.302	1.411	1.411	-1.326	-2.112	-1.326	-1.326	-0.513	0.499	0.499	1.817
GO:0008081 phosphoric diester hydrolase activity	-0.348	1.274	0.944	-0.577	-2.236	-2.236	-0.577	-0.577	1.274	0.259	1.652
