GO	[-3.28 -0.32]	[-0.32 -0.20]	[-0.20 -0.13]	[-0.13 -0.07]	[-0.07 -0.03]	[-0.03 0.02]	[0.02 0.06]	[0.06 0.12]	[0.12 0.19]	[0.19 0.32]	[0.32 2.54]
GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP GSE5589_LPS_VS_LPS_AND_IL6_STIM_MACROPHAGE_45MIN_UP	0.755	-2.131	-2.131	-2.131	-0.301	-0.516	1.065	2.305	-0.516	0.301	1.831
GSE6269_FLU_VS_E_COLI_INF_PBMC_DN GSE6269_FLU_VS_E_COLI_INF_PBMC_DN	-1.081	-1.081	1.094	-0.522	0.371	5.202	0.371	-0.522	-1.081	-0.522	-0.525
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP GSE46606_UNSTIM_VS_CD40L_IL2_IL5_DAY1_STIMULATED_BCELL_UP	-1.234	-2.005	1.191	-1.234	0.351	0.854	-0.453	-2.005	1.584	1.584	0.348
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	3.499	0.264	0.264	0.413	0.413	0.264	0.413	-3.192	-1.601	-1.601	0.824
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_180MIN_UP	0.317	0.787	-0.286	-1.304	-0.286	-2.089	2.895	-0.494	-0.815	-1.304	2.361
GSE22886_NEUTROPHIL_VS_DC_DN GSE22886_NEUTROPHIL_VS_DC_DN	0.406	-0.570	1.857	1.857	1.481	-0.360	0.249	-1.285	-0.570	-0.868	-2.779
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_UP	0.334	1.964	-0.787	-0.473	-2.047	-0.271	0.548	-0.473	-1.269	-0.473	2.962
GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP GSE16385_IL4_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP	-0.407	1.356	0.770	1.042	0.542	1.042	-2.894	-0.251	-0.251	-0.944	-1.997
GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN GSE37301_COMMON_LYMPHOID_PROGENITOR_VS_RAG2_KO_NK_CELL_DN	-0.865	-0.478	-0.250	0.946	-0.865	4.245	0.616	-1.542	-0.250	-0.865	-0.252
GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP GSE17721_CTRL_VS_PAM3CSK4_2H_BMDC_UP	-1.794	-0.627	-1.794	0.719	0.253	-0.355	2.385	-1.064	0.719	0.719	0.450
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	-0.336	-0.602	0.753	0.268	0.268	3.031	-1.030	-0.602	-1.030	1.492	-1.760
GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN GSE15659_CD45RA_NEG_CD4_TCELL_VS_NONSUPPRESSIVE_TCELL_DN	0.302	-1.207	-1.207	1.374	0.932	0.302	-1.207	1.374	0.302	0.302	-1.212
GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN GSE12845_NAIVE_VS_DARKZONE_GC_TONSIL_BCELL_DN	0.416	-0.366	0.641	0.641	0.245	-2.300	-0.366	2.047	-2.300	0.641	-0.370
GSE15215_CD2_POS_VS_NEG_PDC_DN GSE15215_CD2_POS_VS_NEG_PDC_DN	-2.097	0.314	2.359	-1.023	2.806	-0.457	-0.457	0.483	-0.695	-0.695	-0.292
GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN GSE27670_CTRL_VS_LMP1_TRANSDUCED_GC_BCELL_DN	-0.705	-0.705	-1.332	-0.705	0.246	-1.332	0.481	2.802	0.246	1.192	0.477
GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_UP GSE11961_MARGINAL_ZONE_BCELL_VS_MEMORY_BCELL_DAY40_UP	0.282	-1.248	0.540	0.885	-1.248	-0.643	-0.643	0.540	1.811	0.885	-1.254
GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN GSE19941_UNSTIM_VS_LPS_STIM_IL10_KO_NFKBP50_KO_MACROPHAGE_DN	-0.502	-1.584	0.903	-0.266	0.903	-0.502	0.339	-0.897	-0.502	-0.897	3.424
GSE43955_1H_VS_10H_ACT_CD4_TCELL_DN GSE43955_1H_VS_10H_ACT_CD4_TCELL_DN	-1.290	2.910	-0.674	0.840	-0.342	-0.674	0.510	0.510	0.510	-0.674	-1.296
GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP GSE17721_PAM3CSK4_VS_GADIQUIMOD_4H_BMDC_UP	0.876	-0.406	0.876	0.216	0.876	-0.914	1.945	-0.914	-0.914	-0.406	-0.918
GSE22886_NAIVE_BCELL_VS_DC_UP GSE22886_NAIVE_BCELL_VS_DC_UP	-0.956	-0.956	-0.956	-0.435	0.458	0.823	0.823	1.289	-0.956	1.289	-0.437
GSE360_DC_VS_MAC_L_MAJOR_UP GSE360_DC_VS_MAC_L_MAJOR_UP	2.093	0.529	1.186	0.301	0.301	0.301	-1.668	-0.963	0.301	-0.551	-1.675
GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN GSE22886_IGG_IGA_MEMORY_BCELL_VS_BLOOD_PLASMA_CELL_DN	0.573	-0.256	-0.760	1.584	-1.234	-2.005	-0.256	-0.453	0.351	2.522	-0.457
GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP GSE17721_CPG_VS_GARDIQUIMOD_8H_BMDC_UP	-0.250	0.616	1.806	1.806	-1.542	-0.250	0.359	-0.478	-0.865	-1.542	-0.252
GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN GSE22886_NAIVE_CD8_TCELL_VS_NEUTROPHIL_DN	1.830	-0.706	-0.273	-0.706	-0.273	-0.273	-0.706	-0.273	2.557	0.331	-0.709
