GO	[-8.00 -0.91]	[-0.91 -0.53]	[-0.53 -0.32]	[-0.32 -0.18]	[-0.18 -0.05]	[-0.05 0.00]	[0.00 0.08]	[0.08 0.21]	[0.21 0.42]	[0.42 0.83]	[0.83 6.20]
MORF_FBL MORF_FBL	-3.808	2.801	4.368	4.808	3.544	-0.584	-0.774	-1.289	-2.517	-5.883	-4.694
GNF2_EIF3S6 GNF2_EIF3S6	-3.946	-0.344	1.344	4.659	6.162	0.376	0.517	0.262	-3.946	-3.946	-5.074
GNF2_HCK GNF2_HCK	-1.185	-0.609	-2.148	-2.148	-1.604	-1.604	-2.148	0.324	0.655	1.710	14.306
GNF2_HPN GNF2_HPN	0.631	1.235	-0.893	-1.867	-1.867	2.372	1.009	-4.457	-2.334	-1.158	6.708
MORF_PPP6C MORF_PPP6C	-3.287	0.632	-0.280	1.929	1.323	-1.936	0.462	3.470	0.323	-1.106	-4.353
MORF_LCAT MORF_LCAT	3.512	-1.137	-1.455	-1.455	-0.875	2.413	2.090	-3.553	-1.840	-0.489	2.090
MORF_RAD54L MORF_RAD54L	-1.473	3.046	1.063	2.647	1.929	-2.523	-0.280	0.323	-1.936	-1.106	-3.287
MORF_CDH4 MORF_CDH4	1.692	-0.930	-1.528	-1.922	-1.922	5.066	-0.386	-0.274	-2.395	-0.274	2.982
GNF2_MYL3 GNF2_MYL3	-0.672	-1.287	-1.287	-1.287	-0.672	2.277	-0.342	-1.287	-0.672	1.245	5.109
MORF_TPR MORF_TPR	-2.735	-0.382	-0.519	2.508	0.586	-2.735	0.329	3.578	1.371	-0.382	-3.337
GNF2_CD97 GNF2_CD97	0.339	-0.895	-0.895	-0.501	-1.579	-0.895	-0.895	-0.895	-0.501	5.570	3.414
GNF2_DNM1 GNF2_DNM1	1.161	-0.490	-1.070	-3.087	-1.070	1.161	1.161	-1.070	-1.527	0.288	4.121
GNF2_MLF1 GNF2_MLF1	0.405	-0.339	-1.036	-1.948	-0.339	5.783	0.787	-1.036	-1.430	1.030	-0.735
GCM_DFFA GCM_DFFA	-3.372	0.566	-0.785	1.400	0.566	-1.336	-0.426	2.284	1.671	0.300	-2.154
GNF2_SPINK1 GNF2_SPINK1	0.371	-0.521	0.371	-0.521	-0.521	6.089	-0.521	-1.079	-1.079	-0.521	0.371
GNF2_SPRR1B GNF2_SPRR1B	-0.463	-0.204	-0.463	-0.996	-0.996	3.061	1.216	-0.996	-0.996	-0.204	1.216
GNF2_IGFBP1 GNF2_IGFBP1	1.455	-0.431	-0.431	-1.454	-0.798	1.942	1.942	-1.454	-0.798	-0.431	0.403
GNF2_IL2RB GNF2_IL2RB	1.326	0.655	-0.393	-0.678	-1.128	-0.678	0.409	-1.872	-1.128	0.409	3.313
GNF2_CDH3 GNF2_CDH3	1.034	-0.551	-1.121	-1.121	0.346	-0.260	-0.260	-1.121	-0.260	-0.260	4.148
GNF2_ELAC2 GNF2_ELAC2	-0.412	1.686	0.626	1.686	0.389	-0.412	0.626	-0.228	-1.162	-1.913	-1.913
GCM_USP6 GCM_USP6	-0.252	1.035	1.035	0.357	1.345	-1.974	-0.940	0.540	0.766	-2.877	-0.629
GNF2_CDC20 GNF2_CDC20	-0.624	-0.981	-0.624	-0.624	-0.382	0.233	-0.382	1.971	1.197	2.425	-2.332
GCM_TPR GCM_TPR	-1.329	0.480	-0.363	2.187	1.188	-0.363	1.653	-0.703	-0.703	-0.703	-1.329
GNF2_PAK2 GNF2_PAK2	-1.162	-1.162	0.980	-0.581	-1.162	-0.280	-0.280	0.608	0.324	3.251	-0.280
GCM_CSNK1D GCM_CSNK1D	-0.672	-1.287	-0.342	-0.342	1.245	-0.342	-0.672	0.509	2.893	0.509	-1.287
GCM_AQP4 GCM_AQP4	0.431	2.292	-0.373	-1.094	-1.094	-1.830	-0.373	-0.652	0.685	0.431	1.377
