GO	[-10.12 -0.92]	[-0.92 -0.59]	[-0.59 -0.36]	[-0.36 -0.17]	[-0.17 0.00]	[0.00 0.01]	[0.01 0.20]	[0.20 0.42]	[0.42 0.74]	[0.74 1.53]	[1.53 23.61]
NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN NAKAYA_PBMC_FLUAD_MALE_AGE_14_27YO_1D_POSTBOOST_VS_0D_PREIMM_MF59_ADJUVANTED_1DY_GENES_IN_BTM_M40_AND_M53_DN	-0.381	0.233	-2.322	-2.322	-0.622	3.432	-2.322	-0.977	-0.622	0.233	7.363
FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_UP	0.325	-1.593	-1.177	-1.177	-0.418	0.325	-2.847	-0.854	-1.177	1.697	10.897
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGE_6HR_TOP_30_DEG_UP	-0.610	-1.201	-1.201	-0.610	-1.201	2.463	-1.201	-0.610	0.303	0.303	5.428
FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN FLETCHER_PBMC_BCG_10W_INFANT_PPD_STIMULATED_VS_UNSTIMULATED_10W_DN	-1.028	-1.553	-0.382	-1.553	0.678	-2.259	-0.647	-0.501	-0.382	4.094	4.836
LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE LI_PBMC_MENACTRA_AGE_18_45YO_CORRELATED_WITH_ANTI_POLYSACCHARIDE_ANTIBODY_3DY_POSITIVE	-0.434	-0.434	-1.064	-0.434	-2.447	-0.434	-0.434	-1.064	-0.691	5.559	3.170
HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP HOWARD_DENDRITIC_CELL_INACT_MONOV_INFLUENZA_A_INDONESIA_05_2005_H5N1_AGE_18_49YO_1DY_UP	-0.678	0.319	-3.703	-2.094	-1.710	0.429	-0.678	0.559	1.071	3.312	2.310
FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP FLETCHER_PBMC_BCG_10W_INFANT_BCG_STIMULATED_VS_UNSTIMULATED_10W_UP	0.301	-0.580	-2.132	-0.423	-0.580	-0.301	-1.689	-0.778	-0.778	1.942	7.032
ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN ZAK_PBMC_MRKAD5_HIV_1_GAG_POL_NEF_AGE_20_50YO_AD5_NAB_TITERS_GT_200_VS_LTE_200_1DY_DN	-0.668	-0.479	-0.479	-1.595	-0.909	1.430	-1.214	-0.668	-1.214	3.141	3.538
PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGED_POST_VACCINATION_VS_UNCHALLENGED_72HR_TOP_30_DEG_UP PATEL_SKIN_OF_BODY_ZOSTAVAX_AGE_70_93YO_VZV_CHALLENGED_POST_VACCINATION_VS_UNCHALLENGED_72HR_TOP_30_DEG_UP	-0.610	-0.610	-1.201	-1.201	-0.610	1.879	-1.201	-0.610	0.573	0.929	3.104
MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP MATSUMIYA_PBMC_MODIFIED_VACCINIA_ANKARA_VACCINE_AGE_18_55YO_2DY_UP	-0.566	-0.359	-0.859	-1.855	-0.566	-0.859	-0.566	-0.859	0.848	1.829	4.782
