GO	[-5.47 -0.68]	[-0.68 -0.36]	[-0.36 -0.20]	[-0.20 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.12]	[0.12 0.29]	[0.29 0.55]	[0.55 1.06]	[1.06 7.81]
MIR142_3P MIR142_3P	-0.327	-0.327	0.276	1.805	-0.927	-6.013	2.958	0.939	1.335	-0.927	-1.731
MIR552_5P MIR552_5P	-1.169	0.863	2.167	2.736	-1.428	-2.467	1.229	0.863	-0.757	-2.920	-0.349
MIR3682_5P MIR3682_5P	0.346	0.873	2.712	1.373	-0.553	-1.052	1.988	-0.553	-2.434	-1.408	-1.853
MIR6890_3P MIR6890_3P	-0.813	-2.066	4.796	0.504	-0.813	-2.771	0.349	-0.258	1.169	0.349	-0.388
ATCATGA_MIR433 ATCATGA_MIR433	-1.733	0.467	0.467	3.680	-0.393	-3.640	0.628	0.817	0.333	0.333	-1.726
MIR3679_3P MIR3679_3P	0.480	1.141	0.946	0.480	0.364	-4.673	0.616	0.946	0.480	-0.452	-3.252
MIR4753_5P MIR4753_5P	-1.231	-0.480	0.706	3.122	0.335	-3.136	1.459	1.459	-0.791	-0.480	-1.502
MIR3176 MIR3176	0.665	-0.710	0.463	-0.710	-0.710	-1.039	-0.301	6.540	-0.471	-1.039	-0.469
MIR1537_5P MIR1537_5P	0.515	0.262	1.087	3.289	-0.483	-3.908	-1.165	-0.483	0.680	0.262	-0.657
MIR3611 MIR3611	4.420	1.017	1.017	-0.320	-1.910	-1.910	0.388	-0.759	-0.436	-0.320	-0.970
MIR6512_5P MIR6512_5P	-0.613	1.697	2.680	2.328	-1.433	-0.829	-1.099	-0.312	-0.829	0.291	-1.427
MIR4765 MIR4765	3.137	3.137	-0.332	-0.332	-0.556	-1.397	-0.332	-0.893	-1.397	0.272	-0.554
MIR548AV_3P MIR548AV_3P	0.902	-0.345	3.546	0.353	0.353	-3.649	0.737	-0.345	-0.345	-1.785	-0.454
MIR5580_5P MIR5580_5P	-2.321	-1.817	0.577	0.426	-0.430	-0.430	0.577	-1.408	0.577	3.931	0.429
AGTCAGC_MIR345 AGTCAGC_MIR345	0.346	-0.691	0.346	2.215	-0.434	-2.447	3.179	-0.434	-0.434	-0.691	-0.689
MIR411_5P MIR411_5P	-1.990	-0.451	2.002	1.566	-1.226	-0.451	1.566	0.571	-0.756	-0.451	-0.753
GCGCTTT_MIR518B_MIR518C_MIR518D GCGCTTT_MIR518B_MIR518C_MIR518D	2.149	-0.351	-0.351	2.149	-0.351	-0.828	-0.828	-0.828	-0.828	-0.351	0.993
MIR4314 MIR4314	-0.292	-0.735	1.353	-0.407	-0.959	-0.553	-3.692	2.837	0.310	0.728	0.430
MIR1825 MIR1825	0.518	-0.420	-0.420	1.935	-0.420	-4.563	0.823	-0.310	0.823	0.823	-1.157
MIR4755_3P MIR4755_3P	0.359	-0.835	-0.478	1.966	-1.074	-3.908	0.796	-0.478	0.628	0.986	0.632
MIR6719_3P MIR6719_3P	0.254	4.061	0.849	0.500	-0.677	-0.677	0.254	0.662	-1.187	-0.905	-1.951
MIR4421 MIR4421	-0.977	1.552	2.897	-0.623	0.397	-2.322	0.233	0.233	0.233	-0.382	-0.620
MIR329_3P MIR329_3P	-0.405	-1.761	1.512	0.453	-0.281	-0.774	-0.405	1.008	2.824	-1.761	-0.770
MIR34A_3P MIR34A_3P	-1.012	-0.689	1.913	-0.454	1.550	-0.689	0.936	-0.454	1.224	-2.072	-0.686
MIR6810_3P MIR6810_3P	-1.065	0.878	1.154	1.467	0.288	-1.065	-1.065	1.817	-1.065	0.288	-1.513
MIR6134 MIR6134	-0.342	0.841	-1.105	0.660	1.273	-3.478	1.045	0.372	0.660	0.264	-1.410
TCCGTCC_MIR184 TCCGTCC_MIR184	1.603	-0.538	0.476	2.370	-0.176	-0.538	-0.538	-0.176	-0.538	-0.538	-0.537
