GO	[-4.46 -0.87]	[-0.87 -0.59]	[-0.59 -0.36]	[-0.36 -0.19]	[-0.19 -0.02]	[-0.02 0.00]	[0.00 0.16]	[0.16 0.37]	[0.37 0.66]	[0.66 1.29]	[1.29 7.82]
MORF_DAP3 MORF_DAP3	2.301	4.648	2.588	2.588	0.499	-6.915	-1.060	0.292	-1.300	-2.258	-8.245
MORF_NME2 MORF_NME2	4.356	2.518	1.648	2.518	-0.473	-3.613	-0.473	0.357	-2.014	-3.613	-4.364
MORF_ERH MORF_ERH	3.684	2.495	1.826	1.259	-0.406	-2.907	-0.570	0.454	-1.371	-2.907	-4.820
GCM_NPM1 GCM_NPM1	2.107	1.789	3.210	1.497	-0.419	-4.862	-0.798	-0.291	-1.396	-0.586	-3.751
MORF_PSMC1 MORF_PSMC1	2.184	2.767	1.440	1.033	0.699	-4.856	0.438	-0.477	-0.780	-1.471	-4.856
MORF_LCAT MORF_LCAT	2.090	-0.489	-2.865	-1.840	-1.455	4.799	0.362	-1.137	-1.840	0.492	2.090
MORF_IL9 MORF_IL9	2.827	0.324	-1.185	-2.148	-1.185	3.257	-0.279	-0.420	-1.604	-0.860	1.398
GNF2_RAN GNF2_RAN	2.010	2.010	0.811	1.343	0.277	-1.402	-0.326	-0.491	-1.011	-1.011	-3.593
MORF_EPHA7 MORF_EPHA7	2.178	-0.988	-1.602	-2.005	-0.758	3.596	0.901	-1.267	-0.988	0.901	0.415
MORF_FRK MORF_FRK	2.363	-0.937	-1.248	-2.122	-1.637	3.128	1.147	-0.690	-0.690	0.529	0.380
