GO	[-5.71 -0.44]	[-0.44 -0.29]	[-0.29 -0.16]	[-0.16 -0.08]	[-0.08 -0.02]	[-0.02 0.00]	[0.00 0.07]	[0.07 0.14]	[0.14 0.26]	[0.26 0.56]	[0.56 5.58]
GNF2_DNM1 GNF2_DNM1	5.260	4.676	-0.490	-3.087	-1.527	-0.314	-3.087	-3.087	-1.527	-0.490	2.647
MORF_IL4 MORF_IL4	2.400	3.333	-2.182	-4.213	-2.182	2.694	-2.591	-2.591	-1.824	0.995	4.412
MORF_CTSB MORF_CTSB	3.245	2.038	-2.428	-3.406	-0.910	2.918	-1.388	-3.406	-2.883	0.760	3.589
MORF_MAP2K7 MORF_MAP2K7	2.195	3.457	-1.576	-3.249	-1.909	1.670	-1.576	-2.737	-2.737	0.683	4.988
GNF2_MAPT GNF2_MAPT	5.119	3.103	-0.994	-0.994	-0.994	-0.994	-1.704	-1.704	-1.704	-0.994	3.103
GNF2_HPX GNF2_HPX	6.628	0.789	-1.180	-1.895	-2.932	1.724	-1.504	-1.504	-1.180	-0.515	2.669
MORF_BCL2L11 MORF_BCL2L11	2.038	0.370	-1.131	-2.031	-1.131	2.607	-0.723	-3.406	-1.687	0.612	4.718
GNF2_HPN GNF2_HPN	6.187	0.631	-1.158	-1.867	-2.334	1.757	-1.480	-0.893	-1.158	-0.364	1.757
GNF2_MLF1 GNF2_MLF1	4.141	1.308	-1.036	-1.430	-1.430	1.964	-1.948	-1.036	-1.948	-0.735	2.340
GNF2_RAB3A GNF2_RAB3A	2.894	3.526	-0.863	-1.537	-0.863	-0.477	-1.537	-1.537	-0.863	-0.477	2.316
MORF_CD8A MORF_CD8A	2.325	0.755	-3.336	-0.767	-0.767	1.704	-1.012	-3.336	-1.313	1.179	2.670
GNF2_LCAT GNF2_LCAT	6.452	0.631	-0.952	-1.601	-2.569	1.520	-1.244	-0.952	-1.244	-0.378	1.520
MORF_PRKCA MORF_PRKCA	2.520	1.460	-2.267	-2.708	-0.816	1.697	-0.640	-1.554	-2.267	0.698	2.830
CAR_IGFBP1 CAR_IGFBP1	4.540	2.358	-1.010	-1.543	-1.010	1.157	-0.647	-2.374	-1.010	-0.400	0.379
GNF2_RTN1 GNF2_RTN1	2.219	1.021	-0.536	-1.368	-0.316	-0.868	-0.536	-2.164	-0.868	-0.868	5.102
MORF_THPO MORF_THPO	3.841	1.704	-2.125	-2.125	-0.570	1.429	-1.012	-1.313	-1.680	0.581	0.954
CAR_HPX CAR_HPX	2.709	1.880	-1.044	-1.495	-1.495	2.277	-0.473	-2.120	-1.044	-0.713	1.196
GNF2_CCNA1 GNF2_CCNA1	4.750	1.103	-0.889	-1.308	-0.889	1.426	-1.308	-1.308	-1.308	-0.588	1.103
GNF2_GSTM1 GNF2_GSTM1	4.526	0.545	-0.916	-1.224	-2.091	1.175	-1.609	-0.916	-0.672	0.270	1.737
MORF_DMPK MORF_DMPK	2.329	1.536	-2.188	-1.488	-0.346	1.102	-0.601	-0.770	-3.124	0.353	2.046
CAR_MLANA CAR_MLANA	2.368	-0.355	-0.626	-0.626	-1.060	0.453	-1.788	-1.788	-0.626	1.044	2.916
MORF_JAK3 MORF_JAK3	2.279	0.427	-0.663	-0.463	-0.925	1.298	-1.262	-2.249	-1.693	0.289	3.078
GCM_MAPK10 GCM_MAPK10	4.011	-0.916	-0.916	-1.783	-0.636	-0.278	-0.428	-0.636	-0.636	-0.278	3.513
GNF2_TST GNF2_TST	3.470	0.632	-0.815	-1.106	-1.936	0.832	-1.473	-0.588	-0.588	0.323	1.612
GNF2_CEBPA GNF2_CEBPA	3.337	0.653	-1.793	-0.529	-1.217	0.653	-0.814	-1.217	-0.529	0.274	1.558
GNF2_CYP2B6 GNF2_CYP2B6	4.133	0.334	-0.785	-0.473	-0.785	-0.271	-0.785	-1.264	-0.473	-0.271	1.521
