GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.08]	[0.08 0.97]
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.434	-4.236	-0.771	-0.771	-0.385	-1.859	-1.052	1.667	-0.385	0.346	14.133
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-2.855	-2.855	-0.976	-0.581	-1.544	-1.911	-0.759	1.983	-0.320	1.017	13.050
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	-1.934	-3.612	-0.505	-0.731	-1.029	-1.934	-0.731	1.024	-0.338	0.404	14.264
GOBP_TRANSLATIONAL_ELONGATION GOBP_TRANSLATIONAL_ELONGATION	-1.277	-3.265	-0.744	-0.983	-0.983	-2.073	-0.744	0.595	-0.282	0.769	15.045
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	-2.132	-2.671	-0.581	-0.779	-1.323	-1.688	-1.023	1.938	-0.581	0.731	13.314
GOCC_ORGANELLAR_RIBOSOME GOCC_ORGANELLAR_RIBOSOME	-1.837	-2.511	-0.458	-0.458	-0.958	-1.837	-0.672	0.857	-0.458	0.301	13.133
GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT GOCC_MITOCHONDRIAL_LARGE_RIBOSOMAL_SUBUNIT	-0.921	-2.239	-0.578	-0.348	-1.432	-2.239	-0.921	0.945	-0.348	0.945	9.334
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.746	0.655	-0.746	0.304	-0.298	7.235
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	4.241	-0.288	-0.689	-2.072	-2.987	-0.454	-0.288	-0.689	-0.288	0.688	1.918
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-1.114	-1.758	0.457	-0.869	-1.114	-0.503	-0.667	-0.370	0.339	0.760	7.690
GOBP_HISTONE_H2A_ACETYLATION GOBP_HISTONE_H2A_ACETYLATION	-0.247	-0.663	-0.663	0.362	-0.663	-0.247	-0.247	-0.663	-0.247	-0.663	6.750
GOCC_CHROMOSOME_CENTROMERIC_REGION GOCC_CHROMOSOME_CENTROMERIC_REGION	2.231	-0.846	-0.662	0.423	-1.064	-0.510	-0.385	-0.385	-0.285	-2.866	4.657
