GO	[-5.41 -0.81]	[-0.81 -0.36]	[-0.36 -0.01]	[-0.01 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.02]	[0.02 0.41]	[0.41 1.00]	[1.00 5.77]
GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP GSE27241_WT_VS_RORGT_KO_TH17_POLARIZED_CD4_TCELL_TREATED_WITH_DIGOXIN_UP	-2.027	-2.027	-1.496	0.246	4.067	1.903	-0.541	0.985	-0.541	-0.364	-0.251
GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP GSE14908_RESTING_VS_HDM_STIM_CD4_TCELL_NONATOPIC_PATIENT_UP	0.617	0.233	-0.382	-0.625	0.399	0.233	1.206	4.083	-1.512	-2.340	-1.546
GOBP_PROTEIN_O_LINKED_GLYCOSYLATION GOBP_PROTEIN_O_LINKED_GLYCOSYLATION	2.559	2.559	-0.705	0.708	-0.272	-0.705	-0.705	-0.705	-0.272	-0.705	-0.717
GCM_GSTA4 GCM_GSTA4	-0.955	-0.955	-0.434	3.220	0.458	1.849	0.458	-0.434	-0.955	-0.434	-0.971
GNF2_MCM5 GNF2_MCM5	-0.407	-1.414	-1.414	-0.767	0.720	0.216	1.527	2.033	1.088	-1.414	-0.420
GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION GOBP_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	-1.414	0.428	-0.767	0.428	0.720	-0.767	1.088	-1.414	-1.414	1.088	1.492
BILD_SRC_ONCOGENIC_SIGNATURE BILD_SRC_ONCOGENIC_SIGNATURE	0.528	-0.871	-0.871	-0.871	-0.378	2.749	0.236	-0.871	-0.871	0.934	0.915
HP_RETINAL_ATROPHY HP_RETINAL_ATROPHY	-0.247	-0.663	-0.663	1.951	3.583	-0.247	-0.663	-0.247	-0.247	-0.663	-0.675
GOMF_SIGNAL_SEQUENCE_BINDING GOMF_SIGNAL_SEQUENCE_BINDING	-0.830	-0.830	-0.830	0.996	-0.351	2.164	1.531	-0.830	-0.830	0.568	-0.360
chr15q21 chr15q21	-0.705	-0.705	-0.705	0.332	-0.272	1.832	1.212	-0.705	-0.705	1.832	-0.717
WNT_UP.V1_UP WNT_UP.V1_UP	1.152	-0.455	-0.455	3.783	-0.455	-0.455	-0.455	0.580	-0.455	-0.455	-0.463
GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY	1.156	0.730	-1.038	-1.038	-1.038	1.672	-0.491	0.399	-0.491	1.156	-1.056
GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP GSE26030_TH1_VS_TH17_DAY5_POST_POLARIZATION_UP	0.647	-1.122	4.177	-1.122	-0.259	-0.550	0.347	0.347	-1.122	-0.259	-0.268
GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN GSE19923_WT_VS_HEB_KO_DP_THYMOCYTE_DN	0.793	1.089	2.255	-2.466	0.347	-0.259	-0.694	-0.435	0.793	-1.619	-0.718
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_DN	1.663	-0.704	0.247	4.198	-0.363	-0.704	-0.704	-0.363	-0.363	-0.363	-1.353
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	-0.996	-0.462	-0.996	-0.203	-0.462	1.758	-0.996	3.078	-0.462	0.427	-0.210
GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN GSE22501_PERIPHERAL_BLOOD_VS_CORD_BLOOD_TREG_DN	2.637	-1.666	-0.300	-0.300	-0.300	0.826	-0.962	1.188	-1.666	0.302	-0.311
GSE42021_TCONV_PLN_VS_CD24INT_TCONV_THYMUS_UP GSE42021_TCONV_PLN_VS_CD24INT_TCONV_THYMUS_UP	-0.558	0.458	-1.406	-0.897	0.991	-0.897	-2.213	0.272	1.732	0.991	0.960
MIR376C_3P MIR376C_3P	-0.929	0.558	-1.624	-0.283	-1.624	3.335	0.320	0.320	-0.526	0.320	0.540
PID_TXA2PATHWAY PID_TXA2PATHWAY	1.832	-0.705	1.212	-0.705	-0.705	0.332	-0.705	1.212	-0.705	-0.705	0.324
WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY WP_TNF_RELATED_WEAK_INDUCER_OF_APOPTOSIS_TWEAK_SIGNALING_PATHWAY	5.449	-0.539	-0.539	-0.176	-0.539	-0.176	-0.176	-0.176	-0.539	-0.539	-0.181
MIR578 MIR578	1.312	-0.320	-0.641	1.312	1.813	-0.320	0.283	-1.247	-1.247	0.283	-1.268
GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN GSE46606_IRF4_KO_VS_WT_CD40L_IL2_IL5_1DAY_STIMULATED_BCELL_DN	-0.955	-0.955	0.825	-0.434	4.023	0.199	0.458	-0.434	-0.955	-0.434	0.193
MED25_TARGET_GENES MED25_TARGET_GENES	-0.176	-0.539	-0.539	-0.539	-0.539	-0.539	1.610	1.610	1.610	-0.539	-0.548
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_20H_UP GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_20H_UP	-0.767	-0.407	0.428	3.235	2.033	-0.407	-0.407	0.216	-0.767	-0.767	-1.439
GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP GSE2770_UNTREATED_VS_ACT_CD4_TCELL_2H_UP	0.427	1.758	-0.996	-0.203	-0.203	-0.996	-0.996	1.758	-0.996	0.776	-0.474
GOBP_NEUROTRANSMITTER_SECRETION GOBP_NEUROTRANSMITTER_SECRETION	-0.871	3.532	0.528	0.528	-0.871	-0.378	-0.378	-0.871	-0.871	0.236	0.515
GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX GOCC_SWI_SNF_SUPERFAMILY_TYPE_COMPLEX	-0.641	-1.247	-0.641	0.886	2.386	-0.641	0.542	1.312	-1.247	-0.641	0.273
MIR501_3P_MIR502_3P MIR501_3P_MIR502_3P	-1.247	1.312	0.283	-1.247	0.283	0.542	-1.247	2.386	-0.320	0.283	-0.657
CCAWNWWNNNGGC_UNKNOWN CCAWNWWNNNGGC_UNKNOWN	-1.038	0.730	-0.491	0.399	1.672	1.156	-1.038	0.730	-0.221	-1.038	-1.056
GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP GSE17721_LPS_VS_PAM3CSK4_6H_BMDC_UP	-2.129	2.308	-0.841	0.757	-0.514	0.501	0.302	1.431	-0.514	-0.300	-1.366
GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP GSE15324_ELF4_KO_VS_WT_ACTIVATED_CD8_TCELL_UP	0.891	0.371	0.891	-0.241	-1.960	-1.960	-0.431	0.371	2.097	-0.732	-0.252
GOBP_HOMOLOGOUS_RECOMBINATION GOBP_HOMOLOGOUS_RECOMBINATION	-0.199	-0.580	3.073	-0.580	-0.580	-0.580	-0.580	0.895	0.895	-0.199	-0.590
GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY GOBP_POSITIVE_REGULATION_OF_CANONICAL_WNT_SIGNALING_PATHWAY	1.593	0.454	1.139	0.231	1.593	-1.372	-0.735	-0.735	-1.372	0.231	-0.753
PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN PANGAS_TUMOR_SUPPRESSION_BY_SMAD1_AND_SMAD5_DN	-0.575	-0.995	1.140	1.140	-0.995	-0.317	-0.317	2.550	-0.575	0.504	-1.737
GUO_HEX_TARGETS_UP GUO_HEX_TARGETS_UP	-0.913	-0.913	-0.406	3.370	-0.406	0.217	-0.406	-0.913	-0.406	0.877	0.858
GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN GSE7460_WT_VS_FOXP3_HET_ACT_TCONV_DN	-1.302	1.905	-0.285	-0.493	0.525	-2.086	0.318	-0.813	-0.285	-0.285	2.324
HP_NON_MOTOR_SEIZURE HP_NON_MOTOR_SEIZURE	0.269	-1.028	-0.601	0.269	-1.750	3.035	0.479	1.094	0.479	-1.028	-0.619
GOBP_LIPOPROTEIN_METABOLIC_PROCESS GOBP_LIPOPROTEIN_METABOLIC_PROCESS	3.208	-0.746	1.134	-0.746	-0.298	-0.298	-0.746	-0.746	-0.298	0.657	-0.306
MIR3200_5P MIR3200_5P	-0.663	1.298	-0.663	-0.663	-0.663	-0.247	2.714	-0.247	0.765	-0.663	-0.254
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_DN GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH1_DN	0.352	0.352	-0.452	-2.002	-0.255	0.352	-0.452	2.031	0.352	1.194	-2.037
GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP GSE15659_RESTING_TREG_VS_NONSUPPRESSIVE_TCELL_UP	-0.871	0.528	-0.378	-0.378	0.236	2.052	-0.871	0.528	1.445	-0.871	-0.886
MIR4649_3P MIR4649_3P	0.269	0.269	-1.750	0.479	1.094	0.754	1.954	-1.750	-0.601	-0.336	-0.619
GOMF_SIGNALING_ADAPTOR_ACTIVITY GOMF_SIGNALING_ADAPTOR_ACTIVITY	-0.324	0.611	-0.788	-0.788	-0.324	0.279	-0.324	-0.788	2.286	1.623	-0.802
MORF_CASP2 MORF_CASP2	0.166	-0.497	-0.497	3.516	0.166	1.056	-0.497	-0.497	-0.497	-0.497	0.163
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	-0.622	1.392	-0.622	-0.622	1.392	-0.622	-0.622	-0.622	-0.223	0.826	0.811
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	2.703	0.647	-0.259	0.647	-1.122	-1.122	-1.122	-0.550	0.347	0.347	-0.268
MIR4764_3P MIR4764_3P	-0.539	0.477	-0.539	1.610	-0.539	-0.539	2.383	-0.176	-0.539	-0.176	-0.548
MIR7153_3P MIR7153_3P	2.224	0.895	0.895	-0.199	-0.580	-0.580	-0.580	0.435	-0.580	-0.580	-0.590
GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS GOBP_MITOCHONDRIAL_CALCIUM_ION_HOMEOSTASIS	3.260	0.713	-0.373	-0.373	-0.373	-0.373	-0.373	-0.373	0.713	-0.373	-0.379
GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP GSE21927_SPLEEN_VS_TUMOR_MONOCYTE_C57BL6_UP	-0.497	-0.497	0.525	-0.497	0.166	0.525	-0.497	-0.497	3.516	-0.497	0.163
HP_GINGIVAL_BLEEDING HP_GINGIVAL_BLEEDING	-0.539	-0.176	-0.539	-0.539	0.971	-0.176	-0.539	0.971	-0.539	2.383	-0.548
REACTOME_IRON_UPTAKE_AND_TRANSPORT REACTOME_IRON_UPTAKE_AND_TRANSPORT	-0.497	1.738	0.525	-0.497	1.056	-0.497	-0.497	-0.497	-0.497	-0.497	1.039
HP_ABNORMAL_EPIPHYSEAL_OSSIFICATION HP_ABNORMAL_EPIPHYSEAL_OSSIFICATION	1.261	-0.414	2.992	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	0.211	-0.421
URS_ADIPOCYTE_DIFFERENTIATION_UP URS_ADIPOCYTE_DIFFERENTIATION_UP	0.187	-0.455	-0.455	-0.455	-0.455	0.187	3.783	-0.455	0.187	-0.455	0.569
