GO	[-1.00 -0.89]	[-0.89 -0.73]	[-0.73 -0.55]	[-0.55 -0.35]	[-0.35 -0.15]	[-0.15 0.07]	[0.07 0.31]	[0.31 0.52]	[0.52 0.71]	[0.71 0.88]	[0.88 1.00]
GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX GOCC_PROTEIN_ACETYLTRANSFERASE_COMPLEX	3.402	1.144	-1.805	-1.805	-1.309	-0.935	0.313	0.313	-1.309	-0.935	3.904
GOBP_RECOMBINATIONAL_REPAIR GOBP_RECOMBINATIONAL_REPAIR	7.776	0.445	-0.282	-0.552	0.594	-2.074	-0.282	-0.984	-0.282	-1.278	-0.975
GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME	3.081	-0.586	-2.780	-0.374	0.581	-0.374	-0.586	-0.374	-0.374	-1.892	3.096
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	7.033	0.684	-0.520	-0.241	-0.520	-0.520	-1.077	-0.520	-1.077	-0.241	-0.518
GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS GOBP_REGULATION_OF_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	5.278	0.513	-0.320	-0.320	-1.911	-0.320	-2.344	-0.581	0.827	-0.320	-0.430
GOMF_METAL_CLUSTER_BINDING GOMF_METAL_CLUSTER_BINDING	3.383	0.287	0.676	-0.315	-1.182	-1.182	-1.182	1.983	-0.787	0.287	-1.176
GOBP_REGULATION_OF_MICROTUBULE_BINDING GOBP_REGULATION_OF_MICROTUBULE_BINDING	4.069	-0.414	1.256	-0.414	-0.414	-0.414	-0.414	-0.414	0.211	-0.414	-0.413
GOBP_MULTI_ORGANISM_LOCALIZATION GOBP_MULTI_ORGANISM_LOCALIZATION	2.412	0.676	-0.787	0.938	0.459	-1.749	-1.182	1.593	-1.182	-0.508	-0.781
GOCC_ISWI_TYPE_COMPLEX GOCC_ISWI_TYPE_COMPLEX	4.919	-0.456	0.187	0.187	-0.456	-0.456	-0.456	-0.456	0.187	0.187	-0.454
GOCC_CORE_MEDIATOR_COMPLEX GOCC_CORE_MEDIATOR_COMPLEX	4.875	-0.331	-0.331	-0.331	-0.331	-0.331	0.273	-0.331	-0.331	0.273	-0.330
