GO	[-25.09 -0.74]	[-0.74 -0.27]	[-0.27 -0.07]	[-0.07 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.09]	[0.09 0.28]	[0.28 0.62]	[0.62 7.89]
GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP GSE17721_PAM3CSK4_VS_CPG_24H_BMDC_UP	-4.390	0.442	6.639	1.008	-8.302	-8.302	-8.302	2.085	2.627	-0.264	2.929
DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS DESCARTES_FETAL_SPLEEN_MESOTHELIAL_CELLS	0.377	1.708	0.285	1.274	-4.257	-8.135	-8.135	-4.968	-0.684	3.724	12.018
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	-0.917	2.085	-0.917	0.558	-6.977	-8.302	-8.302	-1.127	2.627	3.553	8.509
GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_DN GSE19772_CTRL_VS_HCMV_INF_MONOCYTES_AND_PI3K_INHIBITION_DN	-1.127	0.442	4.243	4.243	-8.302	-8.302	-8.302	-0.737	3.891	-0.264	2.092
GSE42021_TCONV_PLN_VS_CD24HI_TCONV_THYMUS_DN GSE42021_TCONV_PLN_VS_CD24HI_TCONV_THYMUS_DN	-1.331	-0.710	4.337	0.583	-6.898	-8.219	-8.219	-0.334	1.656	3.309	5.105
GSE3982_BCELL_VS_BASOPHIL_DN GSE3982_BCELL_VS_BASOPHIL_DN	-0.917	0.341	1.606	0.692	-8.302	-8.302	-8.302	0.558	7.084	1.390	2.092
KRAS.DF.V1_UP KRAS.DF.V1_UP	-1.463	0.676	2.365	1.182	-6.622	-7.927	-7.927	-0.483	7.696	0.325	2.658
MODULE_92 MODULE_92	0.554	-0.402	-0.711	9.002	-6.181	-6.181	-6.181	-2.251	0.707	0.883	5.452
GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP GSE28737_WT_VS_BCL6_HET_FOLLICULAR_BCELL_UP	-2.751	0.341	4.988	2.349	-5.955	-8.302	-8.302	0.841	1.390	1.008	2.635
GSE24210_IL35_TREATED_VS_RESTING_TREG_UP GSE24210_IL35_TREATED_VS_RESTING_TREG_UP	-0.902	-0.724	2.115	2.958	-8.260	-8.260	-6.938	-0.342	2.115	2.662	3.278
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	2.237	0.925	-0.841	2.804	-5.768	-8.094	-8.094	-0.671	-0.407	0.925	7.904
GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN GSE2585_THYMIC_MACROPHAGE_VS_MTEC_DN	-1.075	-1.900	3.033	0.891	-6.859	-6.859	-8.177	0.891	4.759	2.446	2.182
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	0.908	0.750	-0.417	3.071	-5.805	-8.135	-6.819	-1.877	1.274	0.484	8.808
