GO	[-18.86 -0.70]	[-0.70 -0.32]	[-0.32 -0.05]	[-0.05 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.25]	[0.25 0.46]	[0.46 0.94]	[0.94 29.70]
GO:0008168 methyltransferase activity	-1.381	0.361	6.567	-1.674	-7.754	-7.754	-6.458	6.126	0.270	1.267	2.499
GO:0016874 ligase activity	0.505	0.284	5.877	-1.178	-6.757	-6.757	-6.757	1.895	-0.735	1.638	3.455
GO:0008022 protein C-terminus binding	0.479	-0.326	4.938	-0.431	-7.712	-5.427	-6.419	4.176	0.370	-0.326	2.534
GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules	1.877	-0.469	1.616	-3.550	-5.206	-3.550	-2.935	0.259	-0.348	3.466	5.060
GO:0070125 mitochondrial translational elongation	-3.480	0.636	4.299	-0.457	-3.480	-3.480	-3.480	0.301	-0.301	1.401	4.302
GO:0006869 lipid transport	-0.273	1.216	4.292	-1.605	-5.180	-2.566	-3.219	0.458	-1.251	0.989	4.295
GO:0001822 kidney development	0.496	-0.252	0.496	-1.673	-0.969	-4.641	-4.641	3.783	0.356	0.496	3.364
GO:0030018 Z disc	0.869	0.869	1.326	-2.439	-5.014	-1.923	-3.079	0.376	1.326	0.679	2.895
GO:0071805 potassium ion transmembrane transport	0.495	-0.465	-1.051	-0.465	-1.677	-3.857	-2.568	0.495	0.813	1.992	5.845
GO:0035987 endodermal cell differentiation	0.978	0.978	0.324	-1.159	-1.159	-1.159	-1.159	-0.579	-1.159	0.324	4.767
GO:0003341 cilium movement	1.332	0.614	-0.250	-1.532	-0.860	-1.532	-1.532	0.359	-0.250	0.359	2.875
GO:0030515 snoRNA binding	-0.911	-0.911	0.491	-0.406	-0.911	-0.911	-0.911	0.491	0.217	1.931	2.594
GO:0045746 negative regulation of Notch signaling pathway	2.563	-1.159	0.324	0.324	-1.159	-0.579	-1.159	-0.579	0.324	-0.579	2.564
GO:0003333 amino acid transmembrane transport	-0.318	-1.698	0.285	-0.573	-1.698	0.501	-0.990	0.501	0.285	0.285	4.362
GO:0070207 protein homotrimerization	0.347	-0.260	2.051	-1.118	-1.118	-1.118	-0.550	0.347	-0.550	0.347	2.052
GO:0070098 chemokine-mediated signaling pathway	1.958	-0.985	-0.985	-0.667	0.712	0.500	-0.667	-2.032	-0.667	0.500	2.364
GO:0015266 protein channel activity	-0.497	1.730	0.167	-0.497	-0.497	-0.497	-0.497	-0.497	-0.497	0.524	2.547
GO:0009982 pseudouridine synthase activity	-0.538	-0.538	0.477	-0.538	-0.538	-0.538	-0.538	0.967	-0.176	-0.176	3.261
