GO	[-7.31 -0.92]	[-0.92 -0.40]	[-0.40 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.29]	[0.29 0.77]	[0.77 6.09]
GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP GSE22103_LPS_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_UP	-2.554	-2.554	1.343	-1.133	-0.287	1.715	-0.473	-0.744	1.015	1.015	0.727
GSE14308_TH1_VS_INDUCED_TREG_UP GSE14308_TH1_VS_INDUCED_TREG_UP	-0.899	1.334	-0.333	0.456	1.334	-0.559	3.768	-0.899	-1.409	-2.216	-0.564
GSE17721_CTRL_VS_LPS_24H_BMDC_UP GSE17721_CTRL_VS_LPS_24H_BMDC_UP	-2.300	0.245	-1.479	-0.956	0.641	0.641	-0.366	-0.956	3.028	1.246	0.242
GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP GSE3982_BCELL_VS_EFF_MEMORY_CD4_TCELL_UP	0.918	0.416	-0.366	-2.300	0.245	0.416	-0.956	-0.956	-0.956	0.245	4.156
GSE25123_WT_VS_PPARG_KO_MACROPHAGE_DN GSE25123_WT_VS_PPARG_KO_MACROPHAGE_DN	-0.985	1.572	0.615	1.204	0.398	-0.985	-0.383	-0.985	-1.515	-1.515	2.432
GSE40655_FOXO1_KO_VS_WT_NTREG_DN GSE40655_FOXO1_KO_VS_WT_NTREG_DN	0.230	-1.374	-0.736	-1.374	-0.386	2.112	2.112	-0.386	1.137	-0.386	-0.741
GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN GSE14000_TRANSLATED_RNA_VS_MRNA_4H_LPS_DC_DN	-0.260	-1.123	-0.551	-0.260	-0.260	-1.123	3.403	0.347	-0.260	-1.123	1.505
GSE29949_MICROGLIA_VS_DC_BRAIN_DN GSE29949_MICROGLIA_VS_DC_BRAIN_DN	-0.831	-0.831	-0.831	0.994	-0.351	-0.831	1.529	-0.831	0.256	0.256	2.153
GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP GSE22601_IMMATURE_CD4_SINGLE_POSITIVE_VS_CD4_SINGLE_POSITIVE_THYMOCYTE_UP	-0.301	-0.301	2.305	-0.301	-2.131	-2.131	0.301	-0.516	0.500	1.429	0.298
GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN GSE13547_2H_VS_12_H_ANTI_IGM_STIM_ZFX_KO_BCELL_DN	-0.626	0.232	-1.515	1.204	-0.626	0.232	2.447	0.232	1.204	-0.383	-2.353
