GO	[-5.24 -0.57]	[-0.57 -0.23]	[-0.23 -0.10]	[-0.10 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.03]	[0.03 0.15]	[0.15 0.36]	[0.36 0.74]	[0.74 8.14]
TOX4_TARGET_GENES TOX4_TARGET_GENES	-2.091	0.334	4.366	5.969	-7.896	-7.896	-1.185	2.403	0.436	0.691	-1.438
SETBP1_TARGET_GENES SETBP1_TARGET_GENES	-1.635	0.491	3.875	6.277	-6.394	-4.589	-1.345	4.618	0.285	-0.881	-2.347
ZBTB5_TARGET_GENES ZBTB5_TARGET_GENES	-3.219	1.176	1.383	5.178	-6.276	-5.292	-0.513	1.851	1.609	1.176	-4.473
HOXA7_TARGET_GENES HOXA7_TARGET_GENES	-2.286	0.983	5.899	4.430	-4.814	-4.814	-1.786	1.478	0.439	-0.791	-1.377
ZBED4_TARGET_GENES ZBED4_TARGET_GENES	-1.973	1.235	1.455	2.224	-7.062	-5.804	-0.844	4.234	2.224	-0.844	-0.839
CREB3L2_TARGET_GENES CREB3L2_TARGET_GENES	-0.321	0.533	4.003	3.595	-5.396	-5.396	-1.738	2.492	0.694	-0.812	-2.180
ZNF667_TARGET_GENES ZNF667_TARGET_GENES	-1.805	0.724	6.966	5.069	-3.323	-4.045	-1.152	0.903	0.568	-1.450	-2.219
MCM3_TARGET_GENES MCM3_TARGET_GENES	-4.694	0.351	4.095	1.248	-3.402	-3.999	-2.042	3.739	2.470	0.457	-1.143
RUVBL1_TARGET_GENES RUVBL1_TARGET_GENES	-0.633	0.430	3.750	2.175	-5.217	-5.217	-1.009	5.291	-0.277	-2.226	-0.275
ZZZ3_TARGET_GENES ZZZ3_TARGET_GENES	-1.506	-0.343	1.086	5.025	-3.902	-5.022	-0.885	5.025	0.376	-0.343	-1.159
GTF3A_TARGET_GENES GTF3A_TARGET_GENES	-1.144	-3.193	-2.252	-1.611	7.374	3.336	2.045	-1.144	-0.797	-0.797	-0.538
DNMT1_TARGET_GENES DNMT1_TARGET_GENES	-1.464	1.506	2.000	2.563	-6.079	-4.310	-0.958	2.870	0.590	-0.345	-0.756
MXD1_TARGET_GENES MXD1_TARGET_GENES	-1.635	-0.358	3.799	4.592	-4.335	-2.973	-0.260	1.849	0.599	-0.822	-2.003
HOXD11_TARGET_GENES HOXD11_TARGET_GENES	-1.132	-0.275	2.456	1.862	-6.104	-4.905	0.445	2.456	0.742	-0.515	-0.378
MYBL1_TARGET_GENES MYBL1_TARGET_GENES	-2.288	1.438	2.418	1.896	-5.047	-2.702	-1.609	3.316	1.046	-0.711	-0.558
HOXC13_TARGET_GENES HOXC13_TARGET_GENES	-1.456	0.716	1.660	4.236	-4.938	-3.826	-0.628	0.716	1.386	-0.322	-0.843
