GO	[-0.69 -0.10]	[-0.10 -0.06]	[-0.06 -0.04]	[-0.04 -0.03]	[-0.03 -0.01]	[-0.01 0.00]	[0.00 0.02]	[0.02 0.03]	[0.03 0.05]	[0.05 0.09]	[0.09 0.97]
GOBP_TRANSLATIONAL_TERMINATION GOBP_TRANSLATIONAL_TERMINATION	-2.435	-4.238	-0.772	-0.772	-0.553	-1.409	-1.052	1.667	-0.385	0.492	13.381
GOBP_MITOCHONDRIAL_GENE_EXPRESSION GOBP_MITOCHONDRIAL_GENE_EXPRESSION	-3.466	-2.345	-0.976	-0.581	-1.912	-1.546	-0.760	1.983	-0.320	1.228	12.435
GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION GOBP_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION	-1.935	-3.613	-0.506	-0.731	-1.421	-1.421	-0.731	1.024	-0.338	0.576	13.457
GOBP_TRANSLATIONAL_ELONGATION GOBP_TRANSLATIONAL_ELONGATION	-1.278	-3.267	-0.745	-0.984	-1.278	-1.637	-0.745	0.594	-0.282	0.968	14.340
GOBP_MITOCHONDRIAL_TRANSLATION GOBP_MITOCHONDRIAL_TRANSLATION	-2.673	-2.133	-0.581	-0.779	-1.689	-1.324	-1.024	1.938	-0.581	0.924	12.647
GOBP_TRNA_WOBBLE_BASE_MODIFICATION GOBP_TRNA_WOBBLE_BASE_MODIFICATION	-0.298	-0.746	-0.746	-0.746	-0.746	-0.746	0.655	-0.746	0.304	-0.298	7.242
GOBP_TRNA_METABOLIC_PROCESS GOBP_TRNA_METABOLIC_PROCESS	-1.409	-1.409	0.457	-0.870	-1.115	-0.503	-0.668	-0.371	0.338	0.944	7.186
GOBP_HISTONE_H2A_ACETYLATION GOBP_HISTONE_H2A_ACETYLATION	-0.247	-0.663	-0.663	0.362	-0.663	-0.247	-0.247	-0.663	-0.247	-0.663	6.757
GOBP_THIOESTER_BIOSYNTHETIC_PROCESS GOBP_THIOESTER_BIOSYNTHETIC_PROCESS	-0.756	-1.226	-0.256	-1.226	-1.991	0.351	0.848	-0.451	0.351	0.351	4.882
GOBP_CYTOPLASMIC_TRANSLATION GOBP_CYTOPLASMIC_TRANSLATION	1.256	0.998	-2.266	-0.324	-0.678	-0.678	-0.324	-0.324	-1.279	-0.941	4.861
GOBP_PROTEIN_K11_LINKED_UBIQUITINATION GOBP_PROTEIN_K11_LINKED_UBIQUITINATION	3.509	0.684	1.089	0.371	-0.520	-1.077	-1.077	-1.077	-0.520	-1.077	0.373
GOBP_NOTOCHORD_DEVELOPMENT GOBP_NOTOCHORD_DEVELOPMENT	-0.704	-0.704	-0.704	-0.272	-0.704	0.332	-0.704	4.279	-0.704	1.206	0.333
GOBP_TRNA_PROCESSING GOBP_TRNA_PROCESSING	-1.057	-1.384	0.311	-1.384	-0.583	-0.291	-0.583	-0.793	0.439	1.480	5.431
GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER GOBP_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	2.397	0.988	-1.290	0.816	-0.837	-1.905	0.309	-0.661	-0.294	-2.285	2.415
