GO	[-5.71 -0.44]	[-0.44 -0.29]	[-0.29 -0.16]	[-0.16 -0.08]	[-0.08 -0.02]	[-0.02 0.00]	[0.00 0.07]	[0.07 0.14]	[0.14 0.26]	[0.26 0.56]	[0.56 5.58]
GNF2_DNM1 GNF2_DNM1	5.260	4.676	-0.490	-3.087	-1.527	-0.314	-3.087	-3.087	-1.527	-0.490	2.647
MORF_IL4 MORF_IL4	2.400	3.333	-2.182	-4.213	-2.182	2.694	-2.591	-2.591	-1.824	0.995	4.412
GNF2_RAN GNF2_RAN	-2.603	-2.603	-0.491	0.420	1.343	-0.714	6.484	1.660	-0.326	-0.491	-3.593
GNF2_KISS1 GNF2_KISS1	0.547	0.547	-0.785	-2.039	-2.039	2.428	-0.785	-2.039	-1.264	-0.473	6.985
GNF2_HPX GNF2_HPX	6.628	0.789	-1.180	-1.895	-2.932	1.724	-1.504	-1.504	-1.180	-0.515	2.669
MORF_LTK MORF_LTK	1.623	1.141	-1.447	-0.688	-2.230	1.371	-4.066	-1.447	-1.805	1.371	4.822
MORF_EIF3S6 MORF_EIF3S6	-2.504	-0.682	1.877	-0.355	1.877	-1.198	2.196	2.196	-0.355	-0.912	-5.117
MORF_IL9 MORF_IL9	1.710	1.118	-1.185	-2.148	-2.148	1.398	-0.420	-1.604	-0.860	-1.185	5.804
GNF2_MYL2 GNF2_MYL2	0.480	2.786	-1.329	-1.329	-1.329	2.187	-1.329	-1.329	-0.703	-0.703	2.786
GNF2_MLF1 GNF2_MLF1	4.141	1.308	-1.036	-1.430	-1.430	1.964	-1.948	-1.036	-1.948	-0.735	2.340
GCM_HMGA2 GCM_HMGA2	0.835	2.856	-0.932	-0.932	-2.537	2.856	-0.699	-2.007	-0.699	-0.932	2.156
GNF2_SPINK1 GNF2_SPINK1	1.583	1.583	-0.521	-1.079	-1.079	3.524	-1.079	-1.079	-1.079	-0.521	0.371
MORF_RAB11A MORF_RAB11A	0.346	-1.614	1.420	0.542	1.804	-2.458	-1.068	1.804	0.542	-0.435	-2.458
GNF2_FEN1 GNF2_FEN1	-0.624	-0.624	-0.624	1.197	3.457	-2.332	1.561	0.233	0.613	-0.981	-2.332
MORF_EIF4E MORF_EIF4E	-3.551	-0.475	0.289	0.836	1.701	-0.475	1.090	-0.314	1.378	0.289	-3.551
GNF2_SPRR1B GNF2_SPRR1B	-0.204	1.216	-0.996	-0.996	-0.996	6.568	-0.463	-0.463	-0.463	-0.463	-0.463
GNF2_CD7 GNF2_CD7	1.283	2.234	-1.579	-0.895	-1.579	1.283	-0.895	-0.266	-1.579	-0.266	1.283
GCM_CHUK GCM_CHUK	-0.439	-0.670	0.971	1.979	1.604	-2.047	0.500	-0.991	1.268	-0.670	-2.961
GNF2_STAT6 GNF2_STAT6	-2.342	-2.342	0.540	1.968	1.610	-0.847	-0.244	0.540	1.001	0.367	-1.686
MORF_GSPT1 MORF_GSPT1	-2.039	-0.473	0.334	1.142	1.521	-1.264	1.521	-0.271	0.334	0.334	-2.039
GNF2_SERPINB5 GNF2_SERPINB5	0.608	2.576	-1.162	-1.162	-1.162	0.980	-1.162	-0.280	-0.280	0.324	0.608
GCM_MSN GCM_MSN	-1.162	-0.581	1.436	2.576	0.608	-0.581	0.324	-1.162	0.324	-0.280	-1.162
GNF2_CDH11 GNF2_CDH11	0.398	1.152	-0.492	-0.492	-1.038	0.727	-1.038	-0.492	-1.038	-0.222	2.929
GNF2_ELAC2 GNF2_ELAC2	-0.412	-1.162	2.659	1.277	0.923	-0.412	-0.704	0.389	-0.412	-0.412	-1.913
