GO	[-9.50 -0.47]	[-0.47 -0.22]	[-0.22 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	2.307	-1.812	-1.010	-1.812	-2.164	-0.505	-2.164	-0.388	0.650	2.885	4.221
MIKKELSEN_IPS_ICP_WITH_H3K27ME3 MIKKELSEN_IPS_ICP_WITH_H3K27ME3	2.690	-2.155	-1.361	-0.316	-0.534	0.477	-2.155	-0.534	-0.864	0.287	5.047
GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP GSE29614_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_UP	2.193	-1.340	-0.521	-1.340	-0.675	-0.394	-0.521	-1.644	-1.340	3.115	3.111
GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP GSE16450_CTRL_VS_IFNA_6H_STIM_MATURE_NEURON_CELL_LINE_UP	2.132	-0.270	0.334	-0.270	-2.091	-4.765	0.436	-1.184	-0.270	1.412	1.873
GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP GSE29614_CTRL_VS_TIV_FLU_VACCINE_PBMC_2007_UP	2.095	-1.135	-1.712	-0.908	-0.717	-0.425	-1.712	-0.557	-0.557	3.324	2.988
SNF5_DN.V1_DN SNF5_DN.V1_DN	2.703	0.337	-3.004	-1.066	-1.658	-0.367	-0.267	-1.066	0.337	0.451	3.749
KRAS.KIDNEY_UP.V1_UP KRAS.KIDNEY_UP.V1_UP	2.877	-0.395	-0.939	-0.538	-0.718	-1.533	-1.533	-0.939	-0.538	2.535	2.212
GSE6090_UNSTIM_VS_DC-SIGN_STIM_DC_DN GSE6090_UNSTIM_VS_DC-SIGN_STIM_DC_DN	2.214	-0.939	-1.208	-1.208	-1.924	0.581	-1.208	-0.939	0.934	1.914	1.633
GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_DN GSE42021_CD24INT_TREG_VS_CD24INT_TCONV_THYMUS_DN	2.588	0.519	-0.293	0.962	-1.505	-3.556	0.650	0.797	-0.813	-1.239	0.648
WESTON_VEGFA_TARGETS_6HR WESTON_VEGFA_TARGETS_6HR	2.820	-0.235	-0.645	-0.399	-1.005	-1.535	-1.005	-0.399	-0.235	-0.399	3.338
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_48H_ACT_CD4_TCELL_DN	2.113	-0.391	-0.293	-0.659	-3.219	-0.835	-0.835	0.662	1.853	-0.659	1.175
GSE2585_CD80_HIGH_VS_LOW_MTEC_UP GSE2585_CD80_HIGH_VS_LOW_MTEC_UP	3.993	-1.333	0.463	-1.926	0.721	-0.437	-1.333	-0.711	-0.437	0.876	0.583
WEBER_METHYLATED_ICP_IN_FIBROBLAST WEBER_METHYLATED_ICP_IN_FIBROBLAST	2.867	0.256	-0.828	-0.828	-0.351	-0.351	-0.828	-0.828	0.566	-0.351	1.521
GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP GSE9960_HEALTHY_VS_GRAM_NEG_AND_POS_SEPSIS_PBMC_UP	2.046	1.534	-1.259	-1.899	-0.620	-0.474	-1.554	-0.261	-0.355	0.346	2.043
GO_NEUROTRANSMITTER_UPTAKE GO_NEUROTRANSMITTER_UPTAKE	4.008	0.892	-0.580	-0.199	-0.580	-0.199	-0.580	-0.580	-0.580	-0.199	-0.199
MIKKELSEN_IPS_LCP_WITH_H3K4ME3 MIKKELSEN_IPS_LCP_WITH_H3K4ME3	3.420	-1.488	-0.581	-1.488	-0.441	-0.581	-0.581	-0.581	0.965	0.276	1.613
EVI1_02 EVI1_02	2.326	-0.551	0.445	-0.982	-0.743	-2.070	1.712	-0.400	-0.982	-0.282	1.190
