GO	[-9.50 -0.47]	[-0.47 -0.22]	[-0.22 -0.09]	[-0.09 0.00]	[0.00 0.00]	[0.00 0.00]	[0.00 0.10]	[0.10 0.25]	[0.25 0.46]	[0.46 0.92]	[0.92 6.96]
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.342	-1.111	-1.111	-2.313	-0.902	-3.743	0.350	-1.111	0.859	2.670	9.093
GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_DAY3_EFF_CD8_TCELL_UP	1.510	-1.547	-1.547	-2.620	-1.547	-0.407	-2.213	-1.043	0.927	2.243	7.913
GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES GO_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.351	0.329	-0.885	-3.289	-1.132	-2.695	-1.132	-1.427	-0.275	4.700	5.132
MEK_UP.V1_UP MEK_UP.V1_UP	-0.658	-0.398	-0.398	0.944	-3.587	-6.750	0.636	0.636	1.535	-0.658	4.926
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_UP	-0.335	1.271	-0.441	-1.384	-3.371	-3.967	-1.384	0.270	0.594	2.803	4.904
GO_LIGAND_GATED_CHANNEL_ACTIVITY GO_LIGAND_GATED_CHANNEL_ACTIVITY	0.351	-0.884	-2.861	-1.843	-2.304	-0.256	-0.884	-0.670	0.801	4.626	4.622
NABA_ECM_GLYCOPROTEINS NABA_ECM_GLYCOPROTEINS	0.677	-0.784	-1.767	-2.970	-0.483	-0.784	-1.465	-0.620	0.543	1.185	9.210
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	-0.354	-2.175	-3.673	-0.468	2.834	2.834	-2.175	-2.175	0.452	0.884	2.239
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_UP	-1.095	0.932	0.620	0.932	-6.395	-4.589	0.379	0.285	0.767	1.115	2.019
GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN GSE41978_WT_VS_ID2_KO_AND_BIM_KO_KLRG1_LOW_EFFECTOR_CD8_TCELL_DN	-2.263	-0.325	1.463	1.256	-4.297	-4.297	1.463	0.597	0.368	-0.325	2.450
GO_CELL_JUNCTION_ORGANIZATION GO_CELL_JUNCTION_ORGANIZATION	0.344	0.344	-0.468	-0.607	-5.143	-4.345	0.577	-0.262	3.155	0.577	2.527
GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN GSE41176_UNSTIM_VS_ANTI_IGM_STIM_TAK1_KO_BCELL_6H_DN	0.650	-1.010	-0.293	-3.028	-0.293	-2.164	-3.028	-0.646	2.588	2.588	3.194
GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP GSE19825_NAIVE_VS_IL2RALOW_DAY3_EFF_CD8_TCELL_UP	2.307	-1.812	-1.010	-1.812	-2.164	-0.505	-2.164	-0.388	0.650	2.885	4.221
KEGG_AXON_GUIDANCE KEGG_AXON_GUIDANCE	0.563	-0.580	0.301	0.420	-4.170	-4.170	0.924	1.141	-0.777	-0.423	4.557
GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP GSE21379_WT_VS_SAP_KO_TFH_CD4_TCELL_UP	-0.317	0.609	-1.295	-1.060	-2.647	-3.649	0.485	0.609	0.909	-0.317	6.914
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP	0.284	0.805	-0.939	-0.568	-2.194	-3.829	-1.180	-0.319	-0.319	2.786	5.453
GO_EXCITATORY_SYNAPSE GO_EXCITATORY_SYNAPSE	-0.646	0.406	-0.388	0.406	-5.702	-4.164	0.962	0.519	2.307	0.309	2.304
PTEN_DN.V1_UP PTEN_DN.V1_UP	1.911	-1.527	-1.008	-1.248	-0.490	-1.008	-1.248	-1.851	-0.372	2.177	6.601
GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN GSE21379_TFH_VS_NON_TFH_CD4_TCELL_DN	0.416	0.416	-1.221	-3.525	-1.790	-0.379	-1.485	0.416	-0.494	2.623	5.850
MIKKELSEN_IPS_ICP_WITH_H3K27ME3 MIKKELSEN_IPS_ICP_WITH_H3K27ME3	2.690	-2.155	-1.361	-0.316	-0.534	0.477	-2.155	-0.534	-0.864	0.287	5.047
GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_DN GSE3039_NKT_CELL_VS_ALPHAALPHA_CD8_TCELL_DN	-0.361	1.206	0.692	-0.270	-5.590	-4.765	0.436	0.555	-0.270	1.017	2.129
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP	-1.526	0.508	1.124	-0.827	-4.198	-3.057	0.636	2.012	0.508	-0.516	3.480
GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN GSE7764_IL15_TREATED_VS_CTRL_NK_CELL_24H_DN	0.301	0.636	-1.258	-0.398	-3.587	-4.906	-0.398	2.554	0.944	0.944	2.009
GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_52H_UP GSE43955_TH0_VS_TGFB_IL6_TH17_ACT_CD4_TCELL_52H_UP	-1.505	2.885	1.559	0.309	-4.164	-2.164	0.797	-0.388	-0.388	-1.239	2.882
VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP VECCHI_GASTRIC_CANCER_ADVANCED_VS_EARLY_UP	-0.474	-0.797	0.738	-2.771	-2.771	-0.620	0.588	-0.620	-0.355	0.738	7.523
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	0.742	0.583	0.329	-1.427	-3.289	-4.905	-0.681	0.445	1.864	1.127	2.149
GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN GSE4811_CLASSSICALY_ACTIVATED_VS_TYPE_2_ACTIVATED_MACROPHAGE_DN	1.256	-0.550	-1.903	-0.550	-3.681	0.368	-0.325	-1.314	-0.872	3.042	4.396
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_10D_DN	0.340	-1.485	-0.265	-0.686	-4.440	-2.333	0.611	0.464	-0.265	2.968	3.335
MODULE_92 MODULE_92	0.496	-0.465	-1.680	-1.338	1.007	0.644	-3.156	-3.156	0.644	2.618	2.616
GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP GSE9509_LPS_VS_LPS_AND_IL10_STIM_IL10_KO_MACROPHAGE_20MIN_UP	1.385	1.177	-2.715	-0.835	-3.219	-2.715	0.409	0.662	-0.512	1.385	2.991
GO_REGULATION_OF_AXONOGENESIS GO_REGULATION_OF_AXONOGENESIS	-1.200	0.276	1.615	-0.751	-1.200	-5.569	-0.581	0.493	0.375	0.965	4.158
GSE43955_10H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN GSE43955_10H_VS_60H_ACT_CD4_TCELL_WITH_TGFB_IL6_DN	-0.361	-0.608	0.555	-0.361	-2.942	-4.065	3.654	0.692	0.846	-1.444	2.129
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_1H_UP	0.853	-1.973	-1.062	-2.383	-0.385	-0.385	-0.844	-1.973	0.853	3.861	3.497
CAHOY_NEURONAL CAHOY_NEURONAL	1.472	-0.714	-0.714	-0.506	-0.506	-1.767	-3.067	-1.328	0.385	4.187	2.475
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_DN	1.287	0.261	-2.149	-0.594	-2.575	-1.464	-2.149	0.261	1.085	2.565	3.193
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	-0.703	0.392	-0.309	-0.892	-3.511	-3.511	1.169	0.392	0.293	1.169	4.466
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_8D_UP	-0.338	0.488	-0.789	-0.789	-2.911	-1.588	-1.274	-0.458	0.629	1.914	6.041
KEGG_CALCIUM_SIGNALING_PATHWAY KEGG_CALCIUM_SIGNALING_PATHWAY	-0.557	0.498	-0.908	0.285	-1.401	-3.544	-2.492	0.498	1.357	1.585	4.034
GSE22886_IL2_VS_IL15_STIM_NKCELL_UP GSE22886_IL2_VS_IL15_STIM_NKCELL_UP	1.249	-0.741	-0.741	-0.741	-1.404	-0.452	-2.434	-1.404	0.352	1.460	6.532
EGFR_UP.V1_UP EGFR_UP.V1_UP	-0.928	0.263	-0.583	2.194	-3.999	-3.402	0.581	1.687	0.581	-0.583	2.191
BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN BERTUCCI_MEDULLARY_VS_DUCTAL_BREAST_CANCER_DN	0.518	-0.555	0.518	-0.310	-3.795	-3.795	-0.419	0.395	0.660	0.518	4.664
P53_DN.V1_UP P53_DN.V1_UP	-1.424	-1.723	0.706	0.706	-2.913	-3.433	0.447	0.568	0.706	2.163	2.435
GO_EXTRACELLULAR_MATRIX_COMPONENT GO_EXTRACELLULAR_MATRIX_COMPONENT	-0.660	0.263	-1.926	-0.884	-1.506	-1.506	-0.660	-0.660	1.328	2.901	4.558
IL15_UP.V1_DN IL15_UP.V1_DN	0.277	-0.569	-0.731	-3.008	-0.731	-0.731	0.277	-2.098	2.638	0.769	4.755
NABA_ECM_AFFILIATED NABA_ECM_AFFILIATED	-0.871	-1.103	-1.103	-0.677	-0.871	-0.284	-0.871	-0.517	-0.871	4.428	5.263
HALLMARK_APICAL_JUNCTION HALLMARK_APICAL_JUNCTION	-0.483	1.389	0.677	0.325	-4.800	-3.494	0.998	0.543	-0.620	0.325	2.369
GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY GO_TRANSMEMBRANE_RECEPTOR_PROTEIN_KINASE_ACTIVITY	0.539	-0.841	-0.244	-1.197	-2.325	-2.325	-1.197	1.596	-0.244	1.949	3.199
