GO	[-8.51 -0.57]	[-0.57 -0.44]	[-0.44 -0.21]	[-0.21 -0.10]	[-0.10 -0.02]	[-0.02 0.00]	[0.00 0.07]	[0.07 0.16]	[0.16 0.33]	[0.33 0.85]	[0.85 8.56]
MIR6715B_3P MIR6715B_3P	-0.331	-2.218	0.273	2.457	3.553	-3.441	-0.331	1.069	-0.830	-1.766	0.516
MIR371A_5P MIR371A_5P	-0.595	-3.073	0.738	2.282	1.750	-0.761	1.750	-1.192	0.591	0.353	-3.659
MIR4255 MIR4255	-2.026	-1.099	3.083	2.760	0.403	-2.441	-0.877	1.194	0.662	-0.689	-0.882
MIR1244 MIR1244	0.559	-0.695	-0.695	2.531	-0.336	-1.303	0.750	1.822	-4.068	0.398	-0.493
MIR5100 MIR5100	-2.197	-1.226	-0.301	3.535	0.817	-0.301	1.320	-0.301	0.301	-2.920	0.299
MIR3663_5P MIR3663_5P	1.366	-2.155	-0.316	-1.362	1.763	-2.155	1.366	0.287	0.721	-0.316	-0.536
MIR4649_3P MIR4649_3P	-0.752	-0.597	1.375	1.590	0.548	-4.440	0.333	-1.393	2.068	0.333	-0.471
MIR148A_5P MIR148A_5P	-1.383	-1.383	3.567	1.768	0.776	-2.288	0.594	-0.417	0.312	-0.792	-0.585
MIR4436B_5P MIR4436B_5P	-1.015	-1.632	2.072	2.380	1.785	-1.015	-0.320	-0.320	-0.320	0.283	-2.525
MIR199B_5P MIR199B_5P	-0.277	-2.663	0.851	1.917	1.436	-3.164	1.028	0.552	0.326	-0.805	-0.811
MIR5703 MIR5703	2.134	-3.518	0.647	1.172	0.392	-2.469	0.293	-0.545	0.392	-0.893	1.165
MIR154_3P MIR154_3P	-1.028	-1.828	0.508	0.898	3.603	-2.399	-1.028	-0.372	0.508	0.508	0.505
MIR6720_5P MIR6720_5P	-0.486	-0.655	0.256	0.256	1.767	-0.352	-3.512	-1.125	2.375	1.248	-0.489
MIR5001_5P MIR5001_5P	1.957	-2.387	1.699	-0.509	-0.845	-0.661	-1.321	-1.063	0.424	1.699	0.687
MIR6814_5P MIR6814_5P	3.323	-1.704	-0.737	0.646	0.344	-1.704	0.839	0.839	0.482	-1.309	-0.741
MIR6501_3P MIR6501_3P	0.743	-1.782	2.465	-0.515	1.129	-1.429	0.446	1.601	-1.429	-0.886	-0.518
MIR10398_5P MIR10398_5P	1.315	-0.368	0.382	0.382	-1.643	-2.290	1.999	-0.368	-0.368	-1.171	1.310
MIR6512_5P MIR6512_5P	-0.311	-0.828	0.562	3.057	0.562	-1.844	1.166	-0.443	-2.351	-0.443	0.410
MIR6894_5P MIR6894_5P	1.226	-1.191	0.370	-1.948	-0.431	2.564	0.370	-0.728	-0.728	0.884	-0.433
MIR3614_3P MIR3614_3P	-0.301	-1.151	-0.489	2.953	-0.301	0.702	1.285	-1.712	-0.762	-1.151	0.699
MIR561_5P MIR561_5P	-3.462	-0.319	1.460	1.018	1.460	-0.758	1.018	-0.975	-0.319	-0.435	-0.439
