GO	[-1.96 -0.22]	[-0.22 -0.14]	[-0.14 -0.09]	[-0.09 -0.06]	[-0.06 -0.02]	[-0.02 0.02]	[0.02 0.05]	[0.05 0.09]	[0.09 0.15]	[0.15 0.23]	[0.23 3.36]
GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_DN GSE4984_UNTREATED_VS_VEHICLE_CTRL_TREATED_DC_DN	0.825	3.230	1.612	-0.962	-1.667	0.530	-1.667	-0.300	-0.962	-0.300	-0.563
GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP GSE6674_UNSTIM_VS_PL2_3_STIM_BCELL_UP	1.375	-1.206	-0.299	-1.206	-0.299	-1.206	-0.299	0.574	0.933	2.485	-1.221
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_DN	-1.029	-0.336	-0.601	-0.601	1.093	-1.751	-1.029	-1.029	2.467	0.754	1.919
GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP GSE2706_LPS_VS_R848_AND_LPS_8H_STIM_DC_UP	-0.273	-1.656	-0.719	0.522	-2.510	0.763	2.193	-0.719	-0.719	2.193	0.320
GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN GSE32986_UNSTIM_VS_GMCSF_AND_CURDLAN_HIGHDOSE_STIM_DC_DN	-0.601	-0.601	-0.601	-1.029	1.093	-1.751	-0.601	1.494	-0.601	3.651	0.261
GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP GSE32255_WT_UNSTIM_VS_JMJD2D_KNOCKDOWN_4H_LPS_STIM_DC_UP	-2.129	0.302	-0.842	0.756	0.302	-0.300	1.430	-0.842	1.844	0.756	-2.157
GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP GSE24142_EARLY_THYMIC_PROGENITOR_VS_DN2_THYMOCYTE_ADULT_UP	-0.348	-1.442	-1.442	-0.348	0.954	-0.926	0.437	0.258	3.677	-1.442	0.931
GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN GSE8384_CTRL_VS_B_ABORTUS_4H_MAC_CELL_LINE_DN	-0.502	-0.896	0.586	-1.583	0.586	0.586	0.904	-1.583	2.818	-0.266	-0.912
GSE6259_CD4_TCELL_VS_CD8_TCELL_DN GSE6259_CD4_TCELL_VS_CD8_TCELL_DN	-0.432	-1.961	-0.732	0.891	-0.432	-0.732	-1.961	1.238	1.641	0.601	0.870
GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP GSE22886_NAIVE_BCELL_VS_NEUTROPHIL_UP	-2.425	-2.425	-0.417	0.567	0.363	0.363	-0.247	-0.417	0.363	0.822	2.274
GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP GSE25088_IL4_VS_IL4_AND_ROSIGLITAZONE_STIM_STAT6_KO_MACROPHAGE_DAY10_UP	-0.569	-0.359	-1.874	0.406	-0.359	-2.764	1.148	0.250	0.250	2.276	0.833
GSE14350_IL2RB_KO_VS_WT_TREG_DN GSE14350_IL2RB_KO_VS_WT_TREG_DN	0.649	-0.454	-1.499	-1.499	0.381	-0.454	0.991	-1.499	0.381	0.649	1.849
GSE10325_CD4_TCELL_VS_MYELOID_UP GSE10325_CD4_TCELL_VS_MYELOID_UP	-0.502	0.339	-0.502	-1.583	-1.583	2.250	-0.266	0.339	-0.266	2.250	-0.513
GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN GSE17721_CTRL_VS_GARDIQUIMOD_1H_BMDC_DN	-1.063	-0.627	-0.627	-0.627	0.254	1.885	-1.793	0.454	-0.354	0.254	2.896
GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP GSE33162_UNTREATED_VS_4H_LPS_STIM_HDAC3_KO_MACROPHAGE_UP	0.586	-0.502	0.904	-1.583	0.586	-0.896	0.904	1.740	-0.896	-1.583	0.330
GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP GSE3982_EFF_MEMORY_CD4_TCELL_VS_TH2_UP	0.283	-0.320	-0.320	0.283	-0.642	-0.642	-0.320	-1.247	3.026	-1.247	1.785
GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP GSE21927_EL4_VS_MCA203_TUMOR_MONOCYTES_UP	-0.747	-0.747	-0.747	-0.298	0.657	0.657	1.133	2.416	-0.298	-0.747	-0.756
GSE13229_IMM_VS_MATURE_NKCELL_UP GSE13229_IMM_VS_MATURE_NKCELL_UP	-0.929	-1.625	0.864	0.864	-0.526	0.320	2.171	-0.929	1.237	-0.526	-0.946
GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP GSE14308_TH2_VS_NAIVE_CD4_TCELL_UP	-1.199	0.891	3.156	-0.432	-1.199	-1.199	-1.199	-0.241	0.891	0.371	0.360
